team,rank,day,mult
ARI,2,Sun,1
BUF,2,Sun,1
CAR,1,Sun,1
CIN,3,Sun,1
CLE,1,Sun,1
DEN,2,Sun,1
DET,1,Sun,1
GB,1,Sun,1
HOU,1,Sun,1
JAC,1,Sun,1
LAC,2,Sun,1
LAR,3,Sun,1
LV,2,Sun,1
MIA,2,Sun,1
NO,3,Sun,1
NYG,1,Sun,1
PHI,1,Sun,1
PIT,3,Sun,1
SEA,3,Sun,1
SF,3,Sun,1
TB,1,Sun,1
WAS,1,Sun,1
