Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Le'Veon Bell,PIT,NE,1,2,1.2,0.4
2,Todd Gurley,LAR,SEA,1,9,2.9,1.3
3,Alvin Kamara,NO,NYJ,1,12,3.0,1.7
4,LeSean McCoy,BUF,MIA,2,13,4.6,2.0
5,Mark Ingram,NO,NYJ,2,12,5.5,1.7
6,Devonta Freeman,ATL,TB,1,12,6.1,2.4
7,Kenyan Drake,MIA,BUF,3,16,7.5,2.1
8,Melvin Gordon,LAC,KC,3,12,7.7,1.5
9,Kareem Hunt,KC,LAC,6,16,9.9,2.0
10,Christian McCaffrey,CAR,GB,5,23,11.8,4.0
11,Carlos Hyde,SF,TEN,7,22,11.9,2.7
12,Jordan Howard,CHI,DET,6,24,13.5,3.7
13,Alex Collins,BAL,CLE,6,25,14.0,3.1
14,Jamaal Williams,GB,CAR,7,25,14.2,4.1
15,Rex Burkhead,NE,PIT,8,23,14.8,3.3
16,Samaje Perine,WAS,ARI,8,49,16.8,6.1
17,Marshawn Lynch,OAK,DAL,12,30,18.6,4.0
18,Latavius Murray,MIN,CIN,13,33,20.2,5.0
19,Lamar Miller,HOU,JAC,11,35,22.3,5.2
20,Theo Riddick,DET,CHI,9,43,22.5,5.1
21,Mike Davis,SEA,LAR,11,55,22.9,7.1
22,Giovani Bernard,CIN,MIN,8,41,22.9,8.9
23,Dion Lewis,NE,PIT,14,38,23.6,4.2
24,Jerick McKinnon,MIN,CIN,14,37,24.9,4.4
25,Duke Johnson,CLE,BAL,16,34,25.4,4.4
26,Alfred Morris,DAL,OAK,14,45,25.6,5.9
27,Jay Ajayi,PHI,NYG,11,45,25.7,6.9
28,DeMarco Murray,TEN,SF,14,38,25.9,4.0
29,C.J. Anderson,DEN,IND,14,42,28.5,4.8
30,Isaiah Crowell,CLE,BAL,17,41,28.5,5.3
31,Frank Gore,IND,DEN,20,46,31.9,5.1
32,Kerwynn Williams,ARI,WAS,15,46,32.6,4.7
33,Danny Woodhead,BAL,CLE,20,50,34.6,6.9
34,Tarik Cohen,CHI,DET,23,49,35.4,4.5
35,Rod Smith,DAL,OAK,16,47,36.8,5.2
36,Matt Forte,NYJ,NO,32,54,37.8,4.4
37,Chris Ivory,JAC,HOU,13,72,41.2,17.2
38,Derrick Henry,TEN,SF,27,56,39.6,5.1
39,Bilal Powell,NYJ,NO,32,47,39.9,3.0
40,Jonathan Stewart,CAR,GB,20,54,40.2,5.7
41,Peyton Barber,TB,ATL,24,58,40.2,5.6
42,Wayne Gallman,NYG,PHI,23,61,40.4,6.2
43,Austin Ekeler,LAC,KC,23,56,40.4,4.3
44,T.J. Yeldon,JAC,HOU,19,70,42.2,12.0
45,Orleans Darkwa,NYG,PHI,35,59,46.0,3.9
46,Devontae Booker,DEN,IND,34,64,46.4,5.4
47,James White,NE,PIT,24,66,47.0,6.7
48,Javorius Allen,BAL,CLE,34,62,48.4,6.2
49,Doug Martin,TB,ATL,30,70,48.0,5.6
50,J.D. McKissic,SEA,LAR,27,65,48.7,6.2
51,Ameer Abdullah,DET,CHI,29,62,49.7,5.9
52,Marlon Mack,IND,DEN,37,58,50.1,4.5
