Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_assist,def_safety,def_pa,def_tyda,fpts
Jacksonville Jaguars,JAC,3.3,1.5,0.8,1.3,0.2,0.0,0.0,15.6,298.9,10.4
Baltimore Ravens,BAL,3.0,1.3,0.8,1.1,0.3,0.0,0.0,16.2,279.5,9.7
New Orleans Saints,NO,2.7,1.4,0.7,1.1,0.2,0.0,0.0,17.0,307.4,9.1
Washington Redskins,WAS,2.8,1.2,0.6,1.1,0.2,0.0,0.1,18.5,335.1,8.8
Philadelphia Eagles,PHI,2.5,1.1,0.8,1.2,0.2,0.0,0.0,15.5,280.8,8.5
Buffalo Bills,BUF,2.3,1.2,0.6,0.9,0.2,0.0,0.0,17.6,324.7,8.2
Denver Broncos,DEN,2.9,0.8,0.7,1.1,0.2,0.0,0.1,18.1,272.6,8.1
Minnesota Vikings,MIN,2.5,0.9,0.6,0.9,0.2,0.0,0.0,16.5,284.2,7.8
Los Angeles Rams,LAR,2.9,1.0,0.7,1.0,0.2,0.0,0.0,23.0,364.2,7.3
Detroit Lions,DET,2.1,0.7,0.7,1.3,0.2,0.0,0.0,18.1,307.7,7.3
Tennessee Titans,TEN,2.9,0.8,0.7,1.1,0.2,0.0,0.0,22.3,326.9,7.0
Atlanta Falcons,ATL,2.4,0.9,0.7,1.3,0.2,0.0,0.0,20.9,351.3,6.7
Green Bay Packers,GB,2.4,0.9,0.6,1.0,0.2,0.0,0.0,25.2,346.7,6.5
Chicago Bears,CHI,2.6,0.7,0.7,1.1,0.2,0.0,0.0,23.5,332.6,6.4
Arizona Cardinals,ARI,2.2,0.8,0.7,1.2,0.2,0.0,0.0,21.5,322.0,6.4
Indianapolis Colts,IND,2.0,0.9,0.6,1.0,0.2,0.0,0.0,22.2,353.0,6.4
Carolina Panthers,CAR,3.0,0.6,0.6,0.8,0.1,0.0,0.0,22.9,334.2,6.2
San Francisco 49ers,SF,2.0,1.0,0.5,0.7,0.2,0.0,0.0,22.5,337.1,6.0
Miami Dolphins,MIA,2.4,0.7,0.6,0.8,0.2,0.0,0.0,21.0,318.8,6.0
Los Angeles Chargers,LAC,2.4,0.8,0.5,0.7,0.2,0.0,0.0,23.7,350.1,6.0
Seattle Seahawks,SEA,2.0,0.7,0.8,1.4,0.2,0.0,0.0,24.4,354.5,5.9
Kansas City Chiefs,KC,1.6,0.8,0.7,0.9,0.2,0.0,0.0,25.2,425.7,5.7
New England Patriots,NE,1.7,0.9,0.5,0.8,0.2,0.0,0.0,27.6,441.0,5.7
Houston Texans,HOU,1.8,0.8,0.6,1.1,0.2,0.0,0.0,25.8,363.2,5.7
Dallas Cowboys,DAL,1.9,0.7,0.6,1.1,0.2,0.0,0.0,22.6,361.0,5.6
Cleveland Browns,CLE,1.8,0.8,0.6,0.8,0.1,0.0,0.0,24.0,326.0,5.4
Pittsburgh Steelers,PIT,2.2,0.6,0.5,0.8,0.1,0.0,0.0,28.7,407.6,5.4
Tampa Bay Buccaneers,TB,1.5,0.8,0.6,0.8,0.1,0.0,0.0,27.0,405.6,5.1
New York Giants,NYG,1.7,0.7,0.6,1.1,0.1,0.0,0.0,24.6,384.2,5.1
Cincinnati Bengals,CIN,2.0,0.6,0.5,0.7,0.1,0.0,0.0,26.9,367.0,5.0
Oakland Raiders,OAK,1.8,0.5,0.6,1.0,0.1,0.0,0.0,26.2,384.8,4.7
New York Jets,NYJ,1.5,0.6,0.5,0.8,0.1,0.0,0.0,31.9,422.1,4.3
