Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Alvin Kamara,NO,CLE,1,4,1.3,0.7
2,Todd Gurley,LAR,ARI,1,4,1.9,0.6
3,Melvin Gordon,LAC,BUF,1,10,3.7,1.5
4,David Johnson,ARI,LAR,1,13,5.5,2.1
5,Ezekiel Elliott,DAL,NYG,2,13,5.8,1.9
6,Saquon Barkley,NYG,DAL,3,11,6.0,1.7
7,James Conner,PIT,KC,1,17,6.3,2.8
8,Christian McCaffrey,CAR,ATL,2,13,7.1,1.7
9,Kareem Hunt,KC,PIT,5,16,9.7,2.3
10,Joe Mixon,CIN,BAL,4,19,10.8,2.2
11,Dalvin Cook,MIN,GB,5,20,11.2,2.4
12,Jordan Howard,CHI,SEA,7,18,12.5,2.3
13,Tevin Coleman,ATL,CAR,5,30,14.8,5.0
14,Lamar Miller,HOU,TEN,11,27,15.4,3.4
15,Jay Ajayi,PHI,TB,8,27,17.4,3.4
16,Kenyan Drake,MIA,NYJ,10,26,17.9,3.4
17,Alex Collins,BAL,CIN,12,31,18.1,3.7
18,Chris Thompson,WAS,IND,8,49,18.4,5.3
19,Dion Lewis,TEN,HOU,9,28,18.9,3.4
20,Adrian Peterson,WAS,IND,8,38,19.7,4.7
21,LeSean McCoy,BUF,LAC,10,38,19.8,4.9
22,James White,NE,JAC,12,40,24.1,5.3
23,Carlos Hyde,CLE,NO,15,40,24.2,4.0
24,T.J. Yeldon,JAC,NE,8,65,24.9,12.1
25,Royce Freeman,DEN,OAK,12,47,25.0,4.4
26,Rex Burkhead,NE,JAC,19,51,27.2,5.7
27,Jamaal Williams,GB,MIN,19,47,28.4,5.0
28,Duke Johnson,CLE,NO,17,43,30.6,4.8
29,Isaiah Crowell,NYJ,MIA,22,42,31.0,4.6
30,Tarik Cohen,CHI,SEA,18,50,31.9,4.7
31,Marshawn Lynch,OAK,DEN,23,45,32.5,4.9
32,Peyton Barber,TB,PHI,17,47,33.1,4.7
33,Bilal Powell,NYJ,MIA,19,56,34.2,5.4
34,Matt Breida,SF,DET,22,50,34.2,5.3
35,Chris Carson,SEA,CHI,18,43,34.4,4.3
36,Phillip Lindsay,DEN,OAK,21,60,35.3,6.4
37,Derrick Henry,TEN,HOU,19,47,35.8,6.0
38,Leonard Fournette,JAC,NE,6,93,31.3,17.7
39,Alfred Morris,SF,DET,17,51,37.7,6.5
40,Austin Ekeler,LAC,BUF,20,53,38.5,5.7
41,Theo Riddick,DET,SF,13,51,38.1,6.0
42,Kerryon Johnson,DET,SF,19,55,41.1,5.4
43,Javorius Allen,BAL,CIN,20,59,41.2,5.9
44,Ty Montgomery,GB,MIN,31,53,42.2,4.0
45,Marlon Mack,IND,WAS,29,58,45.5,5.5
46,Jordan Wilkins,IND,WAS,28,67,46.1,6.5
47,Corey Clement,PHI,TB,24,64,48.4,7.1
48,Jalen Richard,OAK,DEN,26,65,49.2,7.4
49,Latavius Murray,MIN,GB,35,59,48.3,3.5
50,Rashaad Penny,SEA,CHI,33,57,48.9,3.7
51,Frank Gore,MIA,NYJ,36,59,49.5,3.7
52,Nyheim Hines,IND,WAS,20,60,50.8,6.2
53,Giovani Bernard,CIN,BAL,33,64,51.6,5.9
54,Sony Michel,NE,JAC,32,71,53.5,6.2
55,Corey Grant,JAC,NE,33,83,59.2,9.4
56,Kyle Juszczyk,SF,DET,36,76,52.4,5.2
57,Ito Smith,ATL,CAR,35,102,60.3,15.2
58,C.J. Anderson,CAR,ATL,44,66,55.3,4.1
59,Devontae Booker,DEN,OAK,40,71,58.3,5.6
60,LeGarrette Blount,DET,SF,45,85,59.4,7.2
61,Wendell Smallwood,PHI,TB,42,104,75.1,15.0
62,Mike Gillislee,NO,CLE,47,78,62.2,5.6
63,Jacquizz Rodgers,TB,PHI,46,76,58.6,4.7
64,Doug Martin,OAK,DEN,46,74,61.5,5.0
65,Nick Chubb,CLE,NO,46,79,66.6,6.6
66,Stevan Ridley,PIT,KC,45,92,79.2,6.4
67,Ronald Jones II,TB,PHI,47,107,74.3,11.5
68,Chase Edmonds,ARI,LAR,49,77,60.4,5.5
69,Marcus Murphy,BUF,LAC,48,87,69.2,7.6
70,Spencer Ware,KC,PIT,51,71,62.5,3.8
71,Alfred Blue,HOU,TEN,54,81,65.3,4.9
72,Wayne Gallman,NYG,DAL,57,77,67.6,3.7
73,C.J. Prosise,SEA,CHI,54,92,67.8,5.3
74,Christine Michael,IND,WAS,53,98,68.2,6.6
75,Rod Smith,DAL,NYG,60,84,69.5,5.1
76,Chris Ivory,BUF,LAC,54,77,70.6,3.9
77,James Develin,NE,JAC,53,84,70.9,7.1
78,Robert Kelley,WAS,IND,61,88,73.6,5.7
79,Boston Scott,FA,,69,80,76.4,3.2
80,Jonathan Stewart,NYG,DAL,62,85,77.4,4.4
81,Ameer Abdullah,DET,SF,66,107,77.4,5.5
82,John Kelly,LAR,ARI,68,121,77.6,6.7
83,Tyler Ervin,HOU,TEN,55,105,78.3,7.2
84,Kenjon Barner,NE,JAC,58,103,79.8,15.5
85,Jonathan Williams,NO,CLE,66,102,79.9,5.6
86,Charles Sims,FA,,80,80,80.0,0.0
87,Malcolm Brown,LAR,ARI,65,97,80.4,8.7
88,Charcandrick West,FA,,66,89,81.0,10.6
89,DeAndre Washington,OAK,DEN,73,96,82.2,5.6
90,Samaje Perine,WAS,IND,64,109,82.2,8.2
91,Kalen Ballage,MIA,NYJ,58,114,82.7,9.8
92,Anthony Sherman,KC,PIT,64,91,83.7,7.4
93,Trenton Cannon,NYJ,MIA,62,94,83.9,5.4
94,Benny Cunningham,CHI,SEA,54,111,84.2,9.8
95,Tommy Bohanon,JAC,NE,67,96,85.4,6.7
96,Cameron Artis-Payne,CAR,ATL,64,112,85.8,8.0
97,Damien Williams,KC,PIT,61,98,86.2,7.4
98,Paul Perkins,NYG,DAL,79,92,87.8,3.6
99,Mark Walton,CIN,BAL,51,119,87.8,9.8
100,Patrick DiMarco,BUF,LAC,77,106,88.3,8.0
101,Tre Madden,SEA,CHI,77,100,88.9,6.7
102,Bo Scarbrough,DAL,NYG,89,89,89.0,0.0
103,Branden Oliver,FA,,76,99,89.2,8.4
104,Akrum Wadley,FA,,82,97,89.5,7.5
105,Alex Armah,CAR,ATL,79,104,89.6,8.7
106,Trey Edmunds,PIT,KC,63,101,90.0,8.7
107,Keith Smith,OAK,DEN,90,90,90.0,0.0
108,Zach Line,NO,CLE,83,96,90.1,3.8
109,Raheem Mostert,SF,DET,79,110,90.5,5.5
110,Brian Hill,ATL,CAR,81,101,91.0,10.0
111,Justin Jackson,LAC,BUF,80,113,91.3,9.1
112,CJ Ham,MIN,GB,84,101,91.5,4.8
113,Jamaal Charles,FA,,82,97,92.0,6.0
114,Terrance West,FA,,90,94,92.0,2.0
115,Eddie Lacy,FA,,88,96,92.3,3.3
116,Thomas Rawls,FA,,88,97,92.5,4.5
117,Derrick Coleman,ARI,LAR,81,113,92.7,9.9
118,T.J. Logan,ARI,LAR,79,109,93.2,9.0
119,Jeremy McNichols,IND,WAS,84,111,93.3,10.4
120,Shaun Wilson,TB,PHI,84,104,93.4,7.4
121,Darren McFadden,FA,,92,95,93.5,1.5
122,Michael Burton,CHI,SEA,87,98,94.3,4.3
123,Brandon Wilds,JAC,NE,91,97,94.3,2.5
124,Aaron Ripkowski,FA,,92,97,94.5,2.5
125,Ricky Ortiz,ATL,CAR,83,120,94.9,10.4
126,Detrez Newsome,LAC,BUF,82,112,94.9,8.0
127,Jamize Olawale,DAL,NYG,80,105,95.0,9.2
128,Mike Davis,SEA,CHI,79,105,95.4,7.8
129,Derek Watt,LAC,BUF,91,105,95.5,4.1
130,Andy Janovich,DEN,OAK,91,102,95.6,3.0
131,Roosevelt Nix,PIT,KC,83,108,96.3,8.9
132,Senorise Perry,MIA,NYJ,85,114,99.0,9.1
133,David Fluellen,TEN,HOU,91,115,99.2,8.6
134,Mike Boone,MIN,GB,94,110,102.0,8.0
135,De'Lance Turner,BAL,CIN,100,106,103.0,3.0
136,Tra Carson,CIN,BAL,103,106,104.5,1.5
137,Brandon Bolden,MIA,NYJ,106,108,107.0,1.0
138,Darius Jackson,GB,MIN,103,122,112.5,9.5
