Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Los Angeles Rams,LAR,3.1,1.1,0.7,1.0,0.3,0.0,15.9,302.6,9.5
Los Angeles Chargers,LAC,2.7,1.2,0.6,0.7,0.2,0.0,17.5,301.2,8.6
Chicago Bears,CHI,3.0,0.9,0.7,1.0,0.2,0.1,19.2,338.5,8.4
Philadelphia Eagles,PHI,2.2,1.2,0.8,1.2,0.2,0.0,18.5,332.3,8.4
New Orleans Saints,NO,3.0,0.8,0.7,1.0,0.2,0.0,18.7,366.6,8.2
Baltimore Ravens,BAL,2.5,1.0,0.7,1.2,0.2,0.0,18.9,287.9,8.1
Washington Redskins,WAS,2.6,1.2,0.7,0.9,0.3,0.1,21.4,338.4,8.0
New York Jets,NYJ,2.1,1.1,0.6,0.9,0.2,0.0,18.1,318.8,7.9
Denver Broncos,DEN,2.1,0.9,0.6,1.1,0.2,0.0,19.7,317.8,7.8
Houston Texans,HOU,3.1,1.0,0.7,0.9,0.2,0.0,21.0,305.7,7.7
Seattle Seahawks,SEA,2.7,0.8,0.7,1.0,0.2,0.1,19.7,297.5,7.7
Tennessee Titans,TEN,2.8,1.0,0.7,1.0,0.2,0.0,22.6,340.0,7.7
Dallas Cowboys,DAL,2.2,0.9,0.7,1.1,0.2,0.0,19.4,337.9,7.6
Detroit Lions,DET,2.1,1.1,0.7,1.2,0.3,0.0,25.2,363.4,7.3
Minnesota Vikings,MIN,2.7,0.9,0.6,0.9,0.2,0.0,21.2,311.5,7.0
Miami Dolphins,MIA,2.4,1.0,0.7,1.0,0.2,0.0,22.4,338.3,6.9
Pittsburgh Steelers,PIT,2.6,0.9,0.4,0.6,0.2,0.0,25.3,374.1,6.6
Atlanta Falcons,ATL,2.4,0.8,0.7,1.0,0.2,0.0,20.2,323.3,6.5
Arizona Cardinals,ARI,2.1,0.8,0.7,1.3,0.2,0.1,25.9,336.7,6.4
Jacksonville Jaguars,JAC,2.3,0.8,0.7,1.0,0.2,0.1,24.2,364.6,6.4
San Francisco 49ers,SF,2.1,0.9,0.6,0.9,0.2,0.0,23.6,376.5,6.2
Oakland Raiders,OAK,1.9,0.8,0.7,1.1,0.2,0.0,24.8,353.1,6.2
Cincinnati Bengals,CIN,2.1,0.9,0.5,0.5,0.2,0.0,21.3,327.6,6.2
Green Bay Packers,GB,2.2,0.8,0.7,0.9,0.2,0.0,24.4,354.3,6.2
Tampa Bay Buccaneers,TB,1.7,0.8,0.8,1.4,0.2,0.0,24.1,398.2,6.1
New England Patriots,NE,2.1,0.9,0.6,0.8,0.2,0.0,21.9,371.9,6.0
Carolina Panthers,CAR,2.3,0.7,0.6,0.9,0.2,0.0,24.7,351.7,5.9
Kansas City Chiefs,KC,1.5,1.0,0.6,1.0,0.2,0.0,28.5,406.1,5.8
Buffalo Bills,BUF,1.5,0.9,0.6,0.8,0.2,0.0,24.8,391.1,5.6
New York Giants,NYG,1.8,0.8,0.6,1.0,0.2,0.0,22.8,346.9,5.6
Indianapolis Colts,IND,1.8,0.6,0.7,1.2,0.1,0.0,26.9,366.0,5.2
Cleveland Browns,CLE,1.6,0.6,0.7,1.1,0.2,0.0,31.1,400.1,5.1
