Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Antonio Brown,PIT,KC,1,6,1.7,0.8
2,Michael Thomas,NO,CLE,1,7,1.9,1.3
3,Julio Jones,ATL,CAR,1,8,3.7,1.4
4,Odell Beckham Jr.,NYG,DAL,1,8,4.4,1.4
5,DeAndre Hopkins,HOU,TEN,1,8,4.4,1.5
6,Keenan Allen,LAC,BUF,3,13,6.0,1.5
7,Tyreek Hill,KC,PIT,3,24,7.7,2.8
8,A.J. Green,CIN,BAL,3,21,8.6,2.6
9,Stefon Diggs,MIN,GB,7,28,11.1,3.4
10,Jarvis Landry,CLE,NO,4,21,11.4,3.2
11,Mike Evans,TB,PHI,6,25,11.9,3.3
12,Adam Thielen,MIN,GB,5,24,12.5,3.1
13,Davante Adams,GB,MIN,6,29,13.7,4.2
14,Emmanuel Sanders,DEN,OAK,7,23,14.4,2.9
15,JuJu Smith-Schuster,PIT,KC,8,27,14.8,3.6
16,Larry Fitzgerald,ARI,LAR,7,32,15.0,3.7
17,T.Y. Hilton,IND,WAS,8,29,16.5,3.9
18,Golden Tate,DET,SF,2,24,17.1,2.6
19,Demaryius Thomas,DEN,OAK,7,35,17.3,3.4
20,Nelson Agholor,PHI,TB,10,45,20.9,4.0
21,Allen Robinson,CHI,SEA,14,57,23.3,4.8
22,Brandin Cooks,LAR,ARI,16,33,23.5,3.1
23,Corey Davis,TEN,HOU,15,40,23.6,4.9
24,Kenny Stills,MIA,NYJ,17,47,25.1,4.3
25,Cooper Kupp,LAR,ARI,10,41,27.4,5.0
26,Marvin Jones,DET,SF,16,45,27.7,4.7
27,Randall Cobb,GB,MIN,18,45,29.1,5.5
28,Michael Crabtree,BAL,CIN,19,49,29.4,5.3
29,Jamison Crowder,WAS,IND,16,44,30.1,5.3
30,Devin Funchess,CAR,ATL,22,49,31.0,4.9
31,Amari Cooper,OAK,DEN,20,55,31.1,6.6
32,Chris Hogan,NE,JAC,11,61,33.9,6.8
33,Robert Woods,LAR,ARI,13,59,34.1,6.0
34,Quincy Enunwa,NYJ,MIA,11,59,34.2,7.7
