Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Michael Thomas,NO,8.4,90.5,0.6,0.0,0.0,0.0,0.1,21.1
DeAndre Hopkins,HOU,7.3,89.7,0.8,0.0,0.0,0.0,0.1,20.6
Julio Jones,ATL,7.0,98.9,0.6,0.1,0.6,0.0,0.1,20.3
Keenan Allen,LAC,7.3,94.4,0.6,0.3,2.2,0.0,0.1,20.2
Davante Adams,GB,7.1,84.3,0.8,0.0,0.0,0.0,0.1,19.9
Sammy Watkins,KC,5.9,91.0,0.8,0.3,1.9,0.0,0.1,19.8
Odell Beckham Jr.,CLE,6.5,86.1,0.7,0.3,1.5,0.0,0.1,19.2
JuJu Smith-Schuster,PIT,6.6,89.2,0.6,0.0,0.5,0.0,0.1,19.1
Amari Cooper,DAL,5.8,81.6,0.6,0.2,1.6,0.0,0.1,17.7
Julian Edelman,NE,6.1,75.2,0.5,0.7,5.9,0.0,0.1,17.2
D.J. Moore,CAR,6.0,74.0,0.4,0.9,9.8,0.0,0.2,16.7
Adam Thielen,MIN,5.7,76.3,0.5,0.3,2.3,0.0,0.1,16.5
Tyler Boyd,CIN,5.7,73.0,0.6,0.3,1.6,0.0,0.1,16.4
Brandin Cooks,LAR,5.3,80.0,0.5,0.4,2.6,0.0,0.1,16.3
T.Y. Hilton,IND,5.5,82.3,0.5,0.0,0.0,0.0,0.1,16.3
Mike Evans,TB,5.3,80.0,0.5,0.0,0.0,0.0,0.1,16.3
Cooper Kupp,LAR,5.5,69.8,0.6,0.3,1.6,0.0,0.1,16.0
Alshon Jeffery,PHI,5.6,65.7,0.6,0.1,0.5,0.1,0.1,15.9
Tyrell Williams,OAK,5.1,70.5,0.6,0.1,0.5,0.0,0.1,15.4
Jamison Crowder,NYJ,6.3,64.7,0.4,0.4,2.3,0.0,0.1,15.3
Robert Woods,LAR,5.5,74.9,0.3,0.8,5.6,0.0,0.1,15.1
