Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,OAK,1,3,1.1,0.3
2,George Kittle,SF,CIN,1,6,2.2,0.6
3,Evan Engram,NYG,BUF,1,7,3.5,0.9
4,Zach Ertz,PHI,ATL,2,9,3.6,0.8
5,Darren Waller,OAK,KC,2,14,6.4,1.8
6,O.J. Howard,TB,CAR,3,21,7.0,2.2
7,Delanie Walker,TEN,IND,4,13,7.5,2.1
8,Mark Andrews,BAL,ARI,3,20,8.1,2.3
9,T.J. Hockenson,DET,LAC,2,17,9.3,2.5
10,Jared Cook,NO,LAR,5,20,10.7,3.2
11,Austin Hooper,ATL,PHI,4,17,11.1,2.0
12,Vance McDonald,PIT,SEA,7,21,11.5,2.1
13,David Njoku,CLE,NYJ,5,19,12.7,2.3
14,Greg Olsen,CAR,TB,5,38,14.3,3.5
15,Jimmy Graham,GB,MIN,6,19,14.3,2.0
16,Vernon Davis,WAS,DAL,8,35,17.0,3.7
17,Eric Ebron,IND,TEN,7,30,18.5,2.6
18,Tyler Eifert,CIN,SF,12,28,18.9,2.4
19,Kyle Rudolph,MIN,GB,12,30,18.9,2.9
20,Jack Doyle,IND,TEN,12,40,20.2,4.3
21,Noah Fant,DEN,CHI,10,31,21.8,3.9
22,Dallas Goedert,PHI,ATL,18,38,23.0,3.1
23,Jason Witten,DAL,WAS,12,34,24.2,2.9
24,Mike Gesicki,MIA,NE,13,29,22.7,2.8
25,Trey Burton,CHI,DEN,11,47,22.9,5.4
26,C.J. Uzomah,CIN,SF,13,39,26.3,4.3
27,Cameron Brate,TB,CAR,13,41,28.9,4.3
28,Tyler Higbee,LAR,NO,18,44,29.6,3.6
29,Gerald Everett,LAR,NO,23,43,29.3,4.1
30,Will Dissly,SEA,PIT,19,51,31.6,4.7
31,Hayden Hurst,BAL,ARI,19,43,31.2,2.7
32,Nick Vannett,SEA,PIT,21,48,32.8,4.1
33,Ian Thomas,CAR,TB,17,64,33.5,5.3
34,Jordan Akins,HOU,JAC,26,53,35.0,4.3
35,Ryan Griffin,NYJ,CLE,15,41,30.1,5.3
36,Blake Jarwin,DAL,WAS,12,41,32.9,4.4
37,Geoff Swaim,JAC,HOU,16,40,32.0,5.2
38,Virgil Green,LAC,DET,18,57,31.7,7.1
39,Adam Shaheen,CHI,DEN,24,66,40.3,7.2
40,Irv Smith Jr.,MIN,GB,21,67,42.1,8.0
41,James O'Shaughnessy,JAC,HOU,20,47,35.1,6.7
42,Charles Clay,ARI,BAL,27,59,41.6,7.5
43,Dawson Knox,BUF,NYG,24,45,39.7,4.0
44,Jonnu Smith,TEN,IND,29,54,44.4,5.2
45,Jesse James,DET,LAC,26,54,42.9,4.3
46,Foster Moreau,OAK,KC,32,61,46.0,6.3
47,Nick Boyle,BAL,ARI,29,58,44.3,5.7
48,Matt LaCosse,NE,MIA,29,62,46.6,8.2
49,Jeff Heuerman,DEN,CHI,35,60,49.1,4.9
50,Marcedes Lewis,GB,MIN,33,66,51.0,6.6
51,Josh Hill,NO,LAR,37,65,52.2,5.6
52,Rhett Ellison,NYG,BUF,43,60,51.4,4.1
53,Tommy Sweeney,BUF,NYG,40,60,49.5,5.5
54,Demetrius Harris,CLE,NYJ,45,64,54.2,4.4
55,Ryan Izzo,NE,MIA,24,62,48.6,8.3
56,Robert Tonyan,GB,MIN,29,69,54.7,6.5
57,Maxx Williams,ARI,BAL,44,67,54.7,6.1
58,Jeremy Sprinkle,WAS,DAL,44,64,56.3,5.4
59,Sean Culkin,LAC,DET,35,76,57.5,10.1
60,Darren Fells,HOU,JAC,41,69,55.5,8.1
61,Blake Bell,KC,OAK,49,66,56.4,3.8
62,Luke Stocker,ATL,PHI,48,66,60.9,4.5
63,Nick O'Leary,MIA,NE,45,70,61.8,7.5
64,Mo Alie-Cox,IND,TEN,55,73,64.6,4.3
65,Xavier Grimble,PIT,SEA,54,82,64.8,7.4
66,Ross Dwelley,SF,CIN,58,80,67.4,6.3
67,Ben Braunecker,CHI,DEN,37,82,63.2,11.3
68,Troy Fumagalli,DEN,CHI,57,85,69.0,9.2
69,MyCole Pruitt,TEN,IND,49,72,60.2,9.8
70,Anthony Firkser,TEN,IND,58,71,66.2,4.5
71,Durham Smythe,MIA,NE,53,75,68.0,5.1
72,Drew Sample,CIN,SF,62,90,72.4,8.5
73,Logan Thomas,DET,LAC,59,89,70.0,9.9
74,Lee Smith,BUF,NYG,50,62,57.7,5.4
75,Daniel Brown,NYJ,CLE,58,78,65.3,8.0
76,Trevon Wesco,NYJ,CLE,68,81,73.0,4.0
77,Tyler Conklin,NE,MIA,69,87,74.2,6.1
78,Chris Manhertz,CAR,TB,60,75,68.3,5.8
79,Ricky Seals-Jones,CLE,NYJ,30,73,51.5,21.5
80,Logan Paulsen,HOU,JAC,51,62,56.5,5.5
81,Derek Carrier,OAK,KC,52,77,66.7,10.7
82,Levine Toilolo,SF,CIN,61,72,67.0,4.5
83,Dalton Schultz,DAL,WAS,61,74,69.0,5.7
84,Zach Gentry,PIT,SEA,65,70,67.5,2.5
85,Antony Auclair,TB,CAR,70,70,70.0,0.0
86,Eric Tomlinson,NYG,BUF,75,76,75.5,0.5
87,Seth DeValve,JAC,HOU,75,77,76.0,1.0
88,Hale Hentges,IND,TEN,65,94,79.5,14.5
89,Cethan Carter,CIN,SF,81,83,82.0,1.0
90,Jaeden Graham,ATL,PHI,84,86,85.0,1.0
91,Andrew Beck,DEN,CHI,86,98,92.0,6.0
