Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Buffalo (BUF)BUF DST,BUF,MIA,1,3,1.2,0.5,13.7
2,San Francisco (SF)SF DST,SF,WAS,1,3,2.3,0.6,9.9
3,New England (NE)NE DST,NE,NYJ,1,4,2.6,0.6,8.7
4,Chicago (CHI)CHI DST,CHI,NO,3,9,4.3,0.6,8.4
5,Jacksonville (JAC)JAC DST,JAC,CIN,4,8,6.0,1.0,8.3
6,New Orleans (NO)NO DST,NO,CHI,4,11,6.5,1.4,8.1
7,Tennessee (TEN)TEN DST,TEN,LAC,4,11,6.8,1.4,8.0
8,Green Bay (GB)GB DST,GB,OAK,4,11,7.5,1.2,7.9
9,Los Angeles (LAC)LAC DST,LAC,TEN,5,17,9.1,2.2,7.8
10,Minnesota (MIN)MIN DST,MIN,DET,7,15,10.4,1.1,7.5
11,Detroit (DET)DET DST,DET,MIN,7,23,12.5,1.8,7.3
12,Kansas City (KC)KC DST,KC,DEN,4,16,12.6,2.2,7.2
13,Seattle (SEA)SEA DST,SEA,BAL,9,22,13.4,1.9,7.0
14,Philadelphia (PHI)PHI DST,PHI,DAL,10,22,14.3,2.9,7.0
15,Los Angeles (LAR)LAR DST,LAR,ATL,10,27,15.1,2.2,7.0
16,Dallas (DAL)DAL DST,DAL,PHI,12,19,15.3,1.5,6.9
17,Houston (HOU)HOU DST,HOU,IND,12,21,17.5,1.4,6.8
18,New York (NYG)NYG DST,NYG,ARI,11,22,18.0,2.2,6.8
19,Indianapolis (IND)IND DST,IND,HOU,5,24,18.8,3.1,6.5
20,Baltimore (BAL)BAL DST,BAL,SEA,16,24,20.1,1.9,6.5
21,Arizona (ARI)ARI DST,ARI,NYG,15,23,20.0,2.1,6.2
22,Denver (DEN)DEN DST,DEN,KC,13,25,22.1,1.5,6.2
23,Cincinnati (CIN)CIN DST,CIN,JAC,16,26,22.1,2.5,6.2
24,Washington (WAS)WAS DST,WAS,SF,18,26,23.4,1.3,6.1
25,Oakland (OAK)OAK DST,OAK,GB,16,27,25.3,1.2,6.1
26,New York (NYJ)NYJ DST,NYJ,NE,18,28,26.1,1.3,6.1
27,Miami (MIA)MIA DST,MIA,BUF,25,29,26.8,0.8,5.9
28,Atlanta (ATL)ATL DST,ATL,LAR,17,30,27.5,1.3,5.8
