Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Travis Kelce,KC,DEN,1,4,1.8,0.8,14.1
2,George Kittle,SF,WAS,1,4,2.1,0.9,11.6
3,Evan Engram,NYG,ARI,1,8,2.8,1.5,11.5
4,Austin Hooper,ATL,LAR,1,6,4.3,1.2,11.0
5,Mark Andrews,BAL,SEA,2,9,5.0,1.0,11.0
6,Zach Ertz,PHI,DAL,3,8,5.5,0.9,10.9
7,Hunter Henry,LAC,TEN,3,9,7.1,0.9,9.8
8,Darren Waller,OAK,GB,6,11,7.5,0.6,8.0
9,Delanie Walker,TEN,LAC,8,15,9.6,1.1,7.8
10,Gerald Everett,LAR,ATL,7,15,9.9,0.9,7.8
11,T.J. Hockenson,DET,MIN,9,14,11.5,1.0,7.1
12,Jimmy Graham,GB,OAK,9,15,11.6,1.1,6.7
13,Jason Witten,DAL,PHI,11,21,13.0,1.1,6.6
14,Eric Ebron,IND,HOU,10,20,14.9,1.3,6.6
15,Dallas Goedert,PHI,DAL,12,20,16.1,1.6,6.4
16,Dawson Knox,BUF,MIA,10,26,16.5,3.5,6.4
17,Noah Fant,DEN,KC,13,21,16.9,1.8,6.2
18,Jack Doyle,IND,HOU,14,23,17.8,1.3,5.4
19,Darren Fells,HOU,IND,13,23,18.3,1.5,5.1
20,Jordan Akins,HOU,IND,16,25,20.8,2.0,5.1
21,Trey Burton,CHI,NO,13,32,22.3,2.8,4.9
22,Tyler Higbee,LAR,ATL,20,26,22.6,1.6,4.8
23,Luke Willson,SEA,BAL,17,29,22.8,2.5,4.7
24,Tyler Eifert,CIN,JAC,13,27,23.4,2.2,4.7
25,Hayden Hurst,BAL,SEA,21,32,27.4,1.9,4.7
26,Kyle Rudolph,MIN,DET,23,30,27.2,1.8,4.5
27,Mike Gesicki,MIA,BUF,22,38,27.7,3.2,4.3
28,Jeremy Sprinkle,WAS,SF,27,35,30.8,2.0,4.3
29,Irv Smith Jr.,MIN,DET,24,42,32.8,5.0,4.3
30,Josh Hill,NO,CHI,14,38,29.1,4.5,4.1
31,C.J. Uzomah,CIN,JAC,30,41,34.0,2.8,4.0
32,Foster Moreau,OAK,GB,20,63,29.9,9.0,4.0
33,Benjamin Watson,NE,NYJ,13,47,30.6,7.7,3.8
34,Rhett Ellison,NYG,ARI,26,46,35.3,5.3,3.7
35,Marcedes Lewis,GB,OAK,27,40,33.7,3.1,3.6
36,Josh Oliver,JAC,CIN,27,45,36.2,4.3,3.6
37,Blake Jarwin,DAL,PHI,27,59,36.2,6.3,3.5
38,Nick Boyle,BAL,SEA,30,50,38.1,4.7,3.5
39,Ryan Griffin,NYJ,NE,27,56,39.1,5.1,3.5
40,Seth DeValve,JAC,CIN,28,47,39.3,4.1,3.4
41,Jacob Hollister,SEA,BAL,29,49,39.7,5.6,3.5
42,Maxx Williams,ARI,NYG,33,43,40.3,2.1,3.4
43,Jonnu Smith,TEN,LAC,40,51,43.5,3.0,3.3
44,Chris Herndon IV,NYJ,NE,23,45,34.2,6.8,3.4
45,Charles Clay,ARI,NYG,37,52,46.8,3.5,3.3
46,Mo Alie-Cox,IND,HOU,43,58,48.2,3.8,3.2
47,Tyler Kroft,BUF,MIA,25,71,46.5,14.6,3.1
48,Jesse James,DET,MIN,40,48,46.6,1.1,2.8
49,Jeff Heuerman,DEN,KC,40,50,44.9,2.3,2.8
50,Adam Shaheen,CHI,NO,44,65,51.9,5.5,2.7
51,Nick O'Leary,MIA,BUF,46,60,51.4,3.5,2.7
52,Lee Smith,BUF,MIA,44,71,53.2,5.9,2.7
53,Logan Thomas,DET,MIN,44,55,52.3,2.4,2.7
54,Vernon Davis,WAS,SF,20,32,28.4,3.4,2.7
55,Tommy Sweeney,BUF,MIA,49,64,56.0,4.4,2.6
56,Robert Tonyan,GB,OAK,39,63,52.6,5.6,2.4
57,Drew Sample,CIN,JAC,47,68,57.1,4.7,2.4
58,Derek Carrier,OAK,GB,37,64,58.6,4.2,2.4
59,Virgil Green,LAC,TEN,40,65,57.6,4.1,2.4
60,J.P. Holtz,CHI,NO,55,67,60.0,4.1,2.2
61,Ben Koyack,JAC,CIN,50,66,58.5,4.3,2.2
62,Andrew Beck,DEN,KC,56,68,61.6,2.4,2.1
63,Luke Stocker,ATL,LAR,52,67,61.7,4.1,2.1
64,Levine Toilolo,SF,WAS,41,66,60.4,5.1,2.0
65,Ross Dwelley,SF,WAS,56,68,62.0,3.9,1.8
66,Dan Arnold,NO,CHI,45,68,56.2,8.0,1.7
67,Blake Bell,KC,DEN,54,66,60.7,4.6,1.7
68,Durham Smythe,MIA,BUF,57,73,63.9,4.9,1.6
69,Brian Parker,NO,CHI,47,69,61.6,6.3,1.6
70,Eric Tomlinson,NE,NYJ,45,59,52.5,5.7,1.4
71,Ben Braunecker,CHI,NO,55,65,60.0,4.1,1.3
72,Deon Yelder,KC,DEN,57,70,65.6,4.6,1.2
73,Anthony Firkser,TEN,LAC,60,70,68.0,1.6,1.2
74,Jaeden Graham,ATL,LAR,61,72,69.0,2.2,1.1
75,MyCole Pruitt,TEN,LAC,53,70,61.5,8.5,1.0
76,Dalton Schultz,DAL,PHI,69,73,71.0,1.3,1.0
