Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-01-02,LV,IND,46.5,0.2631578947368421,19.0,2021,17,0.0087,5.2,0.1402,21.799999999999997,0.18130000000000002,36.410000000000004,0.0802,8.1,0.0068,16.1
2021-01-02,NYG,CHI,36.5,0.3125,15.0,2021,17,0.0302,6.2,0.0485,19.8,0.0145,21.519999999999996,0.008499999999999999,14.2,0.0087,15.0
2021-01-02,TB,NYJ,47.5,0.8888888888888888,31.0,2021,17,0.0262,8.8,0.257,26.700000000000003,0.28800000000000003,47.805,0.07,20.86,0.0525,21.8
2021-01-02,ATL,BUF,46.0,0.14285714285714285,16.0,2021,17,0.0042,5.0,0.0234,22.900000000000002,0.041,24.52,0.016,12.200000000000003,0.006,13.4
2021-01-02,ARI,DAL,52.0,0.29411764705882354,22.75,2021,17,0.0038,5.5,0.0502,20.03000000000001,0.14270000000000002,36.5,0.1,14.4,0.0365,20.1
2021-01-02,CAR,NO,37.0,0.30303030303030304,15.25,2021,17,0.0132,5.6,0.011699999999999999,12.600000000000001,0.1691,30.6,0.0073,6.8,0.0085,19.700000000000003
2021-01-02,PHI,WAS,45.0,0.7142857142857143,25.5,2021,17,0.013,7.1,0.019500000000000003,23.399999999999995,0.0335,31.05,0.12129999999999999,14.2,0.0668,21.0
2021-01-02,KC,CIN,50.5,0.6666666666666666,27.0,2021,17,0.0335,6.6,0.14200000000000002,24.000000000000007,0.1368,42.7,0.0751,22.999999999999996,0.0768,21.9
2021-01-02,JAC,NE,41.5,0.125,12.0,2021,17,0.0038,4.9,0.039,13.899999999999999,0.0436,28.799999999999997,0.0033,13.400039999999999,0.0055,13.199999999999996
2021-01-02,MIA,TEN,41.0,0.425531914893617,19.0,2021,17,0.0432,7.176000000000001,0.014499999999999999,18.72,0.1205,38.61,0.017300000000000003,14.652000000000003,0.006,16.66
2021-01-02,DEN,LAC,45.0,0.2857142857142857,18.75,2021,17,0.014,6.0,0.0378,23.5,0.1462,23.114999999999995,0.0661,16.42,0.0052,13.2
2021-01-02,HOU,SF,44.5,0.16666666666666666,15.5,2021,17,0.004,5.4,0.0427,16.4,0.13720000000000002,28.799999999999997,0.054,12.799999999999999,0.0055,14.9
2021-01-02,DET,SEA,41.5,0.25,16.5,2021,17,0.0168,5.5120000000000005,0.11750000000000001,28.184000000000005,0.1117,29.1560544,0.006,5.643366299999999,0.003,11.662000000000004
2021-01-02,LAR,BAL,46.5,0.75,26.75,2021,17,0.018000000000000002,6.9,0.2773,17.4,0.35289999999999994,53.5,0.045500000000000006,10.199999999999998,0.0605,20.699999999999992
2021-01-02,MIN,GB,42.0,0.16666666666666666,14.25,2021,17,,,,,,,,,,
2021-01-02,IND,LV,46.5,0.7826086956521741,27.5,2021,17,0.0785,7.4,0.1925,27.700000000000003,0.1405,35.655,0.012499999999999999,13.100000000000001,0.0082,16.299999999999997
2021-01-02,CHI,NYG,36.5,0.7297297297297297,21.5,2021,17,0.1278,7.9,0.2845,23.899999999999995,0.0372,33.18045,0.0673,11.8,0.004,14.5
2021-01-02,NYJ,TB,47.5,0.15384615384615385,16.5,2021,17,0.0042,4.7,0.1133,16.55,0.2379,25.700000000000003,0.0357,6.100000000000001,0.004,13.500000000000002
2021-01-02,BUF,ATL,46.0,0.9,30.0,2021,17,0.1015,8.0,0.1835,16.180240000000005,0.25680000000000003,45.602289999999996,0.027000000000000003,12.9,0.1228,25.100000000000005
2021-01-02,DAL,ARI,52.0,0.75,29.25,2021,17,0.013,7.2,0.0565,25.799999999999994,0.3463,49.400000000000006,0.0663,12.700000000000001,0.1192,20.3
2021-01-02,NO,CAR,37.0,0.7368421052631579,21.75,2021,17,0.1272,8.2,0.0705,20.275499999999997,0.0098,16.9,0.0105,8.2,0.0568,18.700000000000006
2021-01-02,WAS,PHI,45.0,0.3333333333333333,19.5,2021,17,0.0065,5.3,0.0643,17.65,0.034800000000000005,35.00000000000001,0.008,11.0,0.010499999999999999,18.200000000000003
2021-01-02,CIN,KC,50.5,0.37735849056603776,23.5,2021,17,0.0038,5.4,0.0781,23.599999999999998,0.1973,46.4,0.0617,10.2,0.0408,19.9
2021-01-02,NE,JAC,41.5,0.5454545454545454,29.5,2021,17,0.0925,10.1,0.0693,27.6,0.09019999999999999,21.50056,0.040499999999999994,14.7,0.0198,15.999999999999995
2021-01-02,TEN,MIA,41.0,0.6153846153846154,22.0,2021,17,0.0392,6.6560000000000015,0.0302,25.584,0.1135,35.6004,0.005,11.88,0.018000000000000002,15.974000000000006
2021-01-02,LAC,DEN,45.0,0.7619047619047619,26.25,2021,17,0.0748,6.8,0.0747,30.200000000000003,0.10060000000000001,41.7,0.11249999999999999,8.2,0.0758,20.3
2021-01-02,SF,HOU,44.5,0.8823529411764706,29.0,2021,17,0.0415,7.4,0.06319999999999999,27.7,0.06010000000000001,37.7,0.0381,14.7,0.1948,19.0
2021-01-02,SEA,DET,41.5,0.7916666666666666,25.0,2021,17,0.067,6.864,0.06999999999999999,23.504,0.1197,40.392,0.029300000000000003,12.672,0.021,17.541999999999998
2021-01-02,BAL,LAR,46.5,0.29411764705882354,19.75,2021,17,0.0125,5.2,0.0128,15.200000000000003,0.0703,32.96035,0.0315,19.3,0.0498,19.599999999999998
2021-01-02,GB,MIN,42.0,0.8823529411764706,27.75,2021,17,,,,,,,,,,
