player_id,player_name,sportsdata_id,player_team_id,player_position_id,player_positions,player_short_name,player_eligibility,player_yahoo_positions,player_page_url,player_filename,player_square_image_url,player_image_url,player_yahoo_id,cbs_player_id,player_bye_week,player_owned_avg,player_owned_espn,player_owned_yahoo,player_opponent,player_opponent_id,player_ecr_delta,rank_ecr,rank_min,rank_max,rank_ave,rank_std,note,tag,recommendation,pos_rank,start_sit_grade,r2p_pts,uncertainty
11594,Travis Kelce,c3859e06-5f23-4302-a71b-04820a899d5f,KC,TE,TE,T. Kelce,TE,TE,https://www.fantasypros.com/nfl/players/travis-kelce.php,travis-kelce.php,https://images.fantasypros.com/images/players/nfl/11594/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/11594/headshot/210x210.png,26686,1725130,12,100.0,99.9,100,at CIN,CIN,,1,1,3,1.25,0.51,"Kelce was on the COVID-19 list last week and didn't play in the Chiefs' 36-10 win over the Steelers. In his most recent game, Kelce broke out of a mini-slump with a virtuoso 10-191-2 performance against the Chargers. Kelce is the overall TE1 this week against a Bengals defense that has allowed 997 receiving yards to tight ends, more than any other team except the Colts. Kelce is also a worthwhile DraftKings investment even at a pricey $7,300.",,,TE1,A+,18.9,0.2601
17269,Mark Andrews,0618f387-9b72-4270-8b8f-dec4cccc9e4a,BAL,TE,TE,M. Andrews,TE,TE,https://www.fantasypros.com/nfl/players/mark-andrews.php,mark-andrews.php,https://images.fantasypros.com/images/players/nfl/17269/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17269/headshot/210x210.png,31056,2131121,8,99.9,99.8,100,vs. LAR,LAR,,2,1,3,1.89,0.56,"It really doesn't matter who's throwing Andrews the ball, does it? Whether it's Lamar Jackson, Tyler Huntley, or Josh Johnson, Andrews continues to put up massive numbers. Over his last three games, Andrews has 376 receiving yards and four touchdowns on 29 receptions and he is carrying fantasy rosters to a championship. He's the unquestioned TE1 in fantasy football right now and he should be viewed as such here in Week 17 against the Rams.",,,TE2,A,17.6,0.31360000000000005
16499,George Kittle,2ada91b0-036e-454f-83c3-6d939ff584a9,SF,TE,TE,G. Kittle,TE,TE,https://www.fantasypros.com/nfl/players/george-kittle.php,george-kittle.php,https://images.fantasypros.com/images/players/nfl/16499/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/16499/headshot/210x210.png,30259,2818265,6,99.7,99.4,100,vs. HOU,HOU,,3,2,3,2.82,0.38,"Kittle was certainly a disappointment last week after being one of fantasy football's most dominant players over the previous few weeks. With that being said, Kittle belongs back in starting lineups this week as a top-5 play due to the matchup against the Texans. Houston is allowing the 7th most fantasy points to the position this season and Kittle has ridiculous upside yet again.",,,TE3,A,13.8,0.0722
9721,Rob Gronkowski,2142a164-48ad-47d6-bb27-0bc58c6b2e62,TB,TE,TE,R. Gronkowski,TE,TE,https://www.fantasypros.com/nfl/players/rob-gronkowski.php,rob-gronkowski.php,https://images.fantasypros.com/images/players/nfl/9721/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/9721/headshot/210x210.png,24017,1244303,9,97.7,98.3,97,at NYJ,NYJ,,4,4,5,4.18,0.38,"With Buccaneers WRs Chris Godwin and Mike Evans both injured, it was surprising that Gronk didn't play a bigger role in the Buccaneers' 32-6 win over the Panthers last week. Over a four-game stretch from Week 12 to Week 15, Gronkowski had no fewer than eight targets in any game. Last Sunday, Antonio Brown had 15 targets for the Bucs, while Gronk was targeted only twice and caught one pass for 23 yards. That trend is unlikely to continue. Gronk is the TE4 this week against the Jets.",,,TE4,A-,13.7,0.0361
17270,Dallas Goedert,e8029983-87cf-49a2-bc04-04c8233a0630,PHI,TE,TE,D. Goedert,TE,TE,https://www.fantasypros.com/nfl/players/dallas-goedert.php,dallas-goedert.php,https://images.fantasypros.com/images/players/nfl/17270/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17270/headshot/210x210.png,31019,2132551,14,92.0,91.0,93,at WAS,WAS,,5,5,6,5.29,0.45,,,,TE5,A-,13.6,0.0405
18631,Dawson Knox,5fb525c5-4e70-4ede-8c49-94ad0cf66b7d,BUF,TE,TE,D. Knox,TE,TE,https://www.fantasypros.com/nfl/players/dawson-knox.php,dawson-knox.php,https://images.fantasypros.com/images/players/nfl/18631/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/18631/headshot/210x210.png,31928,2186345,7,87.5,90.0,85,vs. ATL,ATL,,6,4,8,6.39,0.94,"It seemed reasonable to thing Knox would get a target bump last week with WRs Cole Beasley and Gabriel Davis both on the COVID-19 list. It didn't happen. Knox saw only three targets Sunday and New England and finished with 2-11-1. His day would have been a bust if not for a touchdown on a 2-yard flip pass from Josh Allen with just 2:30 left as the Bills put the finishing touch on a 33-21 victory. (In fairness, Knox had another TD catch called back on a penalty for an illegal lineman downfield.) The TE6 in fantasy scoring, Knox should still be considered a midrange TE1 this week vs. the Falcons.",start,,TE6,B+,13.6,0.22089999999999999
11689,Zach Ertz,de3421f7-2147-4835-89a5-724e87bad463,ARI,TE,TE,Z. Ertz,TE,TE,https://www.fantasypros.com/nfl/players/zach-ertz.php,zach-ertz.php,https://images.fantasypros.com/images/players/nfl/11689/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/11689/headshot/210x210.png,26658,1685963,12,83.4,77.8,89,at DAL,DAL,,7,4,9,6.64,1.08,"Ertz has settled in as one of the safest fantasy options at the TE position here in recent weeks. Over the past two games, Ertz has seen 24 targets and he's taking advantage of the opportunity. With two top-10 fantasy finishes under his belt recently, Ertz can be plugged into starting lineups in championship week as a mid-range TE1.",start,,TE7,B,13.0,0.2916
17349,Dalton Schultz,8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a,DAL,TE,TE,D. Schultz,TE,TE,https://www.fantasypros.com/nfl/players/dalton-schultz.php,dalton-schultz.php,https://images.fantasypros.com/images/players/nfl/17349/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17349/headshot/210x210.png,31107,2136748,7,89.5,89.9,89,vs. ARI,ARI,,8,7,9,8.04,0.63,"After struggling to make much of an impact in the Dallas offense for a few weeks, Schultz has moved back to a focal point over the past two weeks. He's now had 16 receptions for 149 yards and two touchdowns combined over that time frame and he's finished as a top-5 TE both games. In this matchup against Arizona, we can continue to view Schultz as a mid-range TE1.",start,,TE8,B,11.3,0.05670000000000001
20164,Kyle Pitts,1f3deb24-9ff8-4769-8f42-825eff7742f6,ATL,TE,TE,K. Pitts,TE,TE,https://www.fantasypros.com/nfl/players/kyle-pitts.php,kyle-pitts.php,https://images.fantasypros.com/images/players/nfl/20164/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/20164/headshot/210x210.png,33392,2964514,6,97.6,98.2,97,at BUF,BUF,,9,6,10,8.71,0.99,"The rookie has perked up lately, with 15-240-0 over his last three games. He's coming off a 6-102-0 performance against the Lions - his first 100-yard game since Week 7. But Pitts has a tough Week 17 matchup against a smothering Buffalo pass defense that's giving up just 4.6 fantasy points per game to tight ends. He's the TE10 this week and not a recommended option in DFS",start,,TE9,B-,10.5,0.16335
15561,Hunter Henry,705899da-3c20-4bc3-b5d0-2e6e40655131,NE,TE,TE,H. Henry,TE,TE,https://www.fantasypros.com/nfl/players/hunter-henry.php,hunter-henry.php,https://images.fantasypros.com/images/players/nfl/15561/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/15561/headshot/210x210.png,29269,2079848,14,65.1,53.1,77,vs. JAC,JAC,,10,9,14,10.32,0.93,"Henry's fantasy value continues to be largely TD-dependent. He's averaging 32 receiving yards per game and has topped 42 receiving yards only twice all season, but he's scored nine touchdowns, tying him with Mark Andrews and Dawson Knox for the most among tight ends. The TD potential is enough to make Henry a low-end TE1 for Week 17.",start,,TE10,C+,10.1,0.09610000000000002
17272,Mike Gesicki,1012cbe0-7eba-4169-bfca-183a0204e1a7,MIA,TE,TE,M. Gesicki,TE,TE,https://www.fantasypros.com/nfl/players/mike-gesicki.php,mike-gesicki.php,https://images.fantasypros.com/images/players/nfl/17272/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17272/headshot/210x210.png,31012,2139298,14,87.9,88.8,87,at TEN,TEN,,11,10,15,11.68,1.10,"Gesicki's target efficiency has plummeted over the last month. In his first 11 games, Gesicki averaged a healthy 7.6 yards per target and was the TE4 in fantasy scoring. In his last four games, he's averaged a meager 4.9 yards per target and 5.5 fantasy points per game (0.5 PPR). Gesicki is also in a TD slump, last finding the end zone in Week 7. He's the TE12 this week vs. Miami.",start,,TE11,C+,9.5,0.12100000000000002
17527,Noah Fant,cdc98acc-9eb6-4b44-81bb-61d7b8a3b55f,DEN,TE,TE,N. Fant,TE,TE,https://www.fantasypros.com/nfl/players/noah-fant.php,noah-fant.php,https://images.fantasypros.com/images/players/nfl/17527/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17527/headshot/210x210.png,31852,2251095,11,80.1,78.2,82,at LAC,LAC,,12,10,16,12.75,1.57,"It's been tough sledding for Fant recently from a production standpoint. He has not topped 10 Half PPR fantasy points since all the way back in Week 6 and he's been a massive disappointment for fantasy managers that spent a mid-round pick on him all the way back in August. Looking ahead to Week 17, the Chargers are allowing the most fantasy points to opposing TEs this season, but it's going to come down to whether or not Drew Lock can move the ball enough to take advantage of the matchup for Fant. He can be viewed as a high-end TE2.",sit,,TE12,C,9.2,0.24649000000000001
16459,Gerald Everett,ebeceb00-57e0-4b74-9cf7-853da2afed18,SEA,TE,TE,G. Everett,TE,TE,https://www.fantasypros.com/nfl/players/gerald-everett.php,gerald-everett.php,https://images.fantasypros.com/images/players/nfl/16459/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/16459/headshot/210x210.png,30157,2142692,9,35.1,20.1,50,vs. DET,DET,,13,11,17,13.64,1.78,"Everett hasn't been exactly soaking up targets in this offense recently, but it's hard to ignore what he's done the past two weeks. Everett has now reeled in eight catches for 128 yards and a touchdown over the past two weeks combined and he's finished as a top-15 TE now four out of the past five weeks. He needs to find the end zone to push into the top-5, but he's producing enough that fantasy managers can look his way as a streaming option against the Lions.",sit,,TE13,C,8.8,0.28803636363636365
20163,Pat Freiermuth,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,PIT,TE,TE,P. Freiermuth,TE,TE,https://www.fantasypros.com/nfl/players/pat-freiermuth.php,pat-freiermuth.php,https://images.fantasypros.com/images/players/nfl/20163/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/20163/headshot/210x210.png,33443,2961270,7,55.0,56.9,53,vs. CLE,CLE,,14,9,22,13.82,2.79,"At the time of writing, it's unclear if Freiermuth will be able to return in time for this game. However, due to the fact that he's dealing with a concussion and that he missed last week's game because of it, fantasy managers should plan to not have the talented rookie TE available for Week 17.",,,TE14,C,8.4,0.8649
15623,Tyler Higbee,0df7912d-9e81-47ea-b4f7-d04986df4ee8,LAR,TE,TE,T. Higbee,TE,TE,https://www.fantasypros.com/nfl/players/tyler-higbee.php,tyler-higbee.php,https://images.fantasypros.com/images/players/nfl/15623/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/15623/headshot/210x210.png,29344,1853103,11,76.5,68.9,84,at BAL,BAL,,15,13,19,14.89,1.52,"Higbee had missed the previous two weeks, but he bounced back in Week 16 against the Vikings with a 5-41-0 stat line. In a game where the Rams struggled to do much on offense, Higbee was able to come through with a decent stat line for fantasy managers and he didn't crush your lineup if you started him. Against the defense that's allowing the 6th most fantasy points to the position this season, Higbee can be viewed as a high-end TE2.",start,,TE15,C-,8.3,0.17772307692307693
18397,Foster Moreau,9c3a67fd-5c6e-4689-9e08-9ff6d4db6c9a,LV,TE,TE,F. Moreau,TE,TE,https://www.fantasypros.com/nfl/players/foster-moreau.php,foster-moreau.php,https://images.fantasypros.com/images/players/nfl/18397/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/18397/headshot/210x210.png,31969,2180634,8,22.1,23.2,21,at IND,IND,3.0,16,12,23,16.75,2.79,,,,TE16,D+,7.8,0.648675
19229,Cole Kmet,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,CHI,TE,TE,C. Kmet,TE,TE,https://www.fantasypros.com/nfl/players/cole-kmet.php,cole-kmet.php,https://images.fantasypros.com/images/players/nfl/19229/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/19229/headshot/210x210.png,32713,2868619,10,34.4,36.8,32,vs. NYG,NYG,,17,15,19,17.07,1.10,"Kmet has had 10 catches for 120 yards over his last two games, and his target volume has been fairly bankable all season. But Kmet hasn't scored a touchdown this season, and his longest catch of the season covered just 25 yards. He's a midrange TE2 against the Giants.",sit,,TE17,D+,7.7,0.08066666666666668
14084,C.J. Uzomah,19858900-5c8e-49a7-ab02-34ef625724ca,CIN,TE,TE,C.J. Uzomah,TE,TE,https://www.fantasypros.com/nfl/players/cj-uzomah.php,cj-uzomah.php,https://images.fantasypros.com/images/players/nfl/14084/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/14084/headshot/210x210.png,28545,2174118,10,21.0,19.9,22,vs. KC,KC,,18,15,21,17.36,1.54,He's seen six or more targets in three of his last four games but Uzomah has topped 36 yards only once in his last eight games and hasn't scored a touchdown since Week 7. He's merely a midrange TE2.,sit,,TE18,D,7.6,0.15810666666666667
17598,Tyler Conklin,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,MIN,TE,TE,T. Conklin,TE,TE,https://www.fantasypros.com/nfl/players/tyler-conklin.php,tyler-conklin.php,https://images.fantasypros.com/images/players/nfl/17598/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17598/headshot/210x210.png,31127,2165249,7,40.9,41.7,40,at GB,GB,,19,15,26,19.89,3.04,"Conklin had one of his better weeks this season in Week 16 and that resulted in just 6 Half PPR fantasy points. There's the potential that he sees an uptick in work again with Thielen out for this week and next, but we already know how that played out before. He's nothing more than a mid-range/low-end TE2 for Week 17.",sit,,TE19,D-,7.6,0.6161066666666667
16411,Evan Engram,e21365af-8d66-416e-b0a5-8816d18fcfd9,NYG,TE,TE,E. Engram,TE,TE,https://www.fantasypros.com/nfl/players/evan-engram.php,evan-engram.php,https://images.fantasypros.com/images/players/nfl/16411/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/16411/headshot/210x210.png,30136,2079887,10,28.6,27.1,30,at CHI,CHI,,20,18,22,19.96,0.94,"Engram scored the Giants' lone touchdown last week in a 34-10 loss to the Eagles, and he's had four receptions in each of his last two games. Still, Engram's production this year has been spotty at best. He's averaging 5.9 fantasy points per game (0.5). The Giants' quarterbacking is terrible, and Engram will be facing a Bears defense that's been tough on tight ends. Engram is the TE20 this week.",sit,,TE20,D-,7.1,0.04908888888888888
20162,Brevin Jordan,8ffb5c07-4aa1-4796-b1ab-30c1ab0ccc4c,HOU,TE,TE,B. Jordan,TE,TE,https://www.fantasypros.com/nfl/players/brevin-jordan.php,brevin-jordan.php,https://images.fantasypros.com/images/players/nfl/20162/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/20162/headshot/210x210.png,33535,2964787,10,1.2,1.3,1,at SF,SF,6.0,21,18,29,23.04,3.20,"Jordan has started to emerge as a viable receiving threat in this Texans offense and he's showing off the talent and skillset that was on full display at Miami. While the future may be bright for the rookie TE, he's still an incredibly risky and volatile play in redraft formats. He can be viewed as a low-end TE2 for Week 17.",,,TE21,F,7.0,0.568888888888889
18246,Albert Okwuegbunam,617aee8a-70be-4bdf-9a71-2e2b74e647e6,DEN,TE,TE,A. Okwuegbunam,TE,TE,https://www.fantasypros.com/nfl/players/albert-okwuegbunam.php,albert-okwuegbunam.php,https://images.fantasypros.com/images/players/nfl/18246/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/18246/headshot/210x210.png,32788,2245117,11,1.0,1.0,1,at LAC,LAC,4.0,22,20,31,24.36,3.01,,,,TE22,F,6.5,0.45300499999999994
