team,rank,day,mult
ARI,2,Sun,1
ATL,1,Sun,1
BAL,1,Sun,1
BUF,1,Sun,1
CAR,2,Sun,1
CHI,2,Sun,1
CIN,1,Sun,1
CLE,1,Sun,1
DAL,1,Sun,1
DEN,2,Sun,1
DET,1,Sun,1
GB,2,Sun,1
HOU,2,Sun,1
IND,2,Sun,1
JAC,2,Sun,1
KC,2,Sun,1
LAC,2,Sun,1
LAR,2,Sun,1
LV,2,Sun,1
MIA,1,Sun,1
MIN,1,Sun,1
NE,1,Sun,1
NO,2,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
PIT,1,Sun,1
SEA,2,Sun,1
SF,2,Sun,1
TB,1,Sun,1
TEN,2,Sun,1
