Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_assist,def_safety,def_pa,def_tyda,fpts
Pittsburgh Steelers,PIT,2.6,1.2,0.7,1.4,0.2,0.0,0.1,17.2,334.3,8.9
Baltimore Ravens,BAL,2.6,1.1,0.8,1.3,0.2,0.0,0.0,16.3,285.8,8.8
Indianapolis Colts,IND,2.9,1.1,0.7,1.1,0.2,0.0,0.0,19.9,348.5,8.7
Philadelphia Eagles,PHI,2.6,1.1,0.7,1.1,0.2,0.0,0.0,16.1,305.9,8.5
New England Patriots,NE,2.7,1.1,0.7,1.1,0.2,0.0,0.0,15.7,293.9,8.4
Dallas Cowboys,DAL,2.3,1.1,0.8,1.5,0.2,0.0,0.1,19.8,327.8,8.4
Jacksonville Jaguars,JAC,2.5,1.2,0.7,1.2,0.2,0.0,0.0,19.6,306.5,8.2
Los Angeles Rams,LAR,2.8,0.9,0.7,1.3,0.2,0.0,0.0,17.8,295.3,8.0
Miami Dolphins,MIA,2.4,1.0,0.7,1.3,0.2,0.0,0.0,17.8,326.8,8.0
Denver Broncos,DEN,2.8,0.9,0.7,0.9,0.2,0.0,0.0,19.6,311.0,8.0
Minnesota Vikings,MIN,2.4,0.9,0.7,1.0,0.2,0.0,0.0,19.9,342.0,7.8
Green Bay Packers,GB,2.4,1.0,0.6,1.0,0.2,0.0,0.0,19.0,331.6,7.8
Kansas City Chiefs,KC,2.4,1.1,0.7,1.2,0.2,0.0,0.0,21.9,360.6,7.3
Tampa Bay Buccaneers,TB,2.6,1.0,0.7,1.3,0.2,0.0,0.0,20.1,315.5,7.0
Buffalo Bills,BUF,2.5,0.9,0.7,1.0,0.2,0.0,0.0,20.3,344.3,6.8
Cleveland Browns,CLE,2.5,1.0,0.6,1.0,0.2,0.0,0.0,21.2,341.6,6.7
Oakland Raiders,OAK,1.8,1.0,0.8,1.5,0.2,0.0,0.0,24.9,381.8,6.7
Carolina Panthers,CAR,2.3,1.0,0.6,1.0,0.2,0.0,0.1,21.8,356.5,6.6
New York Giants,NYG,2.1,0.9,0.7,1.2,0.2,0.0,0.0,20.7,312.3,6.5
San Francisco 49ers,SF,2.2,0.9,0.7,1.0,0.2,0.0,0.1,20.7,326.8,6.4
Tennessee Titans,TEN,2.6,0.8,0.6,0.9,0.1,0.0,0.0,20.9,348.2,6.3
New Orleans Saints,NO,2.1,0.8,0.7,1.1,0.2,0.0,0.0,27.2,368.0,6.1
Atlanta Falcons,ATL,2.2,0.8,0.6,0.9,0.2,0.0,0.0,23.7,344.3,5.9
Cincinnati Bengals,CIN,2.3,0.7,0.6,0.8,0.2,0.0,0.0,25.8,387.7,5.9
Seattle Seahawks,SEA,2.1,0.8,0.6,1.1,0.2,0.0,0.0,21.9,332.0,5.9
Arizona Cardinals,ARI,1.9,0.8,0.6,1.1,0.1,0.0,0.0,22.1,344.2,5.6
New York Jets,NYJ,2.0,0.7,0.6,1.2,0.2,0.0,0.0,24.0,341.5,5.6
Los Angeles Chargers,LAC,2.3,0.6,0.6,1.0,0.1,0.0,0.0,25.4,358.6,5.6
Chicago Bears,CHI,1.8,0.8,0.5,0.7,0.2,0.0,0.0,26.2,394.6,5.3
Washington Redskins,WAS,1.8,0.6,0.7,1.2,0.2,0.0,0.0,28.0,382.0,5.3
Houston Texans,HOU,2.0,0.5,0.6,0.9,0.1,0.0,0.1,28.2,371.7,5.1
Detroit Lions,DET,1.9,0.6,0.5,0.8,0.1,0.0,0.0,28.7,413.2,5.0
