Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-09-30,CIN,JAC,46.0,0.27027027,19.25,2021,4,,,,,,,,,,
2021-09-30,JAC,CIN,46.0,0.7752808990000001,26.75,2021,4,,,,,,,,,,
2021-10-03,HOU,BUF,41.5,0.1,20.75,2021,4,0.0065,5.0,0.0095,18.600000000000005,0.07,28.900000000000002,0.010799999999999999,9.9,0.0048,12.500000000000005
2021-10-03,BUF,HOU,41.5,0.9523809520000001,20.75,2021,4,0.0552,8.2,0.050300000000000004,25.500000000000004,0.3262,55.8,0.052500000000000005,10.5,0.1365,27.300000000000004
2021-10-03,IND,MIA,42.0,0.454545455,21.0,2021,4,0.0628,6.6,0.0878,30.200000000000003,0.042499999999999996,30.799999999999997,0.0258,12.1,0.0055,18.3
2021-10-03,MIA,IND,42.0,0.583333333,21.0,2021,4,0.0325,6.6,0.05450000000000001,22.2,0.1031,40.4,0.0207,14.200000000000001,0.026,15.899999999999995
2021-10-03,DET,CHI,41.5,0.434782609,20.75,2021,4,0.1945,6.3,0.1837,29.000000000000007,0.0186,28.600000000000005,0.0303,18.0,0.009000000000000001,16.4
2021-10-03,CHI,DET,41.5,0.607843137,20.75,2021,4,0.026,6.5,0.1958,21.9,0.11250000000000002,33.800000000000004,0.024800000000000003,11.400000000000002,0.0532,20.299999999999997
2021-10-03,NYG,NO,42.5,0.27027027,21.25,2021,4,0.0168,6.4,0.0577,19.6,0.0439,29.0,0.0698,12.299999999999997,0.0078,17.4
2021-10-03,NO,NYG,42.5,0.7752808990000001,21.25,2021,4,0.0278,8.2,0.1325,26.5,0.022400000000000003,25.1,0.006500000000000001,12.999999999999996,0.0058,19.900000000000002
2021-10-03,WAS,ATL,47.5,0.5555555560000001,23.75,2021,4,0.0335,6.7,0.1182,26.500000000000004,0.187,39.9,0.043000000000000003,14.900000000000004,0.0512,18.400000000000006
2021-10-03,ATL,WAS,47.5,0.487804878,23.75,2021,4,0.13,5.9,0.17350000000000002,25.7,0.1308,28.900000000000002,0.0531,19.000000000000004,0.0445,17.600000000000005
2021-10-03,KC,PHI,53.5,0.7894736840000001,26.75,2021,4,0.0173,6.3,0.132,23.399999999999995,0.164,44.600000000000016,0.1363,24.400000000000006,0.0832,24.7
2021-10-03,PHI,KC,53.5,0.27027027,26.75,2021,4,0.0205,5.1,0.025500000000000002,22.200000000000003,0.056600000000000004,37.6,0.0222,16.5,0.0882,21.399999999999995
2021-10-03,TEN,NYJ,44.5,0.7333333329999999,22.25,2021,4,0.0328,8.0,0.2288,30.3,0.1648,24.3,0.057800000000000004,13.0,0.014,18.299999999999994
2021-10-03,NYJ,TEN,44.5,0.317460317,22.25,2021,4,0.1003,5.1,0.035500000000000004,17.9,0.1024,31.0,0.009000000000000001,8.400000000000002,0.0058,14.7
2021-10-03,CLE,MIN,51.5,0.523809524,25.75,2021,4,0.0068,6.5,0.09570000000000001,37.0,0.1255,32.099999999999994,0.0218,19.099999999999998,0.0282,18.19999999999999
2021-10-03,MIN,CLE,51.5,0.5121951220000001,25.75,2021,4,0.026,5.8,0.0737,27.299999999999997,0.1566,45.699999999999996,0.045500000000000006,12.5,0.0255,19.60000000000001
2021-10-03,CAR,DAL,51.5,0.363636364,25.75,2021,4,0.004,6.2,0.1515,19.1,0.318,45.2,0.012799999999999999,10.0,0.0518,19.0
2021-10-03,DAL,CAR,51.5,0.677419355,25.75,2021,4,0.0902,6.4,0.08430000000000001,27.299999999999997,0.3253,37.8,0.07949999999999999,15.200000000000003,0.1048,20.3
2021-10-03,ARI,LAR,54.0,0.37037037,27.0,2021,4,0.0085,6.1,0.082,20.099999999999998,0.045500000000000006,49.99999999999999,0.0058,10.575000000000001,0.0548,23.3
2021-10-03,LAR,ARI,54.0,0.677419355,27.0,2021,4,0.0128,6.4,0.08609999999999998,22.1,0.37920000000000004,53.099999999999994,0.0568,12.700000000000001,0.0718,21.3
2021-10-03,SEA,SF,52.0,0.454545455,26.0,2021,4,0.0295,5.7,0.048,22.5,0.1307,46.99999999999999,0.137,12.0,0.048,21.3
2021-10-03,SF,SEA,52.0,0.583333333,26.0,2021,4,0.0135,6.0,0.1635,19.999999999999996,0.1983,38.8,0.086,16.7,0.027000000000000003,19.299999999999997
2021-10-03,BAL,DEN,44.0,0.5,22.0,2021,4,0.0118,6.4,0.012499999999999999,22.199999999999996,0.0378,31.4,0.0368,16.3,0.0198,22.3
2021-10-03,DEN,BAL,44.0,0.545454545,22.0,2021,4,0.0128,6.4,0.04,24.7,0.09129999999999999,32.699999999999996,0.08559999999999998,19.099999999999998,0.022,18.0
2021-10-03,PIT,GB,45.5,0.317460317,22.75,2021,4,0.0055,5.4,0.1694,21.800000000000008,0.0892,37.39999999999999,0.008,13.199999999999998,0.0058,16.499999999999996
2021-10-03,GB,PIT,45.5,0.7142857140000001,22.75,2021,4,0.0585,6.6,0.0752,25.7,0.2388,38.5,0.014799999999999999,12.500000000000002,0.028,19.899999999999995
2021-10-03,TB,NE,49.0,0.7435897440000001,24.5,2021,4,,,,,,,,,,
2021-10-03,NE,TB,49.0,0.29850746300000003,24.5,2021,4,,,,,,,,,,
2021-10-04,LV,LAC,51.5,0.408163265,25.75,2021,4,,,,,,,,,,
2021-10-04,LAC,LV,51.5,0.636363636,25.75,2021,4,,,,,,,,,,
