Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Davante Adams,GB,7.6,99.0,0.8,0.0,0.0,0.0,0.1,22.4
Stefon Diggs,BUF,6.9,92.0,0.8,0.1,0.7,0.0,0.1,20.7
Tyreek Hill,KC,6.4,91.1,0.7,1.0,6.4,0.0,0.1,20.7
Cooper Kupp,LAR,6.7,82.8,0.8,0.3,1.4,0.0,0.1,19.9
Keenan Allen,LAC,7.4,84.5,0.6,0.1,0.6,0.0,0.1,19.4
Calvin Ridley,ATL,6.6,87.3,0.7,0.3,1.5,0.0,0.1,19.3
Justin Jefferson,MIN,5.9,88.5,0.6,0.0,0.2,0.0,0.0,18.5
CeeDee Lamb,DAL,6.4,81.3,0.6,0.7,4.5,0.0,0.1,18.5
D.K. Metcalf,SEA,5.6,86.5,0.7,0.0,0.2,0.0,0.1,18.4
Deebo Samuel,SF,5.9,81.6,0.5,1.2,8.2,0.1,0.1,18.2
D.J. Moore,CAR,6.2,88.3,0.5,0.3,2.6,0.0,0.1,18.1
Tyler Lockett,SEA,5.9,79.6,0.7,0.2,0.6,0.0,0.0,18.0
Amari Cooper,DAL,5.9,77.6,0.6,0.1,0.9,0.0,0.1,17.5
Terry McLaurin,WAS,5.9,81.1,0.6,0.1,0.6,0.0,0.1,17.5
DeAndre Hopkins,ARI,6.5,75.7,0.6,0.0,0.1,0.0,0.1,17.4
Ja'Marr Chase,CIN,5.4,75.7,0.7,0.3,1.2,0.0,0.1,17.2
Adam Thielen,MIN,5.6,72.8,0.7,0.2,0.6,0.0,0.0,17.0
Chris Godwin,TB,5.7,75.7,0.6,0.2,0.9,0.0,0.1,16.9
Brandin Cooks,HOU,6.0,80.0,0.4,0.3,1.3,0.0,0.0,16.4
Diontae Johnson,PIT,6.4,69.4,0.5,0.2,1.4,0.0,0.1,16.3
Mike Williams,LAC,5.0,72.7,0.6,0.1,0.2,0.0,0.0,16.2
Jakobi Meyers,NE,6.2,72.7,0.4,0.1,0.2,0.0,0.1,15.5
Mike Evans,TB,4.9,71.3,0.6,0.0,0.0,0.0,0.0,15.4
Tyler Boyd,CIN,5.8,67.3,0.5,0.2,1.5,0.0,0.1,15.3
Courtland Sutton,DEN,5.3,74.9,0.4,0.0,0.3,0.0,0.0,15.2
Marvin Jones Jr.,JAC,5.2,68.5,0.5,0.0,0.0,0.0,0.0,15.2
Odell Beckham Jr.,CLE,4.7,69.9,0.5,0.3,2.4,0.0,0.0,14.7
Allen Robinson II,CHI,5.2,69.5,0.4,0.0,0.0,0.0,0.0,14.6
Marquise Brown,BAL,4.7,62.3,0.5,0.2,1.1,0.0,0.0,14.3
Michael Pittman Jr.,IND,5.1,67.8,0.4,0.4,2.1,0.0,0.0,14.3
Cole Beasley,BUF,5.2,59.7,0.5,0.0,0.0,0.0,0.0,14.1
Corey Davis,NYJ,4.7,62.4,0.5,0.0,0.4,0.0,0.0,14.0
Kenny Golladay,NYG,4.6,67.6,0.4,0.0,0.1,0.0,0.0,14.0
Robert Woods,LAR,5.2,60.0,0.3,1.2,7.4,0.1,0.1,14.0
DeVonta Smith,PHI,4.4,60.6,0.5,0.1,0.6,0.0,0.0,13.3
Jaylen Waddle,MIA,4.8,57.2,0.3,0.1,1.2,0.0,0.1,12.1
Robby Anderson,CAR,4.4,58.5,0.3,0.1,0.7,0.0,0.0,12.1
Tim Patrick,DEN,4.4,58.6,0.3,0.1,0.7,0.0,0.0,12.1
Antonio Brown,TB,4.0,54.8,0.4,0.3,1.6,0.0,0.0,11.9
Emmanuel Sanders,BUF,4.3,55.9,0.3,0.0,0.3,0.0,0.0,11.9
Brandon Aiyuk,SF,4.0,49.3,0.4,0.6,4.1,0.0,0.0,11.8
D.J. Chark Jr.,JAC,4.1,56.8,0.3,0.0,0.3,0.0,0.0,11.7
JuJu Smith-Schuster,PIT,4.8,52.3,0.2,0.2,0.8,0.0,0.0,11.4
Henry Ruggs III,LV,3.5,56.8,0.3,0.8,3.7,0.0,0.1,11.4
DeVante Parker,MIA,4.1,56.0,0.2,0.0,0.0,0.0,0.0,11.1
Hunter Renfrow,LV,4.5,52.6,0.2,0.0,0.0,0.0,0.0,10.9
Laviska Shenault Jr.,JAC,4.5,45.8,0.2,1.1,5.5,0.0,0.0,10.8
Darnell Mooney,CHI,4.2,49.9,0.2,0.3,1.4,0.0,0.0,10.6
Nelson Agholor,NE,3.9,50.7,0.2,0.1,0.4,0.0,0.0,10.4
Mecole Hardman,KC,3.5,48.6,0.3,0.5,3.0,0.0,0.1,10.3
Marquez Callaway,NO,3.9,48.5,0.2,0.1,0.7,0.0,0.0,10.3
Will Fuller V,MIA,3.7,51.7,0.2,0.0,0.1,0.0,0.0,10.3
Christian Kirk,ARI,4.0,47.2,0.2,0.2,1.4,0.0,0.0,10.1
A.J. Green,ARI,3.5,45.5,0.3,0.0,0.0,0.0,0.0,9.9
Cordarrelle Patterson,ATL,3.3,39.1,0.1,3.5,14.1,0.2,0.1,9.9
Jalen Reagor,PHI,3.7,45.5,0.2,0.1,1.0,0.0,0.0,9.6
Zach Pascal,IND,3.3,45.7,0.3,0.0,0.2,0.0,0.0,9.4
Sammy Watkins,BAL,3.6,47.4,0.2,0.1,0.4,0.0,0.0,9.3
Chester Rogers,TEN,3.5,41.9,0.3,0.0,0.4,0.0,0.1,9.2
Allen Lazard,GB,3.1,42.6,0.2,0.1,0.8,0.0,0.0,8.8
Terrace Marshall Jr.,CAR,3.5,43.1,0.2,0.1,0.3,0.0,0.0,8.7
Rondale Moore,ARI,3.3,40.7,0.2,0.5,2.9,0.0,0.0,8.7
Braxton Berrios,NYJ,3.4,39.3,0.2,0.1,0.7,0.0,0.0,8.4
Olamide Zaccheaus,ATL,3.0,40.0,0.2,0.0,0.1,0.0,0.0,8.2
Quintez Cephus,DET,2.8,40.6,0.2,0.0,0.0,0.0,0.0,8.1
Van Jefferson,LAR,3.0,38.4,0.2,0.0,0.1,0.0,0.0,8.1
K.J. Osborn,MIN,2.9,39.1,0.2,0.0,0.2,0.0,0.0,8.0
Nick Westbrook-Ikhine,TEN,3.0,38.2,0.2,0.0,0.2,0.0,0.1,7.8
Bryan Edwards,LV,2.7,42.0,0.2,0.0,0.0,0.0,0.0,7.8
Deonte Harris,NO,2.9,35.5,0.1,0.5,2.5,0.0,0.0,7.5
Anthony Miller,HOU,3.2,35.9,0.1,0.0,0.3,0.0,0.0,7.5
Kalif Raymond,DET,2.7,40.7,0.1,0.2,0.6,0.0,0.0,7.5
Kendrick Bourne,NE,2.9,35.7,0.2,0.0,0.4,0.0,0.0,7.4
Jamison Crowder,NYJ,2.6,31.0,0.2,0.0,0.3,0.0,0.0,6.9
Kadarius Toney,NYG,2.8,33.9,0.1,0.4,1.9,0.0,0.0,6.8
Randall Cobb,GB,2.6,31.5,0.2,0.2,0.7,0.0,0.0,6.8
Collin Johnson,NYG,2.7,34.3,0.1,0.0,0.0,0.0,0.0,6.7
James Washington,PIT,2.5,33.9,0.1,0.0,0.0,0.0,0.0,6.6
Curtis Samuel,WAS,2.3,27.5,0.2,0.6,3.9,0.0,0.0,6.5
Cedrick Wilson Jr.,DAL,2.7,31.2,0.1,0.1,0.4,0.0,0.0,6.5
Dyami Brown,WAS,2.5,31.9,0.1,0.2,0.8,0.0,0.0,6.5
Parris Campbell,IND,2.5,31.2,0.1,0.2,1.4,0.0,0.0,6.4
DeSean Jackson,LAR,2.0,33.2,0.1,0.2,0.9,0.0,0.0,6.3
Auden Tate,CIN,2.2,28.8,0.2,0.0,0.0,0.0,0.0,6.3
Chris Conley,HOU,2.5,31.0,0.1,0.0,0.2,0.0,0.0,6.3
Quez Watkins,PHI,2.3,32.3,0.1,0.0,0.2,0.0,0.0,6.2
Freddie Swain,SEA,2.2,29.1,0.1,0.3,1.7,0.0,0.0,6.2
Rashard Higgins,CLE,2.0,31.6,0.1,0.0,0.0,0.0,0.0,6.1
Amon-Ra St. Brown,DET,2.4,29.3,0.1,0.0,0.2,0.0,0.0,6.0
Adam Humphries,WAS,2.6,26.4,0.1,0.0,0.1,0.0,0.0,5.7
Demarcus Robinson,KC,2.0,25.1,0.1,0.0,0.0,0.0,0.0,5.4
Kenny Stills,NO,1.9,25.8,0.1,0.1,0.7,0.0,0.0,5.3
Juwan Johnson,NO,1.7,17.1,0.3,0.0,0.0,0.0,0.0,5.2
Gabriel Davis,BUF,1.6,25.7,0.2,0.0,0.0,0.0,0.0,5.2
Donovan Peoples-Jones,CLE,1.8,28.9,0.1,0.1,0.2,0.0,0.0,5.2
Keelan Cole Sr.,NYJ,1.8,25.2,0.1,0.0,0.1,0.0,0.0,5.1
Mohamed Sanu Sr.,SF,2.1,23.6,0.1,0.0,0.2,0.0,0.0,4.9
Josh Reynolds,TEN,1.7,23.1,0.1,0.0,0.3,0.0,0.0,4.7
Cameron Batson,TEN,1.8,20.7,0.1,0.2,0.7,0.0,0.0,4.5
Jalen Guyton,LAC,1.5,22.7,0.1,0.4,1.9,0.0,0.0,4.5
Byron Pringle,KC,1.7,20.5,0.1,0.0,0.0,0.0,0.0,4.2
Marquise Goodwin,CHI,1.4,21.8,0.1,0.2,1.0,0.0,0.0,4.1
Diontae Spencer,DEN,1.9,18.8,0.1,0.3,1.7,0.0,0.1,4.1
Trinity Benson,DET,1.6,19.7,0.1,0.0,0.1,0.0,0.0,4.1
Damiere Byrd,CHI,1.5,19.4,0.1,0.0,0.2,0.0,0.0,3.9
Devin Duvernay,BAL,1.5,17.3,0.1,0.1,1.6,0.0,0.0,3.8
Ty Montgomery,NO,1.4,14.0,0.1,0.8,3.0,0.0,0.0,3.7
Mike Thomas,CIN,1.4,17.7,0.1,0.0,0.0,0.0,0.0,3.7
Anthony Schwartz,CLE,1.4,17.7,0.1,0.1,0.6,0.0,0.0,3.6
Chris Hogan,NO,1.3,17.3,0.1,0.0,0.1,0.0,0.0,3.5
Albert Wilson,MIA,1.3,14.7,0.1,0.1,0.7,0.0,0.0,3.2
C.J. Board,NYG,1.3,15.6,0.0,0.1,0.4,0.0,0.0,3.2
Greg Ward,PHI,1.4,13.6,0.1,0.0,0.0,0.0,0.0,3.1
Tajae Sharpe,ATL,1.2,15.1,0.1,0.0,0.1,0.0,0.0,3.1
Preston Williams,MIA,1.0,13.4,0.1,0.0,0.0,0.0,0.0,2.9
Trent Sherfield,SF,1.1,13.5,0.1,0.0,0.1,0.0,0.0,2.9
Tyler Johnson,TB,1.1,14.9,0.0,0.0,0.1,0.0,0.0,2.8
Ray-Ray McCloud,PIT,1.3,11.7,0.0,0.2,1.5,0.0,0.1,2.8
Denzel Mims,NYJ,1.0,12.9,0.1,0.0,0.1,0.0,0.0,2.6
Racey McMath,TEN,0.8,11.1,0.1,0.0,0.1,0.0,0.0,2.3
Marcus Johnson,TEN,0.8,11.1,0.1,0.0,0.0,0.0,0.0,2.3
Amari Rodgers,GB,0.8,10.1,0.1,0.0,0.1,0.0,0.0,2.3
Brandon Zylstra,CAR,0.9,11.6,0.0,0.0,0.1,0.0,0.0,2.3
KhaDarel Hodge,DET,0.8,11.4,0.0,0.0,0.0,0.0,0.0,2.2
John Ross,NYG,0.8,10.4,0.0,0.0,0.2,0.0,0.0,2.0
Joshua Palmer,LAC,0.9,10.2,0.0,0.1,0.4,0.0,0.0,2.0
Andre Roberts,HOU,0.8,9.5,0.0,0.0,0.1,0.0,0.0,1.9
N'Keal Harry,NE,0.8,9.2,0.0,0.0,0.3,0.0,0.0,1.9
Isaiah McKenzie,BUF,0.6,6.4,0.0,0.4,2.7,0.0,0.0,1.9
David Moore,DEN,0.7,9.1,0.0,0.0,0.8,0.0,0.0,1.8
Frank Darby,ATL,0.7,8.4,0.0,0.0,0.3,0.0,0.0,1.8
Cam Sims,WAS,0.7,9.4,0.0,0.0,0.2,0.0,0.0,1.8
Trenton Irwin,CIN,0.7,8.4,0.0,0.0,0.1,0.0,0.0,1.8
Noah Brown,DAL,0.7,8.2,0.0,0.0,0.1,0.0,0.0,1.8
James Proche II,BAL,0.7,8.9,0.0,0.0,0.1,0.0,0.0,1.7
Zay Jones,LV,0.7,8.1,0.0,0.0,0.0,0.0,0.0,1.6
Tavon Austin,JAC,0.6,5.0,0.0,0.4,3.7,0.0,0.0,1.6
Alex Erickson,CAR,0.7,7.5,0.0,0.0,0.6,0.0,0.0,1.6
Tyron Johnson,JAC,0.5,7.3,0.0,0.0,0.2,0.0,0.0,1.4
Ashton Dulin,IND,0.5,6.3,0.0,0.2,1.2,0.0,0.0,1.4
Penny Hart,SEA,0.5,6.2,0.0,0.0,0.1,0.0,0.0,1.3
Kendall Hinton,DEN,0.6,6.3,0.0,0.0,0.4,0.0,0.0,1.3
Laquon Treadwell,JAC,0.5,5.6,0.0,0.0,0.0,0.0,0.0,1.2
Jake Kumerow,BUF,0.4,6.3,0.0,0.0,0.0,0.0,0.0,1.2
Willie Snead IV,LV,0.4,5.3,0.0,0.0,0.0,0.0,0.0,1.1
Mike Strachan,IND,0.4,4.6,0.0,0.0,0.1,0.0,0.0,1.0
Jauan Jennings,SF,0.4,4.8,0.0,0.0,0.1,0.0,0.0,1.0
Jakeem Grant Sr.,MIA,0.3,3.7,0.0,0.5,1.9,0.0,0.0,0.9
Cody Thompson,SEA,0.4,4.3,0.0,0.0,0.2,0.0,0.0,0.9
