Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
1/3/21,WAS,PHI,43.5,0.736842105,25,2020,17,,,,,,,,,,
1/3/21,JAC,IND,48,0.111111111,16.25,2020,17,0.0364,17.5,0.008,13,0.0896,29.41,0.0088,11.1,0.0037,5
1/3/21,GB,CHI,48.5,0.6875,26.5,2020,17,0.0953,28.3,0.1173,21,0.2894,44.5,0.0485,13.9,0.0137,6.3
1/3/21,DAL,NYG,43.5,0.555555556,22.5,2020,17,0.0396,24.6,0.031,16.6,0.1284,40,0.02,9.9,0.033,6.3
1/3/21,PIT,CLE,44.5,0.210526316,17.25,2020,17,0.0173,21.6,0.0067,12.6,0.0536,23.35,0.005,4,0.0077,6.1
1/3/21,TEN,HOU,55,0.782608696,31,2020,17,0.275,28.4,0.0983,20.1,0.2237,40.4,0.0695,16.8,0.1087,5.9
1/3/21,NO,CAR,46.5,0.722222222,26.25,2020,17,0.261,15.2,0.0376,28.3,0.0864,26.7,0.0443,14.6,0.0347,7
1/3/21,NYJ,NE,41,0.416666667,19,2020,17,0.084,17.25,0.0053,14.5,0.0946,35,0.005,6.8,0.0507,6
1/3/21,MIN,DET,53.5,0.62962963,28.25,2020,17,0.1407,24.84,0.0947,19.5,0.3217,41.1,0.0797,14.94,0.0197,6.2
1/3/21,ATL,TB,51,0.277777778,22,2020,17,0.017,21.4,0.0373,17.1,0.1977,43.66,0.0338,12.8,0.0037,5.4
1/3/21,BAL,CIN,45,0.5,15.75,2020,17,0.0841,30.5,0.098,23.6,0.0739,34.51062,0.0888,15.1,0.0583,7.8
1/3/21,MIA,BUF,42.5,0.62962963,22.75,2020,17,0.1043,27.7,0.0093,15.1,0.0273,30.165,0.0377,18.9,0.0613,6.1
1/3/21,LAC,KC,43,0.736842105,24.75,2020,17,0.0783,29,0.0533,19.2,0.1365,33.615,0.0828,12.91,0.0617,6.1
1/3/21,SEA,SF,45,0.772727273,26,2020,17,0.0663,19.5,0.0493,17.7,0.1148,40.5,0.0097,13.4,0.0683,7.3
1/3/21,LV,DEN,50.5,0.591836735,26.5,2020,17,0.0912,28.7,0.0343,17.7,0.0698,35.5,0.1327,23.9,0.0047,5.9
1/3/21,ARI,LAR,41,0.534883721,21,2020,17,0.031,19.8,0.0423,18.1,0.0615,36.22572,0.0095,11.57,0.0667,6.4
1/3/21,PHI,WAS,43.5,0.294117647,18.5,2020,17,,,,,,,,,,
1/3/21,IND,JAC,48,0.583333333,31.75,2020,17,0.2517,35,0.0363,18.9,0.0997,33.1,0.0187,16.5,0.075,7.7
1/3/21,CHI,GB,48.5,0.344827586,22,2020,17,0.1187,20.1,0.038,17.2,0.0984,39.3,0.033,8.85083,0.0037,5.5
1/3/21,NYG,DAL,43.5,0.487804878,21,2020,17,0.0181,22.9,0.012,14.8,0.0617,34,0.0743,15,0.0143,6.1
1/3/21,CLE,PIT,44.5,0.814814815,27.25,2020,17,0.1007,33,0.0287,16.3,0.074,34.5,0.0427,16.815,0.1903,6.6
1/3/21,HOU,TEN,55,0.25,24,2020,17,0.0703,21.24,0.0767,22.9,0.1816,40.4,0.0357,16.9,0.0037,5
1/3/21,CAR,NO,46.5,0.3125,20.25,2020,17,0.0748,4.9743,0.0097,15.2,0.2079,43.5,0.0053,4.7,0.004,5.3
1/3/21,NE,NYJ,41,0.615384615,22,2020,17,0.0267,21.2,0.0087,16.3,0.0313,24.2,0.002,3,0.0487,7.1
1/3/21,DET,MIN,53.5,0.4,25.25,2020,17,0.1034,26.1,0.0247,19.8,0.1387,37.9,0.0378,14.4,0.0037,5.3
1/3/21,TB,ATL,51,0.761904762,29,2020,17,0.0741,28.73,0.061,19.8,0.2123,49.7,0.0447,15.4,0.0287,6.6
1/3/21,CIN,BAL,45,0.133333333,15.75,2020,17,0.0176,22.8,0.0107,14.3,0.0525,37.74,0.006,6.8,0.0167,5.1
1/3/21,BUF,MIA,42.5,0.4,19.75,2020,17,0.0134,16.7,0.018,0.0001,0.0859,30.81,0.0126,9.4,0.0267,6.3
1/3/21,KC,LAC,43,0.294117647,18.25,2020,17,0.0223,18,0.011,13,0.123,21.8,0.0146,12.75,0.011,6
1/3/21,SF,SEA,45,0.263157895,19,2020,17,0.0645,30.9,0.0053,15.1,0.0427,26.06,0.1254,19.7,0.0043,5.7
1/3/21,DEN,LV,50.5,0.444444444,24,2020,17,0.1252,22.6,0.0263,15.5,0.076,34.12,0.0802,16.9,0.0037,5.7
1/3/21,LAR,ARI,41,0.487804878,20,2020,17,0.1212,26.1,0.0227,14.1,0.1485,32.28,0.0177,13.675,0.034,6.7
