"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Darren Waller",LV,"1","3","1.1","0.3"
"2","Mark Andrews",BAL,"1","4","2.6","0.9"
"3","George Kittle",SF,"1","12","3.2","1.4"
"4","Logan Thomas",WAS,"3","13","3.7","1.0"
"5","Noah Fant",DEN,"3","10","5.8","1.3"
"6","Robert Tonyan",GB,"3","16","6.2","1.9"
"7","T.J. Hockenson",DET,"3","10","6.6","1.1"
"8","Mike Gesicki",MIA,"6","27","8.6","1.9"
"9","Evan Engram",NYG,"7","19","9.8","1.7"
"10","Rob Gronkowski",TB,"5","16","9.9","1.6"
"11","Irv Smith Jr.",MIN,"6","20","12.2","2.4"
"12","Jared Cook",NO,"8","18","12.9","2.1"
"13","Austin Hooper",CLE,"6","17","13.8","2.1"
"14","Zach Ertz",PHI,"5","23","14.0","3.0"
"15","Jonnu Smith",TEN,"7","17","14.1","2.0"
"16","Hayden Hurst",ATL,"8","20","14.2","2.0"
"17","Cole Kmet",CHI,"15","25","19.1","2.4"
"18","Dalton Schultz",DAL,"12","26","17.8","2.5"
"19","Tyler Higbee",LAR,"12","25","19.8","1.8"
"20","Jimmy Graham",CHI,"14","30","20.8","2.8"
"21","Jordan Akins",HOU,"14","26","20.3","2.0"
"22","Dawson Knox",BUF,"18","30","23.3","2.6"
"23","Dan Arnold",ARI,"19","33","23.8","2.5"
"24","Tyler Eifert",JAC,"21","31","26.6","2.1"
"25","Donald Parham Jr.",LAC,"18","58","26.1","6.5"
"26","Trey Burton",IND,"15","32","26.2","2.5"
"27","Jacob Hollister",SEA,"22","34","27.6","2.5"
"28","Gerald Everett",LAR,"22","33","27.8","2.2"
"29","Drew Sample",CIN,"26","32","28.7","1.5"
"30","Tyler Conklin",MIN,"19","43","31.4","3.0"
"31","Travis Kelce",KC,"1","49","26.8","9.7"
"32","Jack Doyle",IND,"23","41","31.5","2.8"
"33","Mo Alie-Cox",IND,"26","38","33.2","2.1"
"34","Chris Herndon IV",NYJ,"30","38","34.4","1.6"
"35","Cameron Brate",TB,"18","42","36.3","2.6"
"36","Jordan Reed",SF,"23","47","37.4","5.3"
"37","David Njoku",CLE,"27","50","35.4","4.9"
"38","Darren Fells",HOU,"34","48","40.3","3.8"
"39","Durham Smythe",MIA,"32","47","41.3","3.7"
"40","Anthony Firkser",TEN,"24","42","37.8","2.5"
"41","Adam Trautman",NO,"26","47","38.6","6.9"
"42","Vance McDonald",PIT,"23","61","42.0","11.8"
"43","Nick Keizer",KC,"33","54","42.4","6.2"
"44","Stephen Anderson",LAC,"30","51","42.9","3.5"
"45","Deon Yelder",KC,"24","48","42.3","5.8"
"46","James O'Shaughnessy",JAC,"36","52","42.8","3.7"
"47","Ian Thomas",CAR,"39","44","41.8","1.8"
"48","Will Dissly",SEA,"36","47","42.6","3.6"
"49","Greg Olsen",SEA,"35","50","45.7","3.0"
"50","Adam Shaheen",MIA,"34","59","49.6","5.2"
"51","Geoff Swaim",TEN,"44","53","48.5","2.1"
"52","Jason Witten",LV,"39","56","52.3","5.6"
"53","Nick Vannett",DEN,"49","65","53.2","5.3"
"54","Devin Asiasi",NE,"38","60","54.5","4.2"
"55","Kahale Warring",HOU,"45","54","52.4","1.7"
"56","Jesse James",DET,"50","57","54.4","1.9"
"57","Kaden Smith",NYG,"51","66","57.2","4.5"
"58","Darrell Daniels",ARI,"56","69","59.8","4.7"
"59","Pharaoh Brown",HOU,"52","65","60.8","2.1"
"60","Lee Smith",BUF,"56","68","63.0","4.3"
"61","Ricky Seals-Jones",KC,"19","61","40.0","21.0"
"62","Marcedes Lewis",GB,"57","64","62.0","2.9"
"63","Blake Bell",DAL,"55","68","62.3","4.7"
"64","Foster Moreau",LV,"59","67","63.0","4.0"
"65","Luke Stocker",ATL,"49","70","60.0","8.6"
"66","Ryan Griffin",NYJ,"57","66","61.3","3.7"
"67","Jaeden Graham",ATL,"59","82","68.5","8.6"
"68","Dalton Keene",NE,"57","73","64.3","6.6"
"69","Levine Toilolo",NYG,"58","79","70.0","8.5"
"70","Maxx Williams",ARI,"60","62","61.0","1.0"
"71","Cethan Carter",CIN,"67","72","70.0","2.2"
"72","Caleb Wilson",PHI,"65","65","65.0","0.0"
"73","Troy Fumagalli",DEN,"58","74","66.0","8.0"
"74","Chris Manhertz",CAR,"68","78","71.7","4.5"
"75","Eric Saubert",JAC,"53","84","72.7","14.0"
"76","J.P. Holtz",CHI,"64","80","74.7","7.5"
"77","MyCole Pruitt",TEN,"71","72","71.5","0.5"
"78","Jeremy Sprinkle",WAS,"70","83","75.3","5.6"
"79","Hunter Bryant",DET,"75","76","75.5","0.5"
"80","Eric Tomlinson",BAL,"74","78","76.0","2.0"
"81","Ross Dwelley",SF,"76","79","77.5","1.5"
