"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Lamar Jackson",BAL,"1","4","1.2","0.6"
"2","Deshaun Watson",HOU,"1","7","2.4","0.8"
"3","Aaron Rodgers",GB,"1","7","3.2","1.1"
"4","Ryan Tannehill",TEN,"2","7","4.1","0.9"
"5","Tom Brady",TB,"4","12","6.3","1.4"
"6","Jalen Hurts",PHI,"3","14","7.4","1.8"
"7","Kirk Cousins",MIN,"3","16","7.7","2.6"
"8","Justin Herbert",LAC,"4","10","8.1","1.0"
"9","Josh Allen",BUF,"3","21","9.0","4.3"
"10","Kyler Murray",ARI,"1","17","9.1","2.4"
"11","Russell Wilson",SEA,"5","15","9.8","1.9"
"12","Philip Rivers",IND,"6","19","12.1","1.2"
"13","Mitchell Trubisky",CHI,"10","19","13.1","1.4"
"14","Matt Ryan",ATL,"3","17","14.3","1.6"
"15","Drew Brees",NO,"8","23","14.8","1.4"
"16","Derek Carr",LV,"11","23","15.5","2.2"
"17","Andy Dalton",DAL,"10","21","17.4","2.1"
"18","Baker Mayfield",CLE,"10","24","17.9","1.9"
"19","Drew Lock",DEN,"16","23","18.4","1.2"
"20","Teddy Bridgewater",CAR,"13","25","21.2","1.6"
"21","Tua Tagovailoa",MIA,"14","28","21.3","2.2"
"22","C.J. Beathard",SF,"20","31","23.6","2.1"
"23","Daniel Jones",NYG,"18","27","23.3","2.0"
"24","Matthew Stafford",DET,"15","35","23.4","4.3"
"25","Cam Newton",NE,"18","35","24.5","3.0"
"26","Sam Darnold",NYJ,"21","31","26.7","1.6"
"27","Alex Smith",WAS,"17","35","27.2","3.4"
"28","Brandon Allen",CIN,"21","32","28.1","2.0"
"29","John Wolford",LAR,"20","33","28.9","2.5"
"30","Chad Henne",KC,"16","33","28.6","2.8"
"31","Mike Glennon",JAC,"25","33","29.9","1.5"
"32","Mason Rudolph",PIT,"22","35","31.1","1.8"
"33","Taysom Hill",NO,"16","34","32.3","2.0"
"34","Chase Daniel",DET,"25","36","33.5","2.0"
"35","Taylor Heinicke",WAS,"26","36","33.6","2.0"
"36","Jarrett Stidham",NE,"32","36","35.0","1.4"
"37","Jacoby Brissett",IND,"34","37","35.4","1.0"
"38","Marcus Mariota",LV,"29","41","35.0","6.0"
"39","Matt Barkley",BUF,"35","43","37.7","3.8"
