Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Travis Kelce,KC,TEN,1,2,1.1,0.3,11.8,0.09
2,Hunter Henry,LAC,OAK,1,4,2.5,0.6,11.4,0.36
3,Austin Hooper,ATL,NO,2,6,3.0,1.0,10.9,0.5
4,Darren Waller,OAK,LAC,3,7,4.1,0.7,10.8,0.163333333333
5,Mark Andrews,BAL,CIN,2,7,4.9,0.6,10.3,0.18
6,Greg Olsen,CAR,GB,5,16,6.8,1.8,10.2,0.648
7,Gerald Everett,LAR,PIT,5,20,8.5,2.0,9.9,0.8
8,Eric Ebron,IND,MIA,6,13,9.2,1.6,9.7,0.426666666667
9,Jonnu Smith,TEN,KC,7,16,9.5,2.2,7.7,0.691428571429
10,Jack Doyle,IND,MIA,7,19,10.3,1.7,7.7,0.412857142857
11,Mike Gesicki,MIA,IND,7,15,11.6,1.6,7.4,0.365714285714
12,Jared Cook,NO,ATL,6,21,12.5,3.2,7.2,1.70666666667
13,O.J. Howard,TB,ARI,7,18,13.2,2.3,7.1,0.755714285714
14,T.J. Hockenson,DET,CHI,7,25,13.8,3.7,6.5,1.95571428571
15,Vance McDonald,PIT,LAR,12,20,14.6,1.5,6.4,0.1875
16,Jason Witten,DAL,MIN,10,20,15.4,1.9,6.4,0.361
17,Kyle Rudolph,MIN,DAL,9,21,17.4,2.0,6.4,0.444444444444
18,Jimmy Graham,GB,CAR,12,26,17.8,1.7,6.3,0.240833333333
19,Irv Smith Jr.,MIN,DAL,17,28,20.5,1.8,6.0,0.190588235294
20,Jacob Hollister,SEA,SF,15,29,20.6,2.2,6.0,0.322666666667
21,Rhett Ellison,NYG,NYJ,15,40,21.8,4.7,5.5,1.47266666667
22,Chris Herndon IV,NYJ,NYG,14,42,23.9,5.1,5.6,1.85785714286
23,Dawson Knox,BUF,CLE,17,31,25.0,3.0,5.3,0.529411764706
24,Ryan Griffin,NYJ,NYG,11,40,27.5,5.3,5.2,2.55363636364
25,Cameron Brate,TB,ARI,21,33,26.0,3.2,4.3,0.487619047619
26,Tyler Eifert,CIN,BAL,20,32,26.2,2.8,5.2,0.392
27,Trey Burton,CHI,DET,22,33,26.2,2.6,4.9,0.307272727273
28,Ross Dwelley,SF,SEA,12,47,27.0,7.8,4.3,5.07
29,Foster Moreau,OAK,LAC,25,33,28.5,1.9,4.3,0.1444
30,Josh Hill,NO,ATL,27,43,32.9,3.5,4.3,0.453703703704
31,Hayden Hurst,BAL,CIN,25,35,31.7,2.3,4.3,0.2116
32,Blake Jarwin,DAL,MIN,26,40,33.9,2.9,3.9,0.323461538462
33,Demetrius Harris,CLE,BUF,21,36,31.5,3.1,3.8,0.457619047619
34,Nick Boyle,BAL,CIN,25,41,31.6,4.5,3.7,0.81
35,Tyler Higbee,LAR,PIT,27,38,31.9,3.2,3.6,0.379259259259
36,Charles Clay,ARI,TB,17,40,35.5,2.5,3.6,0.367647058824
37,George Kittle,SF,SEA,1,66,25.9,19.1,3.7,364.81
38,Maxx Williams,ARI,TB,32,50,38.3,4.1,3.6,0.5253125
39,Tyler Kroft,BUF,CLE,28,44,38.6,2.1,3.5,0.1575
40,Luke Willson,SEA,SF,32,46,39.8,3.1,3.4,0.3003125
41,Ricky Seals-Jones,CLE,BUF,23,68,35.2,10.2,3.4,4.52347826087
42,C.J. Uzomah,CIN,BAL,32,45,41.1,1.9,3.2,0.1128125
43,Anthony Firkser,TEN,KC,32,47,39.6,3.8,3.2,0.45125
44,Adam Shaheen,CHI,DET,38,47,43.5,2.2,3.1,0.127368421053
45,Logan Thomas,DET,CHI,41,53,47.2,3.2,3.0,0.249756097561
46,Jesse James,DET,CHI,42,56,48.2,3.7,3.0,0.325952380952
47,Tanner Hudson,TB,ARI,38,53,46.8,4.9,3.0,0.631842105263
48,Nick Vannett,PIT,LAR,44,52,47.5,2.4,3.0,0.130909090909
49,Dan Arnold,NO,ATL,43,56,48.1,3.7,2.5,0.318372093023
50,Marcedes Lewis,GB,CAR,46,56,50.0,3.1,2.7,0.208913043478
51,Mo Alie-Cox,IND,MIA,44,58,49.3,3.4,2.4,0.262727272727
52,Virgil Green,LAC,OAK,42,57,52.0,4.1,2.4,0.400238095238
53,Levine Toilolo,SF,SEA,41,62,50.7,6.8,2.4,1.12780487805
54,Lee Smith,BUF,CLE,50,60,53.8,2.8,2.3,0.1568
55,Luke Stocker,ATL,NO,51,61,55.5,2.5,2.2,0.122549019608
