Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,18.8,89.3,0.7,5.6,48.8,0.3,0.2,22.2
Dalvin Cook,MIN,19.0,92.3,0.7,4.6,40.3,0.1,0.2,20.1
Saquon Barkley,NYG,18.2,82.8,0.6,4.8,40.1,0.2,0.1,19.4
Alvin Kamara,NO,13.6,62.9,0.6,5.4,45.9,0.2,0.1,18.3
Ezekiel Elliott,DAL,20.9,95.2,0.7,3.3,27.2,0.1,0.2,18.2
Aaron Jones,GB,13.7,66.3,0.7,3.8,30.4,0.2,0.1,16.8
Marlon Mack,IND,20.1,91.3,0.8,1.6,13.0,0.1,0.2,16.0
Nick Chubb,CLE,16.5,83.8,0.7,2.3,16.6,0.1,0.2,15.4
Derrick Henry,TEN,17.7,81.7,0.7,1.6,15.3,0.1,0.1,15.1
Josh Jacobs,OAK,18.2,81.7,0.7,1.7,13.3,0.1,0.1,14.9
Le'Veon Bell,NYJ,15.3,62.4,0.4,4.6,34.3,0.1,0.2,14.6
Mark Ingram,BAL,15.4,75.0,0.7,2.1,17.6,0.0,0.1,14.5
Jaylen Samuels,PIT,12.3,44.5,0.4,5.3,36.7,0.2,0.2,14.4
Chris Carson,SEA,18.3,79.8,0.5,2.7,18.8,0.1,0.2,14.4
David Montgomery,CHI,16.3,69.1,0.6,2.3,19.5,0.1,0.1,13.9
Melvin Gordon,LAC,14.8,59.7,0.6,3.1,23.9,0.1,0.1,13.8
Todd Gurley,LAR,15.7,63.4,0.6,2.5,19.6,0.1,0.1,13.5
David Johnson,ARI,11.9,45.1,0.4,3.9,34.7,0.2,0.1,13.5
Tevin Coleman,SF,13.4,61.3,0.6,2.3,17.1,0.1,0.1,13.1
Devin Singletary,BUF,11.1,51.6,0.4,3.2,27.2,0.1,0.1,12.4
Austin Ekeler,LAC,6.3,28.5,0.2,4.4,42.0,0.3,0.1,11.5
Damien Williams,KC,10.2,41.0,0.5,2.8,21.8,0.1,0.1,11.4
Devonta Freeman,ATL,12.3,46.2,0.2,4.1,29.5,0.1,0.1,11.0
Joe Mixon,CIN,13.6,52.8,0.2,2.6,18.6,0.1,0.1,10.0
Ronald Jones II,TB,14.0,57.7,0.3,1.4,12.9,0.0,0.1,9.6
Matt Breida,SF,10.8,56.0,0.2,1.8,15.3,0.1,0.1,9.3
Jamaal Williams,GB,8.2,34.4,0.1,3.0,22.9,0.2,0.1,9.1
Latavius Murray,NO,10.6,43.3,0.3,2.0,14.3,0.0,0.1,8.9
Ty Johnson,DET,11.7,45.6,0.2,2.1,15.3,0.0,0.1,8.1
Kenyan Drake,ARI,8.0,33.4,0.1,2.6,21.6,0.1,0.1,7.9
Tarik Cohen,CHI,4.9,18.9,0.1,3.8,31.3,0.1,0.1,7.9
Kalen Ballage,MIA,10.2,41.8,0.2,1.6,15.1,0.0,0.1,7.6
LeSean McCoy,KC,9.9,39.9,0.1,2.0,14.7,0.1,0.1,7.3
J.D. McKissic,DET,5.3,26.0,0.1,2.3,19.9,0.1,0.1,6.7
Frank Gore,BUF,10.8,44.7,0.1,1.1,9.4,0.0,0.1,6.6
Nyheim Hines,IND,3.6,14.2,0.1,3.3,26.6,0.1,0.1,6.3
Kareem Hunt,CLE,6.4,29.7,0.1,1.8,14.1,0.1,0.0,6.2
Peyton Barber,TB,8.8,32.6,0.2,1.1,6.4,0.0,0.1,5.7
Darrell Henderson,LAR,7.1,31.9,0.1,1.4,10.2,0.0,0.1,5.5
Giovani Bernard,CIN,5.9,22.0,0.1,2.2,17.3,0.0,0.0,5.4
Dion Lewis,TEN,4.7,20.1,0.0,2.6,17.6,0.0,0.1,5.2
