Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Washington Football Team,WF,3.1,1.0,0.7,1.2,0.1,0.0,18.0,313.3,8.3
New Orleans Saints,NO,2.7,1.0,0.5,0.7,0.1,0.0,19.6,308.4,7.6
Cleveland Browns,CLE,2.9,0.8,0.6,1.0,0.1,0.0,18.7,330.3,7.6
New England Patriots,NE,2.6,1.0,0.5,0.6,0.1,0.0,18.1,319.9,7.5
New York Giants,NYG,2.9,1.1,0.7,1.1,0.1,0.1,22.5,410.2,7.4
Green Bay Packers,GB,2.2,1.0,0.6,0.8,0.1,0.0,18.7,340.4,7.3
Los Angeles Rams,LAR,3.1,0.9,0.6,0.8,0.1,0.1,21.5,306.2,7.0
Tampa Bay Buccaneers,TB,2.9,0.9,0.7,1.1,0.2,0.0,20.1,334.6,6.9
San Francisco 49ers,SF,3.0,0.8,0.7,1.1,0.1,0.0,22.0,339.9,6.9
Denver Broncos,DEN,2.7,1.0,0.5,0.8,0.2,0.0,20.1,329.2,6.8
Carolina Panthers,CAR,2.5,1.0,0.6,0.9,0.1,0.0,24.0,345.8,6.6
Philadelphia Eagles,PHI,2.8,0.8,0.6,1.0,0.1,0.0,23.6,363.2,6.5
Arizona Cardinals,ARI,2.8,0.7,0.7,1.2,0.1,0.1,22.3,360.9,6.5
Pittsburgh Steelers,PIT,2.6,0.8,0.7,1.2,0.1,0.0,20.0,348.0,6.4
Chicago Bears,CHI,2.8,0.7,0.6,1.0,0.1,0.0,20.6,343.6,6.2
Buffalo Bills,BUF,2.5,0.9,0.5,0.9,0.1,0.0,21.7,317.7,6.2
Kansas City Chiefs,KC,2.6,0.8,0.6,0.8,0.1,0.0,24.6,350.8,6.1
Indianapolis Colts,IND,2.5,0.8,0.6,1.0,0.1,0.0,23.7,372.5,6.0
Miami Dolphins,MIA,2.3,0.8,0.6,1.0,0.1,0.0,24.2,392.9,6.0
Minnesota Vikings,MIN,2.3,0.8,0.6,0.8,0.1,0.0,25.8,385.2,6.0
Tennessee Titans,TEN,2.7,0.7,0.5,0.7,0.1,0.0,27.0,376.1,6.0
Cincinnati Bengals,CIN,2.4,0.9,0.5,0.7,0.1,0.0,23.4,337.6,6.0
Seattle Seahawks,SEA,2.3,0.8,0.6,0.9,0.1,0.0,22.3,359.6,5.7
Los Angeles Chargers,LAC,2.1,0.8,0.5,0.7,0.1,0.0,24.0,391.6,5.5
New York Jets,NYJ,2.3,0.7,0.5,0.8,0.1,0.0,23.4,351.6,5.5
Jacksonville Jaguars,JAC,2.0,0.7,0.5,0.7,0.1,0.0,24.9,383.4,5.4
Dallas Cowboys,DAL,2.1,0.7,0.6,1.0,0.1,0.0,26.7,398.8,5.4
Baltimore Ravens,BAL,1.9,0.7,0.6,1.0,0.1,0.0,25.1,406.8,5.1
Houston Texans,HOU,2.0,0.7,0.5,0.7,0.1,0.0,28.1,399.6,5.1
Las Vegas Raiders,LV,1.6,0.8,0.6,0.8,0.1,0.0,25.8,354.6,5.0
Atlanta Falcons,ATL,1.7,0.7,0.5,0.9,0.1,0.0,29.0,399.4,4.8
Detroit Lions,DET,1.9,0.5,0.5,0.8,0.1,0.0,28.7,393.2,4.5
