Pos,Player,Tm,Opp,DK Sal $,Projected Own%,Cash Odds,GPP Odds,Implied Own%,DK LEV
QB,Kyler Murray,ARI,PIT,5800,3.00%,42%,15%,6%,2
QB,Josh Allen,BUF,BAL,6200,3.00%,41%,15%,6%,1.98
RB,Carlos Hyde,HOU,DEN,4500,0.50%,20%,1%,1%,1.96
RB,Latavius Murray,NO,SF,4500,0.50%,19%,1%,1%,1.94
RB,Tevin Coleman,SF,@NO,5100,0.50%,18%,1%,1%,1.92
DEF,Indianapolis Colts,IND,@TB,2400,3.00%,38%,8%,6%,1.9
TE,Austin Hooper,ATL,CAR,6000,3.00%,35%,3%,5%,1.77
DEF,Jacksonville Jaguars,JAX,LAC,3100,0.50%,16%,1%,1%,1.75
DEF,Kansas City Chiefs,KC,@NE,2200,0.50%,22%,1%,1%,1.75
WR,Terry McLaurin,WAS,@GB,5100,3.00%,35%,5%,5%,1.74
WR,Ted Ginn,NO,SF,3600,0.50%,18%,1%,1%,1.74
RB,Joe Mixon,CIN,@CLE,5800,3.00%,36%,6%,5%,1.73
WR,Tyrell Williams,OAK,TEN,5000,3.00%,32%,5%,5%,1.73
WR,Mike Williams,LAC,@JAX,4500,3.00%,36%,5%,5%,1.73
WR,Demarcus Robinson,KC,@NE,3300,0.50%,18%,1%,1%,1.73
QB,Ryan Fitzpatrick,MIA,@NYJ,6000,3.00%,39%,12%,5%,1.69
RB,Josh Jacobs,OAK,TEN,6500,3.00%,33%,6%,5%,1.66
RB,Nyheim Hines,IND,@TB,4300,0.50%,19%,1%,1%,1.63
TE,Ryan Griffin,NYJ,MIA,4100,3.00%,34%,3%,5%,1.63
TE,Mike Gesicki,MIA,@NYJ,4000,3.00%,36%,3%,5%,1.61
WR,Cole Beasley,BUF,BAL,5400,3.00%,32%,5%,5%,1.59
WR,Larry Fitzgerald,ARI,PIT,4700,3.00%,34%,5%,5%,1.55
WR,Kenny Stills,HOU,DEN,3700,0.50%,16%,1%,1%,1.54
WR,Dede Westbrook,JAX,LAC,5200,3.00%,32%,5%,5%,1.53
TE,Travis Kelce,KC,@NE,6200,7.50%,49%,7%,11%,1.52
DEF,Arizona Cardinals,ARI,PIT,2400,3.00%,35%,7%,5%,1.52
RB,Christian McCaffrey,CAR,@ATL,10300,27.50%,75%,46%,41%,1.5
QB,Jacoby Brissett,IND,@TB,6100,3.00%,36%,11%,4%,1.49
DEF,Green Bay Packers,GB,WAS,4000,12.50%,48%,27%,18%,1.44
WR,Breshad Perriman,TB,IND,3700,0.50%,16%,1%,1%,1.44
RB,Jalen Richard,OAK,TEN,3900,0.50%,20%,1%,1%,1.43
DEF,Miami Dolphins,MIA,@NYJ,3000,0.50%,15%,1%,1%,1.39
WR,DeVante Parker,MIA,@NYJ,6900,7.50%,43%,11%,10%,1.37
QB,Baker Mayfield,CLE,CIN,6300,3.00%,35%,10%,4%,1.37
RB,James White,NE,KC,5500,3.00%,36%,5%,4%,1.36
DEF,Houston Texans,HOU,DEN,3300,7.50%,40%,15%,10%,1.36
TE,Jeremy Sprinkle,WAS,@GB,2800,0.50%,17%,0%,1%,1.36
TE,Jordan Akins,HOU,DEN,2800,0.50%,17%,0%,1%,1.36
WR,Julio Jones,ATL,CAR,7500,7.50%,41%,10%,10%,1.35
WR,Marquise Brown,BAL,@BUF,4700,3.00%,30%,4%,4%,1.35
WR,Keenan Allen,LAC,@JAX,6600,7.50%,43%,10%,10%,1.34
RB,Aaron Jones,GB,WAS,6700,7.50%,43%,11%,10%,1.31
DEF,Atlanta Falcons,ATL,CAR,3000,3.00%,29%,6%,4%,1.31
RB,Kenyan Drake,ARI,PIT,5200,3.00%,34%,4%,4%,1.26
RB,Devin Singletary,BUF,BAL,5700,3.00%,32%,4%,4%,1.25
RB,David Johnson,ARI,PIT,4200,0.50%,16%,1%,1%,1.24
QB,Drew Brees,NO,SF,5900,3.00%,36%,9%,4%,1.22
DEF,Minnesota Vikings,MIN,DET,3800,12.50%,46%,22%,15%,1.22
TE,Darren Waller,OAK,TEN,5800,7.50%,46%,6%,9%,1.21
QB,Jimmy Garoppolo,SF,@NO,5600,3.00%,35%,9%,4%,1.21
RB,Brian Hill,ATL,CAR,4000,0.50%,17%,1%,1%,1.21
RB,Derrius Guice,WAS,@GB,4900,3.00%,34%,4%,4%,1.19
DEF,San Francisco 49ers,SF,@NO,2700,0.50%,16%,1%,1%,1.19
RB,Alexander Mattison,MIN,DET,4500,3.00%,33%,4%,4%,1.17
TE,Hunter Henry,LAC,@JAX,5100,7.50%,44%,6%,9%,1.16
WR,Pharoh Cooper,ARI,PIT,3300,0.50%,16%,1%,1%,1.16
WR,Tim Patrick,DEN,@HOU,3300,0.50%,15%,1%,1%,1.13
RB,Rex Burkhead,NE,KC,3400,0.50%,18%,1%,1%,1.12
DEF,Denver Broncos,DEN,@HOU,2500,0.50%,17%,1%,1%,1.12
WR,Tyler Boyd,CIN,@CLE,5900,7.50%,42%,9%,8%,1.11
TE,Kyle Rudolph,MIN,DET,4400,7.50%,42%,5%,8%,1.11
TE,Ben Watson,NE,KC,3000,0.50%,15%,0%,1%,1.1
TE,Foster Moreau,OAK,TEN,2500,0.50%,16%,0%,1%,1.1
WR,Jarvis Landry,CLE,CIN,6500,7.50%,39%,8%,8%,1.09
WR,Michael Thomas,NO,SF,8300,17.50%,56%,19%,19%,1.08
RB,Peyton Barber,TB,IND,4200,0.50%,15%,1%,1%,1.08
RB,Nick Chubb,CLE,CIN,8000,12.50%,47%,15%,13%,1.07
RB,Dalvin Cook,MIN,DET,9500,12.50%,41%,15%,13%,1.05
RB,Matt Breida,SF,@NO,4600,0.50%,14%,1%,1%,1.05
WR,Davante Adams,GB,WAS,8000,22.50%,61%,24%,23%,1.04
TE,C.J. Uzomah,CIN,@CLE,2700,0.50%,15%,0%,1%,1.04
WR,D.J. Moore,CAR,@ATL,7000,12.50%,48%,13%,13%,1
WR,Calvin Ridley,ATL,CAR,6700,7.50%,36%,8%,8%,1
TE,George Kittle,SF,@NO,5900,12.50%,52%,8%,13%,1
QB,Devlin Hodges,PIT,@ARI,5900,3.00%,30%,7%,3%,0.99
WR,Julian Edelman,NE,KC,7100,12.50%,46%,13%,12%,0.98
WR,D.J. Chark,JAX,LAC,6200,7.50%,37%,8%,7%,0.98
RB,Mark Ingram,BAL,@BUF,5900,7.50%,40%,8%,7%,0.97
WR,Willie Snead,BAL,@BUF,3400,0.50%,14%,1%,0%,0.97
WR,Curtis Samuel,CAR,@ATL,4900,7.50%,38%,7%,7%,0.96
WR,Chris Godwin,TB,IND,7300,17.50%,52%,17%,17%,0.95
DEF,Cleveland Browns,CLE,CIN,3600,12.50%,41%,17%,12%,0.95
WR,Robby Anderson,NYJ,MIA,5100,7.50%,39%,7%,7%,0.94
RB,Patrick Laird,MIA,@NYJ,4100,3.00%,34%,3%,3%,0.94
WR,Courtland Sutton,DEN,@HOU,6400,7.50%,36%,7%,7%,0.92
DEF,Pittsburgh Steelers,PIT,@ARI,3500,3.00%,22%,4%,3%,0.92
WR,Tyreek Hill,KC,@NE,8100,12.50%,42%,12%,11%,0.91
RB,Benny Snell Jr.,PIT,@ARI,6100,3.00%,26%,3%,3%,0.91
WR,Sammy Watkins,KC,@NE,4600,3.00%,26%,3%,3%,0.91
WR,Marvin Jones,DET,@MIN,5400,7.50%,37%,7%,7%,0.89
RB,J.D. McKissic,DET,@MIN,3600,0.50%,18%,0%,0%,0.89
QB,Lamar Jackson,BAL,@BUF,7400,12.50%,57%,27%,11%,0.87
RB,Adrian Peterson,WAS,@GB,4000,0.50%,15%,0%,0%,0.87
WR,Will Fuller,HOU,DEN,5500,7.50%,38%,7%,6%,0.86
QB,Jameis Winston,TB,IND,6400,7.50%,44%,16%,6%,0.85
WR,Jamison Crowder,NYJ,MIA,5300,7.50%,37%,7%,6%,0.85
RB,LeSean McCoy,KC,@NE,4400,3.00%,30%,3%,3%,0.84
WR,Laquon Treadwell,MIN,DET,3000,0.50%,14%,0%,0%,0.84
RB,Derrick Henry,TEN,@OAK,8200,17.50%,48%,16%,15%,0.83
DEF,Baltimore Ravens,BAL,@BUF,2900,7.50%,36%,9%,6%,0.83
RB,Austin Ekeler,LAC,@JAX,6300,7.50%,40%,7%,6%,0.82
WR,John Brown,BUF,BAL,6100,7.50%,35%,6%,6%,0.82
RB,Alvin Kamara,NO,SF,7000,17.50%,56%,16%,14%,0.81
QB,Patrick Mahomes,KC,@NE,7000,7.50%,43%,15%,6%,0.8
TE,Mark Andrews,BAL,@BUF,5600,7.50%,38%,4%,6%,0.8
DEF,New England Patriots,NE,KC,3000,3.00%,24%,4%,2%,0.8
DEF,Carolina Panthers,CAR,@ATL,2800,3.00%,25%,3%,2%,0.79
WR,Kenny Golladay,DET,@MIN,6700,7.50%,32%,6%,6%,0.78
RB,Melvin Gordon,LAC,@JAX,6400,17.50%,52%,15%,14%,0.78
QB,Sam Darnold,NYJ,MIA,6000,7.50%,42%,14%,6%,0.78
TE,Hayden Hurst,BAL,@BUF,2500,0.50%,14%,0%,0%,0.78
RB,Sony Michel,NE,KC,5600,3.00%,26%,3%,2%,0.77
TE,Jack Doyle,IND,@TB,4600,12.50%,46%,6%,10%,0.77
WR,DeAndre Hopkins,HOU,DEN,7400,17.50%,48%,14%,13%,0.76
WR,Mike Evans,TB,IND,7200,17.50%,47%,14%,13%,0.76
QB,Ryan Tannehill,TEN,@OAK,5800,7.50%,42%,14%,6%,0.76
DEF,New Orleans Saints,NO,SF,3100,3.00%,23%,3%,2%,0.76
WR,Deebo Samuel,SF,@NO,5600,7.50%,35%,6%,6%,0.75
WR,Zach Pascal,IND,@TB,5500,7.50%,34%,6%,6%,0.75
RB,Leonard Fournette,JAX,LAC,7800,22.50%,54%,18%,17%,0.74
WR,Olabisi Johnson,MIN,DET,3700,0.50%,12%,0%,0%,0.74
QB,Matt Ryan,ATL,CAR,6600,7.50%,42%,13%,5%,0.73
WR,TreQuan Smith,NO,SF,3200,0.50%,13%,0%,0%,0.73
WR,Phillip Dorsett,NE,KC,4400,0.50%,11%,0%,0%,0.71
TE,Nick Boyle,BAL,@BUF,2700,0.50%,13%,0%,0%,0.7
WR,Russell Gage,ATL,CAR,4800,3.00%,23%,2%,2%,0.69
TE,Vance McDonald,PIT,@ARI,4300,7.50%,34%,3%,5%,0.68
QB,Deshaun Watson,HOU,DEN,6500,12.50%,49%,20%,8%,0.66
WR,James Washington,PIT,@ARI,6000,7.50%,32%,5%,5%,0.66
DEF,Tampa Bay Buccaneers,TB,IND,2300,3.00%,27%,3%,2%,0.66
WR,Zay Jones,OAK,TEN,3400,0.50%,12%,0%,0%,0.65
RB,Devonta Freeman,ATL,CAR,5400,12.50%,44%,8%,8%,0.61
DEF,Oakland Raiders,OAK,TEN,2700,3.00%,24%,3%,2%,0.61
QB,Tom Brady,NE,KC,6100,7.50%,39%,11%,5%,0.6
WR,A.J. Brown,TEN,@OAK,5300,7.50%,31%,5%,4%,0.59
WR,Geronimo Allison,GB,WAS,3400,0.50%,12%,0%,0%,0.59
WR,Tevin Jones,PIT,@ARI,3000,0.50%,12%,0%,0%,0.54
TE,Cameron Brate,TB,IND,2900,0.50%,12%,0%,0%,0.54
WR,Odell Beckham,CLE,CIN,6300,17.50%,42%,10%,9%,0.53
QB,Aaron Rodgers,GB,WAS,6800,12.50%,45%,16%,6%,0.52
TE,Mo Alie-Cox,IND,@TB,2500,0.50%,12%,0%,0%,0.51
RB,Jamaal Williams,GB,WAS,4800,7.50%,34%,4%,4%,0.49
RB,Kareem Hunt,CLE,CIN,6600,7.50%,28%,4%,4%,0.48
WR,Stefon Diggs,MIN,DET,7600,17.50%,36%,8%,8%,0.46
DEF,Tennessee Titans,TEN,@OAK,2600,3.00%,22%,2%,1%,0.46
DEF,Los Angeles Chargers,LAC,@JAX,2800,3.00%,21%,2%,1%,0.45
DEF,New York Jets,NYJ,MIA,3200,7.50%,26%,5%,3%,0.43
QB,Kirk Cousins,MIN,DET,6700,12.50%,40%,13%,5%,0.41
WR,Jarius Wright,CAR,@ATL,3000,0.50%,11%,0%,0%,0.41
TE,Anthony Firkser,TEN,@OAK,2700,0.50%,11%,0%,0%,0.4
WR,Andy Isabella,ARI,PIT,3100,0.50%,10%,0%,0%,0.36
DEF,Detroit Lions,DET,@MIN,1900,0.50%,16%,0%,0%,0.34
RB,Gus Edwards,BAL,@BUF,4300,0.50%,9%,0%,0%,0.33
RB,Giovani Bernard,CIN,@CLE,4000,0.50%,10%,0%,0%,0.3
TE,Charles Clay,ARI,PIT,2700,0.50%,10%,0%,0%,0.3
TE,Jeff Heuerman,DEN,@HOU,2600,0.50%,10%,0%,0%,0.3
TE,Maxx Williams,ARI,PIT,2500,0.50%,10%,0%,0%,0.3
DEF,Washington Redskins,WAS,@GB,1700,0.50%,17%,0%,0%,0.3
TE,Matt LaCosse,NE,KC,2500,0.50%,10%,0%,0%,0.28
RB,Ty Montgomery,NYJ,MIA,4000,3.00%,17%,1%,1%,0.24
WR,Isaiah McKenzie,BUF,BAL,3300,0.50%,9%,0%,0%,0.24
DEF,Cincinnati Bengals,CIN,@CLE,2100,3.00%,22%,1%,1%,0.24
RB,Ty Johnson,DET,@MIN,3200,0.50%,10%,0%,0%,0.23
RB,Dare Ogunbowale,TB,IND,3100,0.50%,11%,0%,0%,0.22
RB,Bilal Powell,NYJ,MIA,3500,27.50%,42%,5%,5%,0.2
WR,Deon Cain,PIT,@ARI,3000,0.50%,8%,0%,0%,0.2
TE,Josh Hill,NO,SF,2500,0.50%,8%,0%,0%,0.19
TE,Andrew Beck,DEN,@HOU,2500,0.50%,8%,0%,0%,0.18
RB,Dion Lewis,TEN,@OAK,3500,0.50%,9%,0%,0%,0.17
WR,Seth Roberts,BAL,@BUF,3200,0.50%,8%,0%,0%,0.17
WR,Keelan Doss,OAK,TEN,3000,0.50%,8%,0%,0%,0.16
TE,Ian Thomas,CAR,@ATL,2500,17.50%,30%,2%,3%,0.15
TE,Marcedes Lewis,GB,WAS,2500,0.50%,7%,0%,0%,0.12
TE,Nick Vannett,PIT,@ARI,3000,0.50%,6%,0%,0%,0.11
RB,Chris Thompson,WAS,@GB,3300,0.50%,7%,0%,0%,0.1
WR,Isaiah Ford,MIA,@NYJ,3000,0.50%,7%,0%,0%,0.1
DEF,Buffalo Bills,BUF,BAL,2900,0.50%,6%,0%,0%,0.1
TE,Jesse James,DET,@MIN,2500,0.50%,7%,0%,0%,0.1
RB,Frank Gore,BUF,BAL,3800,0.50%,6%,0%,0%,0.08
WR,Cody Hollister,TEN,@OAK,3000,0.50%,6%,0%,0%,0.08
WR,Keelan Cole,JAX,LAC,3000,0.50%,6%,0%,0%,0.07
TE,Durham Smythe,MIA,@NYJ,2500,0.50%,6%,0%,0%,0.07
TE,Tyler Kroft,BUF,BAL,2500,0.50%,6%,0%,0%,0.07
WR,DaeSean Hamilton,DEN,@HOU,3200,0.50%,5%,0%,0%,0.06
WR,Miles Boykin,BAL,@BUF,3000,0.50%,5%,0%,0%,0.05
WR,N'Keal Harry,NE,KC,4000,0.50%,4%,0%,0%,0.04
TE,Jaeden Graham,ATL,CAR,3300,0.50%,4%,0%,0%,0.04
RB,Myles Gaskin,MIA,@NYJ,3300,0.50%,5%,0%,0%,0.04
TE,Demetrius Harris,CLE,CIN,2800,0.50%,4%,0%,0%,0.04
TE,Derek Carrier,OAK,TEN,2600,0.50%,5%,0%,0%,0.04
TE,Ben Koyack,JAX,LAC,2500,0.50%,5%,0%,0%,0.04
WR,Mohamed Sanu,NE,KC,5000,3.00%,5%,0%,0%,0.03
TE,Ross Dwelley,SF,@NO,2500,0.50%,4%,0%,0%,0.03
WR,Vyncint Smith,NYJ,MIA,3000,0.50%,4%,0%,0%,0.02
WR,Robert Foster,BUF,BAL,3000,0.50%,3%,0%,0%,0.02
TE,Tommy Sweeney,BUF,BAL,2500,0.50%,4%,0%,0%,0.02
TE,Virgil Green,LAC,@JAX,2500,0.50%,4%,0%,0%,0.02
TE,Hale Hentges,WAS,@GB,2500,0.50%,3%,0%,0%,0.02
TE,Tanner Hudson,TB,IND,2500,0.50%,3%,0%,0%,0.02
WR,Marquez Valdes-Scantling,GB,WAS,3900,0.50%,2%,0%,0%,0.01
RB,Chase Edmonds,ARI,PIT,3900,0.50%,2%,0%,0%,0.01
RB,Jordan Wilkins,IND,@TB,3700,0.50%,3%,0%,0%,0.01
WR,Braxton Berrios,NYJ,MIA,3000,0.50%,3%,0%,0%,0.01
RB,Kyle Juszczyk,SF,@NO,3000,0.50%,3%,0%,0%,0.01
WR,KhaDarel Hodge,CLE,CIN,3000,0.50%,2%,0%,0%,0.01
WR,Rashard Higgins,CLE,CIN,3000,0.50%,2%,0%,0%,0.01
RB,Ameer Abdullah,MIN,DET,3000,0.50%,3%,0%,0%,0.01
TE,Lee Smith,BUF,BAL,2500,0.50%,3%,0%,0%,0.01
RB,Ryquell Armstead,JAX,LAC,4300,0.50%,1%,0%,0%,0
RB,Reggie Bonnafon,CAR,@ATL,4000,0.50%,1%,0%,0%,0
WR,Alex Erickson,CIN,@CLE,3500,0.50%,1%,0%,0%,0
RB,Brandon Bolden,NE,KC,3100,0.50%,2%,0%,0%,0
WR,Marcell Ateman,OAK,TEN,3000,0.50%,2%,0%,0%,0
WR,Diontae Spencer,DEN,@HOU,3000,0.50%,2%,0%,0%,0
WR,Jake Kumerow,GB,WAS,3000,0.50%,2%,0%,0%,0
RB,C.J. Ham,MIN,DET,3000,0.50%,2%,0%,0%,0
WR,Andre Patton,LAC,@JAX,3000,0.50%,1%,0%,0%,0
RB,Justice Hill,BAL,@BUF,3000,0.50%,2%,0%,0%,0
RB,Kenjon Barner,ATL,CAR,3000,0.50%,2%,0%,0%,0
WR,Cam Sims,WAS,@GB,3000,0.50%,1%,0%,0%,0
WR,Fred Brown,DEN,@HOU,3000,0.50%,1%,0%,0%,0
WR,Andre Roberts,BUF,BAL,3000,0.50%,1%,0%,0%,0
RB,Keith Smith,ATL,CAR,3000,0.50%,1%,0%,0%,0
RB,Alec Ingold,OAK,TEN,3000,0.50%,1%,0%,0%,0
RB,Qadree Ollison,ATL,CAR,3000,0.50%,1%,0%,0%,0
RB,Derek Watt,LAC,@JAX,3000,0.50%,1%,0%,0%,0
