Andy Isabella,1.2,ARI,
KeeSean Johnson,1.25,ARI,
Maxx Williams,1.2,ARI,
Charles Clay,1.2,ARI,
Pharoh Cooper,1.001,ARI,
Luke Stocker,1.33,ATL,
Brandon Powell,0.0001,ATL,
Chris Moore,0.0001,BAL,
Jaleel Scott,0.0001,BAL,
Isaiah McKenzie,1.2,BUF,
Duke Williams,0.0001,BUF,
Tommy Sweeney,0.0001,BUF,
Jarius Wright,1.33,CAR,
Brandon Zylstra,0.0001,CAR,
Mike Davis,0.0001,CAR,
Stanley Morgan Jr.,5.5,CIN,
Alex Erickson,0.8,CIN,
Devin Smith,0.0001,DAL,
Cedrick Wilson,0.0001,DAL,
DaeSean Hamilton,0.8,DEN,
Fred Brown,0.8,DEN,
Diontae Spencer,2,DEN,
Tim Patrick,2,DEN,"Make sure he is in your projections,Appears to not be in the DK player pool"
Jeff Heuerman,0.0001,DEN,
Juwann Winfree,0.0001,DEN,
Keke Coutee,1.001,HOU,"Check if keke is active, had good practices might get another shot this week."
DeAndre Carter,1.001,HOU,
Will Fuller,0.0001,HOU,
Steven Mitchell,0.0001,HOU,
Marcus Johnson,1.6,IND,played 80% of snaps
Chester Rogers,0.9,IND,
Nyheim Hines,1.2,IND,
Parris Campbell,0.0001,IND,
T.Y. Hilton,0.0001,IND,
Jordan Wilkins,0.0001,IND,
Seth DeValve,0.0001,JAX,
Josh Oliver,1.5,JAX,
Albert Wilson,1.1,MIA,
Allen Hurns,1.33,MIA,
Jakeem Grant,0.5,MIA,
Olabisi Johnson,1.1,MIN,
Laquon Treadwell,1.2,MIN,Low snaps last week
Adam Thielen,0.0001,MIN,
N'Keal Harry,1.7,NE,Might make season debut
Ted Ginn,1.1,NO,
Tre'Quan Smith,1.25,NO,
Dan Arnold,0.0001,NO,
Austin Carr,0.0001,NO,
Deonte Harris,0.0001,NO,
Ryan Griffin,1.1,NYJ,
Zay Jones,1.2,OAK,
Nelson Agholor,1.2,PHI,"Alshon Jeffery, DeSean Jackson and Darren Sproles"
Mack Hollins,1.5,PHI,"Alshon Jeffery, DeSean Jackson and Darren Sproles"
Jordan Matthews,2,PHI,"Alshon Jeffery, DeSean Jackson and Darren Sproles"
J.J. Arcega-Whiteside,3,PHI,"Alshon Jeffery, DeSean Jackson and Darren Sproles"
Emmanuel Sanders,1,SF,Questionable
Breshad Perriman,1.75,TB,
Jordan Leggett,0.0001,TB,
Trey Quinn,1.25,WAS,
Kelvin Harmon,2,WAS,
Jeremy Sprinkle,1.45,WAS,
Paul Richardson,0.0001,WAS,
Chris Thompson,0.0001,WAS,
Vernon Davis,0.0001,WAS,
Miles Sanders,1.1,PHI,
Austin Hooper,0.0001,ATL,
James White,1.1,NE,
Atlanta Falcons,1.1,ATL,Fading these offenses
Carolina Panthers,1.1,CAR,Fading these offenses
Dallas Goedert,1.1,PHI,
