team,rank,day,mult
ARI,2,Sun,1
ATL,2,Sun,1
BAL,2,Sun,1
BUF,2,Sun,1
CAR,2,Sun,1
CHI,1,Sun,1
CIN,2,Sun,1
CLE,1,Sun,1
DAL,1,Sun,1
DEN,2,Sun,1
DET,1,Sun,1
GB,1,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,2,Sun,1
KC,2,Sun,1
LAC,2,Sun,1
LAR,2,Sun,1
MIA,2,Sun,1
MIN,1,Sun,1
NE,1,Sun,1
NO,2,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
OAK,2,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
SEA,2,Sun,1
SF,2,Sun,1
TB,2,Sun,1
TEN,2,Sun,1
WAS,1,Sun,1
