Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Chicago (CHI)CHI DST,CHI,NYG,1,5,1.5,0.9
2,Seattle (SEA)SEA DST,SEA,SF,1,12,2.7,1.8
3,Tennessee (TEN)TEN DST,TEN,NYJ,1,9,3.9,1.5
4,Kansas City (KC)KC DST,KC,OAK,2,10,5.1,1.9
5,Green Bay (GB)GB DST,GB,ARI,1,10,5.5,2.3
6,Denver (DEN)DEN DST,DEN,CIN,3,14,6.5,1.7
7,Houston (HOU)HOU DST,HOU,CLE,4,18,7.7,1.9
8,Miami (MIA)MIA DST,MIA,BUF,4,12,7.8,1.7
9,Los Angeles (LAR)LAR DST,LAR,DET,2,26,8.8,6.8
10,Philadelphia (PHI)PHI DST,PHI,WAS,5,16,9.9,1.6
11,Indianapolis (IND)IND DST,IND,JAC,5,16,10.6,1.2
12,Buffalo (BUF)BUF DST,BUF,MIA,5,15,11.2,1.7
13,Carolina (CAR)CAR DST,CAR,TB,6,17,13.8,1.1
14,New England (NE)NE DST,NE,MIN,12,18,14.5,1.3
15,Baltimore (BAL)BAL DST,BAL,ATL,11,21,14.9,1.9
16,New Orleans (NO)NO DST,NO,DAL,12,26,17.7,2.5
17,Washington (WAS)WAS DST,WAS,PHI,10,21,16.9,2.1
18,Pittsburgh (PIT)PIT DST,PIT,LAC,15,24,18.0,1.6
19,Jacksonville (JAC)JAC DST,JAC,IND,3,26,18.0,3.1
20,Cleveland (CLE)CLE DST,CLE,HOU,13,25,19.7,1.6
21,New York (NYJ)NYJ DST,NYJ,TEN,15,28,21.3,1.1
22,Minnesota (MIN)MIN DST,MIN,NE,16,27,21.8,2.6
23,New York (NYG)NYG DST,NYG,CHI,17,25,22.9,1.6
24,Cincinnati (CIN)CIN DST,CIN,DEN,14,26,22.7,2.5
25,Atlanta (ATL)ATL DST,ATL,BAL,16,29,24.1,2.9
26,Los Angeles (LAC)LAC DST,LAC,PIT,15,28,24.5,1.4
27,Arizona (ARI)ARI DST,ARI,GB,19,28,26.8,0.7
28,Dallas (DAL)DAL DST,DAL,NO,25,31,28.5,1.2
29,San Francisco (SF)SF DST,SF,SEA,24,31,28.8,0.9
30,Tampa Bay (TB)TB DST,TB,CAR,28,32,29.4,0.7
31,Detroit (DET)DET DST,DET,LAR,28,31,30.8,0.4
32,Oakland (OAK)OAK DST,OAK,KC,30,32,32.0,0.0
