Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,ATL,1,3,1.0,0.2,20.1,0.04
2,Tyreek Hill,KC,OAK,1,4,2.1,0.5,16.9,0.25
3,Davante Adams,GB,NYG,2,5,3.8,1.0,15.5,0.5
4,Chris Godwin,TB,JAC,1,12,4.1,1.7,15.2,2.89
5,Mike Evans,TB,JAC,3,8,4.9,1.3,15.1,0.563333333333
6,Julian Edelman,NE,HOU,5,10,6.9,1.1,14.5,0.242
7,D.J. Chark,JAC,TB,6,11,7.4,1.4,14.0,0.326666666667
8,D.J. Moore,CAR,WAS,4,10,7.8,1.4,13.4,0.49
9,Cooper Kupp,LAR,ARI,5,13,8.9,1.7,13.4,0.578
10,Tyler Lockett,SEA,MIN,4,21,9.7,1.9,13.4,0.9025
11,DeAndre Hopkins,HOU,NE,5,20,11.7,2.2,13.3,0.968
12,Calvin Ridley,ATL,NO,9,19,11.8,1.4,13.1,0.217777777778
13,Stefon Diggs,MIN,SEA,7,23,13.0,2.2,12.8,0.691428571429
14,Odell Beckham Jr.,CLE,PIT,11,26,15.1,2.5,12.8,0.568181818182
15,Allen Robinson,CHI,DET,7,21,16.2,1.7,12.5,0.412857142857
16,Jarvis Landry,CLE,PIT,11,39,16.3,2.1,12.5,0.400909090909
17,Keenan Allen,LAC,DEN,13,22,17.2,1.6,12.5,0.196923076923
18,John Brown,BUF,DAL,13,27,17.9,1.7,12.2,0.222307692308
19,Amari Cooper,DAL,BUF,12,24,18.3,2.1,11.9,0.3675
20,Devante Parker,MIA,PHI,17,31,20.6,2.2,11.6,0.284705882353
21,Tyler Boyd,CIN,NYJ,19,37,22.4,2.7,11.6,0.383684210526
22,Courtland Sutton,DEN,LAC,18,28,23.4,2.7,11.5,0.405
23,Christian Kirk,ARI,LAR,13,50,24.6,2.8,11.4,0.603076923077
24,Jamison Crowder,NYJ,CIN,22,32,25.0,2.3,11.4,0.240454545455
25,Michael Gallup,DAL,BUF,20,30,25.3,2.6,11.2,0.338
26,Robert Woods,LAR,ARI,15,36,25.9,3.5,11.1,0.816666666667
27,D.K. Metcalf,SEA,MIN,15,36,27.1,2.0,11.1,0.266666666667
28,Sammy Watkins,KC,OAK,21,48,30.6,4.5,11.1,0.964285714286
29,Terry McLaurin,WAS,CAR,22,39,31.2,2.5,10.9,0.284090909091
30,Kenny Golladay,DET,CHI,24,41,31.8,2.8,10.5,0.326666666667
31,Tyrell Williams,OAK,KC,24,58,32.6,4.2,10.3,0.735
