Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Travis Kelce,KC,OAK,1,1,1.0,0.0,14.5,0.0
2,George Kittle,SF,BAL,2,4,2.8,0.7,12.8,0.245
3,Zach Ertz,PHI,MIA,2,11,3.4,2.1,11.7,2.205
4,Hunter Henry,LAC,DEN,2,5,3.7,0.9,11.0,0.405
5,Darren Waller,OAK,KC,2,7,4.7,0.8,10.8,0.32
6,Mark Andrews,BAL,SF,4,9,6.6,1.0,10.5,0.25
7,Jared Cook,NO,ATL,5,11,6.9,1.1,8.4,0.242
8,Greg Olsen,CAR,WAS,7,12,7.9,0.5,8.2,0.0357142857143
9,Dallas Goedert,PHI,MIA,4,16,9.7,1.4,8.1,0.49
10,Jack Doyle,IND,TEN,6,15,10.1,1.1,7.6,0.201666666667
11,Ryan Griffin,NYJ,CIN,6,18,10.3,1.2,8.0,0.24
12,Jacob Hollister,SEA,MIN,10,15,12.5,1.2,7.1,0.144
13,Kyle Rudolph,MIN,SEA,11,21,13.6,1.6,6.8,0.232727272727
14,Noah Fant,DEN,LAC,8,24,14.0,0.9,6.6,0.10125
15,Tyler Higbee,LAR,ARI,5,27,14.7,3.7,6.4,2.738
16,Mike Gesicki,MIA,PHI,11,20,15.4,1.3,6.2,0.153636363636
17,Vance McDonald,PIT,CLE,13,27,17.3,1.4,6.2,0.150769230769
18,Jimmy Graham,GB,NYG,15,24,19.1,1.9,6.1,0.240666666667
19,Jason Witten,DAL,BUF,18,29,21.0,2.6,6.0,0.375555555556
20,Darren Fells,HOU,NE,17,29,21.3,2.7,5.9,0.428823529412
21,Jonnu Smith,TEN,IND,15,29,21.4,3.9,5.7,1.014
22,Dawson Knox,BUF,DAL,14,26,21.7,2.1,5.4,0.315
23,T.J. Hockenson,DET,CHI,18,27,22.6,2.4,5.4,0.32
24,Irv Smith Jr.,MIN,SEA,14,32,23.7,3.1,5.3,0.686428571429
25,Tyler Eifert,CIN,NYJ,19,29,24.5,1.7,5.2,0.152105263158
26,Jaeden Graham,ATL,NO,18,32,25.9,3.3,4.9,0.605
27,Benjamin Watson,NE,HOU,20,33,27.3,2.8,4.7,0.392
28,O.J. Howard,TB,JAC,20,32,28.1,1.9,4.5,0.1805
29,Cameron Brate,TB,JAC,22,37,29.8,4.1,4.4,0.764090909091
30,Jordan Akins,HOU,NE,28,36,32.5,2.1,4.4,0.1575
31,Kaden Smith,NYG,GB,15,39,27.1,5.9,4.4,2.32066666667
32,Jeremy Sprinkle,WAS,CAR,30,38,33.4,2.1,4.2,0.147
33,Nick Boyle,BAL,SF,28,38,31.7,2.5,3.9,0.223214285714
34,Blake Jarwin,DAL,BUF,28,41,33.0,3.0,3.6,0.321428571429
35,Nick O'Leary,JAC,TB,25,56,35.2,8.9,3.6,3.1684
36,Mo Alie-Cox,IND,TEN,32,43,35.3,2.7,3.5,0.2278125
37,Foster Moreau,OAK,KC,34,39,36.4,1.3,3.5,0.0497058823529
38,Hayden Hurst,BAL,SF,32,40,37.1,1.9,3.4,0.1128125
39,C.J. Uzomah,CIN,NYJ,36,46,41.7,2.2,3.3,0.134444444444
40,Maxx Williams,ARI,LAR,37,47,42.0,2.9,3.4,0.227297297297
41,Anthony Firkser,TEN,IND,38,72,45.4,10.1,3.2,2.68447368421
42,Charles Clay,ARI,LAR,39,47,43.4,2.3,3.2,0.135641025641
43,Demetrius Harris,CLE,PIT,29,44,40.1,2.4,3.1,0.198620689655
44,Josh Hill,NO,ATL,39,49,42.7,2.8,3.3,0.201025641026
45,Ross Dwelley,SF,BAL,29,61,49.0,7.8,3.1,2.09793103448
46,Matt LaCosse,NE,HOU,38,56,46.5,4.6,2.8,0.556842105263
47,Logan Thomas,DET,CHI,41,53,48.0,2.4,2.8,0.140487804878
48,J.P. Holtz,CHI,DET,35,61,50.0,8.7,2.7,2.16257142857
49,Tyler Kroft,BUF,DAL,49,54,51.7,1.5,2.5,0.0459183673469
50,Ben Koyack,JAC,TB,46,56,52.0,2.6,2.5,0.146956521739
51,Nick Vannett,PIT,CLE,45,69,53.5,7.6,2.4,1.28355555556
52,Ricky Seals-Jones,CLE,PIT,46,61,54.2,4.7,2.2,0.480217391304
53,David Njoku,CLE,PIT,17,34,27.3,7.4,2.3,3.22117647059
54,Scott Simonson,NYG,GB,48,74,58.3,8.7,2.2,1.576875
55,Virgil Green,LAC,DEN,51,64,58.7,4.0,2.1,0.313725490196
56,Marcedes Lewis,GB,NYG,49,70,58.8,6.8,2.1,0.943673469388
57,Jesse James,DET,CHI,51,67,58.8,5.8,2.1,0.659607843137
58,Ben Braunecker,CHI,DET,31,36,34.0,2.2,2.1,0.156129032258
59,Ian Thomas,CAR,WAS,47,67,61.5,4.2,2.1,0.375319148936
60,Johnny Mundt,LAR,ARI,44,75,57.2,11.2,2.0,2.85090909091
61,Luke Willson,SEA,MIN,48,66,57.2,6.0,2.0,0.75
62,Lee Smith,BUF,DAL,56,79,63.2,7.9,1.8,1.11446428571
63,Hale Hentges,WAS,CAR,54,90,63.7,12.0,1.8,2.66666666667
64,Durham Smythe,MIA,PHI,55,79,65.2,7.8,1.6,1.10618181818
65,Derek Carrier,OAK,KC,45,71,61.0,8.0,1.8,1.42222222222
66,MyCole Pruitt,TEN,IND,48,70,63.4,5.8,1.6,0.700833333333
67,Andrew Beck,DEN,LAC,58,88,68.0,9.9,1.6,1.68982758621
68,Blake Bell,KC,OAK,57,75,65.0,6.2,1.5,0.674385964912
69,Deon Yelder,KC,OAK,46,82,65.4,11.5,1.5,2.875
70,Robert Tonyan,GB,NYG,54,76,66.4,7.4,1.5,1.01407407407
71,Daniel Brown,NYJ,CIN,57,74,67.0,5.5,1.4,0.530701754386
72,Jordan Thomas,HOU,NE,36,68,56.3,14.4,1.4,5.76
73,Jesper Horsted,CHI,DET,40,43,41.5,1.5,1.1,0.05625
74,Troy Fumagalli,DEN,LAC,59,74,69.2,5.4,1.4,0.494237288136
75,Garrett Celek,SF,BAL,65,77,69.8,4.3,1.3,0.284461538462
76,Jeff Heuerman,DEN,LAC,50,77,60.0,12.1,1.3,2.9282
77,Chris Manhertz,CAR,WAS,65,73,69.0,3.5,1.2,0.188461538462
78,Trevon Wesco,NYJ,CIN,72,84,75.0,4.6,1.2,0.293888888889
79,Ross Travis,IND,TEN,55,79,67.3,9.8,1.2,1.74618181818
80,Tanner Hudson,TB,JAC,63,84,73.8,7.9,1.1,0.990634920635
81,Dalton Schultz,DAL,BUF,74,81,77.2,2.8,1.1,0.105945945946
82,Tyrone Swoopes,SEA,MIN,57,82,72.3,11.0,1.1,2.12280701754
83,Tommy Sweeney,BUF,DAL,60,87,73.3,11.0,1.0,2.01666666667
84,Levine Toilolo,SF,BAL,59,75,67.0,8.0,1.0,1.08474576271
85,Carson Meier,ATL,NO,60,80,70.0,10.0,1.0,1.66666666667
86,Clive Walford,MIA,PHI,64,76,70.0,6.0,1.0,0.5625
87,Jace Sternberger,GB,NYG,59,86,76.7,12.5,0.9,2.64830508475
88,Pharaoh Brown,CLE,PIT,73,81,77.0,4.0,0.9,0.219178082192
89,Tyler Conklin,MIN,SEA,80,83,81.5,1.5,0.8,0.028125
