Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,20.1,99.2,0.8,6.1,52.2,0.3,0.2,24.3
Dalvin Cook,MIN,17.9,84.6,0.7,4.8,41.1,0.1,0.2,19.3
Alvin Kamara,NO,12.5,60.1,0.5,6.3,50.6,0.2,0.1,18.2
Leonard Fournette,JAC,18.2,74.9,0.6,4.8,33.0,0.1,0.2,17.2
Ezekiel Elliott,DAL,20.4,90.0,0.6,3.0,25.3,0.1,0.2,17.1
Le'Veon Bell,NYJ,17.5,70.9,0.6,4.8,38.8,0.1,0.2,16.9
Saquon Barkley,NYG,16.1,72.4,0.5,4.6,36.5,0.1,0.1,16.7
Aaron Jones,GB,14.0,65.0,0.7,3.1,27.5,0.1,0.1,15.7
Todd Gurley,LAR,17.2,73.0,0.7,2.9,24.4,0.1,0.1,15.7
Josh Jacobs,OAK,18.2,84.6,0.6,2.3,18.3,0.1,0.1,15.5
Derrick Henry,TEN,19.1,88.1,0.7,1.6,13.7,0.1,0.1,15.4
Nick Chubb,CLE,17.7,84.6,0.6,2.2,16.9,0.1,0.2,15.0
Melvin Gordon,LAC,17.1,71.3,0.6,2.6,21.2,0.1,0.1,14.6
Phillip Lindsay,DEN,14.0,66.3,0.5,2.6,19.3,0.1,0.1,13.2
Mark Ingram,BAL,14.1,67.5,0.6,2.0,14.9,0.1,0.1,13.2
Miles Sanders,PHI,12.0,58.4,0.4,2.9,31.7,0.1,0.1,13.1
Chris Carson,SEA,14.3,63.5,0.5,2.6,18.9,0.1,0.2,12.6
Devin Singletary,BUF,11.6,53.5,0.4,2.9,24.0,0.1,0.1,12.2
Jonathan Williams,IND,15.7,65.0,0.5,1.7,11.8,0.0,0.1,11.7
Kenyan Drake,ARI,12.4,50.4,0.4,3.1,23.4,0.1,0.1,11.4
Joe Mixon,CIN,17.2,68.2,0.3,2.2,16.9,0.1,0.1,11.4
David Montgomery,CHI,15.5,58.7,0.4,2.0,16.9,0.0,0.1,11.0
Tarik Cohen,CHI,6.5,25.8,0.1,4.5,35.8,0.4,0.1,11.0
LeSean McCoy,KC,11.2,47.4,0.4,2.6,20.4,0.1,0.1,10.8
James White,NE,6.1,24.6,0.1,4.3,36.2,0.3,0.1,10.5
Austin Ekeler,LAC,5.8,25.9,0.1,4.2,39.4,0.2,0.1,10.5
Devonta Freeman,ATL,12.4,48.0,0.2,3.3,25.7,0.1,0.1,10.4
Sony Michel,NE,15.2,59.6,0.5,1.0,8.2,0.0,0.1,10.4
Ronald Jones II,TB,12.1,50.0,0.3,2.4,19.1,0.1,0.1,9.8
Tevin Coleman,SF,12.4,51.8,0.2,2.3,17.3,0.1,0.1,9.8
Jamaal Williams,GB,9.8,40.6,0.1,3.0,22.2,0.1,0.1,9.3
Latavius Murray,NO,10.4,42.8,0.3,2.2,15.2,0.1,0.1,8.8
Kareem Hunt,CLE,7.3,31.9,0.1,3.2,27.4,0.1,0.1,8.6
Carlos Hyde,HOU,13.7,60.8,0.2,1.1,7.2,0.0,0.1,8.5
Bo Scarbrough,DET,15.1,60.7,0.3,0.9,5.9,0.0,0.2,8.5
Derrius Guice,WAS,10.7,44.2,0.1,2.5,18.0,0.0,0.1,8.3
Benny Snell Jr.,PIT,12.8,54.2,0.2,1.4,9.3,0.0,0.1,8.2
Jaylen Samuels,PIT,5.0,18.8,0.1,4.3,28.2,0.1,0.1,7.7
Duke Johnson,HOU,5.5,25.6,0.1,3.0,27.6,0.1,0.1,7.5
Royce Freeman,DEN,8.6,37.9,0.1,2.4,15.8,0.0,0.1,7.5
Nyheim Hines,IND,4.9,18.3,0.1,3.9,29.0,0.0,0.1,7.3
Kalen Ballage,MIA,10.3,35.6,0.1,2.1,13.9,0.0,0.1,6.7
Adrian Peterson,WAS,11.7,45.6,0.1,1.5,10.3,0.0,0.1,6.7
Rashaad Penny,SEA,9.3,43.2,0.2,1.1,9.0,0.0,0.1,6.7
Darrel Williams,KC,8.8,33.3,0.2,1.5,12.8,0.0,0.1,6.5
Peyton Barber,TB,9.0,34.5,0.1,1.4,8.9,0.0,0.1,5.9
Frank Gore,BUF,9.3,36.6,0.1,1.4,9.2,0.0,0.1,5.6
David Johnson,ARI,5.8,23.1,0.1,2.0,15.3,0.1,0.1,5.4
Rex Burkhead,NE,5.0,19.8,0.1,2.1,17.7,0.0,0.1,5.4
Jalen Richard,OAK,2.5,11.2,0.0,3.1,23.9,0.0,0.1,5.1
Patrick Laird,MIA,4.1,15.4,0.1,2.4,18.7,0.0,0.1,5.0
Raheem Mostert,SF,7.1,30.5,0.1,1.3,9.4,0.0,0.1,5.0
Chase Edmonds,ARI,5.0,20.6,0.1,1.8,12.2,0.0,0.1,4.9
Giovani Bernard,CIN,4.2,14.7,0.0,2.3,18.3,0.0,0.0,4.7
Chris Thompson,WAS,3.3,12.5,0.0,2.2,18.3,0.1,0.1,4.5
Jay Ajayi,PHI,6.6,27.4,0.1,1.0,6.3,0.0,0.1,4.5
J.D. McKissic,DET,3.3,15.1,0.0,2.1,16.6,0.0,0.0,4.4
Gus Edwards,BAL,7.5,35.7,0.1,0.4,1.2,0.0,0.0,4.3
Myles Gaskin,MIA,4.8,17.5,0.1,1.7,10.9,0.0,0.0,4.1
Tony Pollard,DAL,5.0,21.1,0.1,1.4,8.4,0.0,0.0,4.1
Dare Ogunbowale,TB,1.8,6.5,0.1,2.1,16.3,0.0,0.0,3.8
Dion Lewis,TEN,3.4,13.6,0.0,2.1,12.4,0.0,0.1,3.8
Ty Johnson,DET,4.9,18.0,0.0,1.4,8.0,0.0,0.1,3.5
DeAndre Washington,OAK,4.0,14.8,0.1,1.4,9.2,0.0,0.1,3.4
Bilal Powell,NYJ,5.2,21.0,0.0,0.9,5.9,0.0,0.1,3.3
Alexander Mattison,MIN,6.0,25.9,0.1,0.5,2.6,0.0,0.1,3.3
Ryquell Armstead,JAC,3.9,13.8,0.1,1.2,7.4,0.0,0.0,3.3
Brian Hill,ATL,4.2,17.1,0.0,1.1,7.0,0.0,0.1,3.3
Jordan Wilkins,IND,4.4,19.8,0.1,0.9,6.0,0.0,0.1,3.3
Kerrith Whyte,PIT,3.4,12.6,0.1,1.0,6.2,0.0,0.0,3.0
Qadree Ollison,ATL,4.2,14.5,0.1,0.9,5.0,0.0,0.0,2.7
Malcolm Brown,LAR,4.4,18.0,0.1,0.3,3.0,0.0,0.0,2.7
Trey Edmunds,PIT,3.4,12.7,0.0,0.8,4.8,0.0,0.0,2.4
Ty Montgomery,NYJ,2.9,10.6,0.0,1.0,6.4,0.0,0.0,2.3
Kyle Juszczyk,SF,0.4,1.4,0.0,1.7,14.3,0.0,0.1,2.3
Justice Hill,BAL,3.6,14.3,0.0,0.6,3.3,0.0,0.1,2.2
Darrell Henderson,LAR,3.1,12.1,0.0,0.7,4.8,0.0,0.0,2.1
Wayne Gallman,NYG,2.5,9.1,0.0,0.9,5.8,0.0,0.0,2.1
Brandon Bolden,NE,1.5,6.7,0.1,0.8,5.4,0.0,0.0,2.0
Jeff Wilson,SF,3.4,11.5,0.1,0.6,2.8,0.0,0.1,2.0
Reggie Bonnafon,CAR,3.1,12.7,0.0,0.4,2.5,0.0,0.0,1.9
Boston Scott,PHI,3.1,11.1,0.0,0.6,2.6,0.0,0.0,1.9
Wendell Smallwood,WAS,1.8,6.4,0.0,0.9,5.5,0.0,0.0,1.6
Darwin Thompson,KC,2.4,8.4,0.0,0.4,2.1,0.0,0.0,1.5
CJ Ham,MIN,1.2,3.7,0.0,0.8,4.8,0.0,0.0,1.4
Kenjon Barner,ATL,1.5,5.2,0.0,0.7,3.4,0.0,0.0,1.2
