"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Darren Waller",LV,"1","2","1.1","0.3"
"2","T.J. Hockenson",DET,"1","4","2.0","0.4"
"3","Noah Fant",DEN,"2","9","4.0","1.3"
"4","Dallas Goedert",PHI,"3","13","4.5","1.6"
"5","Evan Engram",NYG,"3","10","5.5","1.5"
"6","Rob Gronkowski",TB,"3","11","6.7","1.7"
"7","Mark Andrews",BAL,"2","17","7.0","2.2"
"8","Hunter Henry",LAC,"3","12","7.8","1.8"
"9","Eric Ebron",PIT,"4","14","8.9","1.8"
"10","Austin Hooper",CLE,"7","21","11.5","2.8"
"11","Jared Cook",NO,"7","18","12.2","3.1"
"12","Mike Gesicki",MIA,"6","23","12.8","2.1"
"13","Jimmy Graham",CHI,"3","19","12.8","2.0"
"14","Jonnu Smith",TEN,"6","17","13.0","2.2"
"15","Trey Burton",IND,"11","24","14.7","2.4"
"16","Robert Tonyan",GB,"9","21","15.0","2.3"
"17","Logan Thomas",WAS,"10","20","16.2","1.5"
"18","Jordan Reed",SF,"6","25","18.1","1.9"
"19","Gerald Everett",LAR,"9","32","19.6","3.0"
"20","Tyler Higbee",LAR,"7","25","19.9","2.8"
"21","Jordan Akins",HOU,"17","34","22.5","3.0"
"22","Mo Alie-Cox",IND,"13","27","21.8","3.1"
"23","Ross Dwelley",SF,"20","28","24.0","2.5"
"24","Darren Fells",HOU,"19","35","26.2","3.5"
"25","Tyler Eifert",JAC,"20","32","26.0","2.7"
"26","Greg Olsen",SEA,"22","31","27.3","2.4"
"27","Kyle Rudolph",MIN,"19","35","25.4","4.8"
"28","Jacob Hollister",SEA,"19","35","27.3","3.3"
"29","Anthony Firkser",TEN,"20","60","30.1","7.5"
"30","Drew Sample",CIN,"24","36","29.9","3.1"
"31","Ian Thomas",CAR,"27","40","30.4","3.0"
"32","Harrison Bryant",CLE,"24","38","30.5","3.2"
"33","David Njoku",CLE,"31","44","35.5","3.2"
"34","James O'Shaughnessy",JAC,"30","49","36.1","4.5"
"35","Dawson Knox",BUF,"25","44","35.2","4.9"
"36","Will Dissly",SEA,"22","39","34.8","3.2"
"37","Dan Arnold",ARI,"29","44","36.6","3.5"
"38","Jace Sternberger",GB,"27","45","39.0","3.5"
"39","Nick Boyle",BAL,"28","46","35.8","4.1"
"40","Cole Kmet",CHI,"31","58","42.4","7.7"
"41","Cameron Brate",TB,"35","50","43.3","4.1"
"42","Richard Rodgers",PHI,"29","68","45.5","8.0"
"43","Jason Witten",LV,"37","51","42.9","3.0"
"44","Adam Shaheen",MIA,"40","52","45.9","3.4"
"45","Tyler Kroft",BUF,"32","49","40.8","4.5"
"46","Jesse James",DET,"42","50","46.0","2.1"
"47","Adam Trautman",NO,"40","55","48.9","3.2"
"48","Kaden Smith",NYG,"37","48","46.4","1.6"
"49","Durham Smythe",MIA,"37","62","47.0","7.9"
"50","Darrell Daniels",ARI,"39","63","50.1","5.3"
"51","Marcedes Lewis",GB,"37","55","50.4","4.5"
"52","Nick Vannett",DEN,"35","56","51.4","3.6"
"53","Donald Parham Jr.",LAC,"45","55","51.7","2.2"
"54","Foster Moreau",LV,"47","55","52.1","2.1"
"55","Ryan Izzo",NE,"31","75","52.7","9.6"
"56","Maxx Williams",ARI,"43","57","53.5","3.3"
"57","Josh Hill",NO,"50","60","54.9","2.9"
"58","Chris Manhertz",CAR,"56","65","59.6","2.4"
"59","Demetrius Harris",CHI,"59","66","62.0","2.4"
"60","Cethan Carter",CIN,"58","59","59.0","0.0"
"61","Tyler Conklin",MIN,"36","68","59.2","8.9"
"62","Vance McDonald",PIT,"40","63","55.3","9.0"
"63","Johnny Mundt",LAR,"38","70","60.2","11.5"
"64","Zach Gentry",PIT,"56","64","58.8","3.1"
"65","Gabe Nabers",LAC,"57","74","64.2","5.7"
"66","Jeremy Sprinkle",WAS,"61","72","64.6","4.1"
"67","Levine Toilolo",NYG,"60","65","62.0","2.1"
"68","Geoff Swaim",TEN,"57","68","63.0","4.5"
"69","Noah Togiai",IND,"59","74","68.3","5.8"
"70","Lee Smith",BUF,"57","61","59.0","2.0"
"71","J.P. Holtz",CHI,"64","70","67.0","2.5"
"72","Colin Thompson",CAR,"70","72","71.0","0.7"
"73","Tanner Hudson",TB,"66","76","69.7","4.5"
"74","Pharaoh Brown",HOU,"69","73","70.3","1.9"
"75","Temarrick Hemingway",WAS,"69","80","73.5","4.0"
"76","Stephen Anderson",LAC,"64","73","68.5","4.5"
"77","Derek Carrier",LV,"67","76","71.5","4.5"
"78","Ben Ellefson",JAC,"71","83","75.7","5.3"
"79","Charlie Woerner",SF,"74","78","75.7","1.7"
"80","Tyler Davis",JAC,"70","79","74.5","4.5"
"81","Mason Schreck",CIN,"75","79","77.0","1.6"
"82","Isaac Nauta",DET,"75","81","77.3","2.6"
"83","Jordan Thomas",NE,"77","77","77.0","0.0"
