"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Alvin Kamara",NO,"1","3","1.9","0.3"
"2","Dalvin Cook",MIN,"1","5","1.9","1.1"
"3","Aaron Jones",GB,"1","5","2.3","1.0"
"4","James Robinson",JAC,"4","13","4.9","1.9"
"5","Derrick Henry",TEN,"4","16","6.6","2.5"
"6","Kareem Hunt",CLE,"4","15","8.1","1.1"
"7","Miles Sanders",PHI,"4","14","9.0","3.0"
"8","Mike Davis",CAR,"4","21","9.5","2.0"
"9","James Conner",PIT,"3","14","9.6","3.2"
"10","Josh Jacobs",LV,"5","16","9.8","3.6"
"11","Antonio Gibson",WAS,"8","18","10.9","2.2"
"12","Nick Chubb",CLE,"2","20","11.0","4.3"
"13","Duke Johnson Jr.",HOU,"7","47","11.0","5.8"
"14","D'Andre Swift",DET,"11","19","14.5","1.7"
"15","Chase Edmonds",ARI,"6","33","15.2","4.7"
"16","Giovani Bernard",CIN,"7","40","15.7","5.6"
"17","Leonard Fournette",TB,"12","25","16.3","2.3"
"18","Darrell Henderson",LAR,"11","25","18.6","2.3"
"19","Melvin Gordon III",DEN,"12","23","18.7","2.0"
"20","Jerick McKinnon",SF,"12","26","18.8","2.2"
"21","J.D. McKissic",WAS,"14","35","20.8","3.0"
"22","Zack Moss",BUF,"18","34","23.2","3.0"
"23","Ronald Jones II",TB,"18","34","23.4","2.6"
"24","Jonathan Taylor",IND,"18","39","25.5","3.7"
"25","Wayne Gallman",NYG,"18","34","25.5","2.9"
"26","Phillip Lindsay",DEN,"22","39","25.9","2.2"
"27","DeeJay Dallas",SEA,"18","60","28.4","4.8"
"28","J.K. Dobbins",BAL,"18","48","28.9","5.3"
"29","Jamaal Williams",GB,"22","43","29.1","4.6"
"30","Devin Singletary",BUF,"21","39","30.7","3.1"
"31","Nyheim Hines",IND,"28","41","31.1","2.1"
"32","James White",NE,"24","43","32.9","4.0"
"33","Jordan Wilkins",IND,"27","45","33.2","3.3"
"34","Damien Harris",NE,"25","44","35.2","3.3"
"35","Joshua Kelley",LAC,"27","48","36.6","2.7"
"36","Rex Burkhead",NE,"34","53","38.6","3.4"
"37","Latavius Murray",NO,"29","54","39.0","3.2"
"38","Gus Edwards",BAL,"19","63","39.6","8.3"
"39","Malcolm Brown",LAR,"27","50","39.7","4.4"
"40","Kalen Ballage",LAC,"23","51","41.0","4.4"
"41","Travis Homer",SEA,"27","71","41.1","7.9"
"42","Kenyan Drake",ARI,"19","64","37.0","11.8"
"43","Adrian Peterson",DET,"27","50","44.6","2.8"
"44","Troymaine Pope",LAC,"29","62","43.2","7.9"
"45","Salvon Ahmed",MIA,"29","68","47.8","7.5"
"46","JaMycal Hasty",SF,"20","55","47.9","2.9"
"47","Jordan Howard",MIA,"35","73","48.4","8.1"
"48","Alexander Mattison",MIN,"45","59","50.8","3.5"
"49","Mark Ingram II",BAL,"28","79","47.1","9.0"
"50","Ryan Nall",CHI,"31","70","49.5","8.7"
"51","Chris Thompson",JAC,"43","55","48.5","3.0"
"52","Boston Scott",PHI,"39","72","53.3","5.5"
"53","Devontae Booker",LV,"45","55","50.7","3.0"
"54","Kerryon Johnson",DET,"40","61","53.9","4.2"
"55","Dion Lewis",NYG,"42","65","56.2","2.5"
"56","Jalen Richard",LV,"44","66","54.5","3.4"
"57","Tyler Ervin",GB,"31","64","53.3","4.1"
"58","Cam Akers",LAR,"46","75","59.9","4.4"
"59","Benny Snell Jr.",PIT,"50","68","61.9","3.4"
"60","Patrick Laird",MIA,"44","70","58.0","4.4"
"61","Anthony McFarland Jr.",PIT,"55","72","61.5","4.0"
"62","Kyle Juszczyk",SF,"51","69","59.4","4.5"
"63","Alfred Morris",NYG,"52","72","63.5","4.2"
"64","Jeremy McNichols",TEN,"56","77","69.8","3.1"
"65","DeAndre Washington",MIA,"22","85","64.4","9.4"
"66","Samaje Perine",CIN,"50","77","67.4","5.5"
"67","Peyton Barber",WAS,"59","74","66.5","3.4"
"68","D'Onta Foreman",TEN,"59","83","73.0","3.7"
"69","Alex Collins",SEA,"61","100","70.8","7.0"
"70","Trenton Cannon",CAR,"58","86","69.4","5.7"
"71","Jaylen Samuels",PIT,"45","78","68.2","6.5"
"72","Buddy Howell",HOU,"59","88","73.0","10.0"
"73","Corey Clement",PHI,"61","87","73.2","5.2"
"74","LeSean McCoy",TB,"57","85","73.8","6.5"
"75","Lamar Miller",CHI,"46","100","64.2","16.5"
"76","Alec Ingold",LV,"60","81","72.1","4.7"
"77","Royce Freeman",DEN,"59","82","74.8","5.1"
"78","D.J. Foster",ARI,"74","89","81.1","4.4"
"79","Jakob Johnson",NE,"63","82","77.6","3.5"
"80","D'Ernest Johnson",CLE,"60","92","79.2","5.9"
"81","Matt Breida",MIA,"37","100","66.3","18.7"
"82","C.J. Ham",MIN,"64","91","78.0","5.1"
"83","Justice Hill",BAL,"69","91","78.1","5.8"
"84","Alex Armah",CAR,"72","94","82.6","5.5"
"85","Ameer Abdullah",MIN,"77","98","84.8","6.0"
"86","Patrick Ricard",BAL,"73","89","83.3","4.2"
"87","AJ Dillon",GB,"60","92","83.0","8.7"
"88","Dare Ogunbowale",JAC,"73","88","84.0","4.1"
"89","Eno Benjamin",ARI,"75","99","86.2","5.5"
"90","Sony Michel",NE,"73","97","86.7","7.5"
"91","C.J. Prosise",HOU,"67","105","86.5","11.4"
"92","Artavis Pierce",CHI,"70","102","84.3","13.1"
"93","Ke'Shawn Vaughn",TB,"85","94","90.3","2.6"
"94","Elijhaa Penny",NYG,"82","93","89.1","2.9"
"95","Reggie Gilliam",BUF,"81","96","91.9","3.9"
"96","Lynn Bowden Jr.",MIA,"74","98","86.3","8.8"
"97","Andy Janovich",CLE,"78","93","88.3","4.3"
"98","Dontrell Hilliard",CLE,"87","100","93.2","3.9"
"99","Michael Burton",NO,"80","97","92.3","4.5"
"100","Trayveon Williams",CIN,"79","96","89.7","5.8"
"101","Cullen Gillaspia",HOU,"84","96","92.7","3.9"
"102","Khari Blasingame",TEN,"91","98","93.0","2.9"
"103","Austin Walter",SF,"85","98","90.7","5.4"
"104","Dwayne Washington",NO,"79","106","92.5","13.5"
"105","Scottie Phillips",HOU,"90","107","99.0","6.1"
"106","J.J. Taylor",NE,"84","104","94.0","10.0"
"107","Ty Montgomery",NO,"90","99","94.5","4.5"
"108","Mike Boone",MIN,"101","101","101.0","0.0"
