"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"33","Sterling Shepard",NYG,"18","47","33.5","3.5"
"34","Mike Williams",LAC,"27","45","33.9","2.9"
"35","Curtis Samuel",CAR,"22","48","35.9","2.9"
"36","John Brown",BUF,"18","52","36.6","4.9"
"37","Marquise Brown",BAL,"23","50","37.5","3.6"
"38","Marvin Jones Jr.",DET,"13","49","38.6","3.8"
"39","Antonio Brown",TB,"30","47","38.9","3.0"
"40","Tim Patrick",DEN,"31","50","39.4","3.7"
"41","Jakobi Meyers",NE,"28","61","39.8","2.8"
"42","Darius Slayton",NYG,"21","49","40.8","5.2"
"43","Corey Davis",TEN,"23","48","40.8","4.1"
"44","Darnell Mooney",CHI,"34","52","42.7","3.8"
"45","Cole Beasley",BUF,"27","48","43.1","3.6"
"46","Emmanuel Sanders",NO,"38","62","48.1","3.9"
"47","Jalen Reagor",PHI,"33","90","49.8","10.1"
"48","A.J. Green",CIN,"39","92","50.6","3.8"
"49","Danny Amendola",DET,"38","64","50.7","4.4"
"50","Randall Cobb",HOU,"46","74","52.3","6.8"
"51","Anthony Miller",CHI,"39","59","52.4","3.3"
"52","Nelson Agholor",LV,"44","62","52.5","4.2"
"53","Henry Ruggs III",LV,"37","62","54.0","3.9"
"54","Michael Pittman Jr.",IND,"42","68","56.5","5.4"
"55","KJ Hamler",DEN,"45","78","57.0","5.6"
"56","Rashard Higgins",CLE,"43","93","57.5","6.5"
"57","Keelan Cole Sr.",JAC,"32","72","59.4","6.1"
"58","Richie James Jr.",SF,"38","67","57.8","6.6"
"59","Zach Pascal",IND,"48","71","60.8","4.2"
"60","Josh Reynolds",LAR,"47","97","58.0","10.0"
"61","Jakeem Grant",MIA,"40","80","61.1","6.1"
"62","Hunter Renfrow",LV,"28","69","61.2","4.2"
"63","Marquez Valdes-Scantling",GB,"45","73","62.0","4.4"
"64","Larry Fitzgerald",ARI,"55","70","62.8","3.8"
"65","T.Y. Hilton",IND,"44","84","59.8","7.4"
"66","Marcus Johnson",IND,"53","90","70.6","6.5"
"67","Chris Conley",JAC,"58","80","68.2","6.2"
"68","Damiere Byrd",NE,"55","86","69.3","5.8"
"69","David Moore",SEA,"58","83","68.7","4.4"
"70","Tre'Quan Smith",NO,"58","83","69.6","3.6"
"71","Gabriel Davis",BUF,"56","87","76.1","5.0"
"72","Marvin Hall",DET,"58","92","73.5","7.3"
"73","Jalen Guyton",LAC,"65","82","74.5","3.8"
"74","Steven Sims",WAS,"69","86","78.4","4.6"
"75","Greg Ward",PHI,"65","96","79.6","7.8"
"76","Alshon Jeffery",PHI,"46","95","77.4","6.4"
"77","Andy Isabella",ARI,"70","94","77.5","5.5"
"78","Cordarrelle Patterson",CHI,"62","93","75.0","7.6"
"79","Scotty Miller",TB,"59","102","79.1","6.7"
"80","Willie Snead IV",BAL,"65","110","80.3","7.2"
"81","James Washington",PIT,"69","111","82.9","10.1"
"82","Golden Tate",NYG,"65","90","78.5","5.6"
"83","Devin Duvernay",BAL,"76","94","84.2","3.5"
"84","Cam Sims",WAS,"70","99","86.5","7.2"
"85","Kendrick Bourne",SF,"53","98","69.9","10.9"
"86","Quintez Cephus",DET,"67","99","87.4","5.9"
"87","Miles Boykin",BAL,"75","103","92.3","5.1"
"88","Bryan Edwards",LV,"77","118","92.2","8.3"
"89","Mack Hollins",MIA,"77","109","88.2","7.0"
"90","N'Keal Harry",NE,"73","104","89.7","9.8"
"91","Kalif Raymond",TEN,"80","121","94.2","6.6"
"92","Isaiah Wright",WAS,"83","106","90.1","5.4"
"93","KhaDarel Hodge",CLE,"78","118","90.3","8.8"
"94","Austin Mack",NYG,"76","112","98.0","5.6"
"95","Trent Taylor",SF,"47","123","91.2","12.8"
"96","Marquez Callaway",NO,"69","114","95.8","6.6"
"97","DaeSean Hamilton",DEN,"74","103","94.4","4.2"
"98","Isaiah Ford",NE,"72","123","94.6","10.7"
"99","Kenny Stills",HOU,"82","106","97.4","3.6"
"100","Deonte Harris",NO,"81","108","100.3","4.6"
"101","Chad Beebe",MIN,"87","110","100.1","5.6"
"102","Auden Tate",CIN,"81","109","96.2","7.6"
"103","Collin Johnson",JAC,"91","110","100.7","4.9"
"104","Isaiah McKenzie",BUF,"84","116","102.6","8.0"
"105","Dez Bryant",BAL,"77","123","106.7","7.3"
"106","Ray-Ray McCloud",PIT,"91","108","102.3","4.9"
"107","Equanimeous St. Brown",GB,"85","133","108.8","8.0"
"108","Freddie Swain",SEA,"99","113","107.8","2.3"
"109","Antonio Callaway",MIA,"72","128","110.8","13.8"
"110","Darrius Shepherd",GB,"86","125","108.6","9.2"
"111","River Cracraft",SF,"104","124","114.7","6.4"
"112","Cam Batson",TEN,"88","120","107.8","7.7"
"113","Malcolm Perry",MIA,"84","149","109.2","19.2"
"114","Van Jefferson",LAR,"87","115","108.9","3.5"
"115","Donovan Peoples-Jones",CLE,"97","119","109.3","6.0"
"116","Riley Ridley",CHI,"100","133","112.7","8.5"
"117","Malik Taylor",GB,"88","117","113.3","3.5"
"118","Gunner Olszewski",NE,"102","121","114.1","5.6"
"119","Isaiah Zuber",NE,"107","129","118.1","7.2"
"120","John Hightower",PHI,"97","119","112.7","6.0"
"121","Tyler Johnson",TB,"89","131","118.4","8.7"
"122","Mike Thomas",CIN,"86","125","117.3","6.2"
"123","C.J. Board",NYG,"106","135","118.2","8.4"
"124","Brandon Zylstra",CAR,"106","124","118.2","4.5"
"125","Tyron Johnson",LAC,"115","138","126.3","6.9"
"126","Olabisi Johnson",MIN,"89","134","126.9","4.8"
"127","DeMichael Harris",IND,"114","135","122.6","7.0"
"128","Zay Jones",LV,"114","132","125.7","4.6"
"129","Pharoh Cooper",CAR,"122","130","127.2","2.9"
"130","Joe Reed",LAC,"114","146","128.4","10.0"
"131","JJ Arcega-Whiteside",PHI,"108","137","124.3","10.4"
"132","Kevin White",SF,"112","150","129.0","13.7"
"133","Taywan Taylor",CLE,"112","151","130.8","15.2"
"134","Alex Erickson",CIN,"127","130","128.5","1.1"
"135","Tyrie Cleveland",DEN,"121","147","132.8","8.8"
"136","Jake Kumerow",BUF,"111","135","123.0","12.0"
"137","K.J. Hill",LAC,"130","144","134.4","5.3"
"138","Nick Westbrook-Ikhine",TEN,"124","152","137.2","9.1"
"139","Diontae Spencer",DEN,"126","127","126.5","0.5"
"140","DeAndre Carter",HOU,"130","139","134.0","3.4"
"141","Kirk Merritt",MIA,"125","131","128.0","3.0"
"142","Justin Watson",TB,"127","131","129.0","2.0"
"143","Trent Sherfield",ARI,"131","141","135.8","3.7"
"144","Andre Roberts",BUF,"126","137","131.5","5.5"
"145","Daurice Fountain",IND,"123","142","132.5","9.5"
"146","James Proche",BAL,"131","140","135.0","3.7"
"147","Austin Carr",NO,"128","138","133.0","5.0"
