"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Davante Adams",GB,"1","6","1.1","0.5"
"2","DeAndre Hopkins",ARI,"1","6","2.8","1.0"
"3","Stefon Diggs",BUF,"2","14","2.8","0.8"
"4","Keenan Allen",LAC,"1","23","4.6","1.2"
"5","D.K. Metcalf",SEA,"2","8","4.6","1.2"
"6","Michael Thomas",NO,"2","12","6.7","1.8"
"7","Terry McLaurin",WAS,"4","13","7.3","1.7"
"8","Allen Robinson II",CHI,"3","11","7.9","1.4"
"9","Tyler Lockett",SEA,"5","14","9.6","2.0"
"10","Robert Woods",LAR,"7","15","10.1","1.4"
"11","Cooper Kupp",LAR,"4","15","10.2","2.0"
"12","Robby Anderson",CAR,"7","20","13.6","2.6"
"13","A.J. Brown",TEN,"6","19","15.6","2.4"
"14","Adam Thielen",MIN,"8","33","15.7","3.1"
"15","Tyler Boyd",CIN,"10","29","16.9","5.3"
"16","Will Fuller V",HOU,"9","55","17.4","6.2"
"17","D.J. Chark Jr.",JAC,"12","34","17.8","5.2"
"18","Chase Claypool",PIT,"11","29","17.8","2.2"
"19","Chris Godwin",TB,"14","33","20.9","3.4"
"20","Diontae Johnson",PIT,"15","37","21.8","3.7"
"21","JuJu Smith-Schuster",PIT,"10","31","21.8","2.8"
"22","Justin Jefferson",MIN,"13","54","23.1","7.3"
"23","Travis Fulgham",PHI,"11","36","23.3","2.9"
"24","Brandin Cooks",HOU,"14","41","23.4","7.1"
"25","DeVante Parker",MIA,"8","33","24.3","5.4"
"26","Mike Evans",TB,"19","31","24.6","3.0"
"27","Jerry Jeudy",DEN,"13","34","24.9","4.1"
"28","Christian Kirk",ARI,"19","38","27.4","3.7"
"29","D.J. Moore",CAR,"16","48","27.6","2.1"
"30","Tee Higgins",CIN,"20","38","29.7","3.2"
"31","Brandon Aiyuk",SF,"16","46","31.8","6.0"
"32","Jarvis Landry",CLE,"15","49","33.0","4.5"
