Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Tampa Bay (TB)TB DST,TB,DEN,1,3,2.1,0.6,9.3,0.36
2,Indianapolis (IND)IND DST,IND,NYJ,1,6,2.2,1.1,8.9,1.2100000000000002
3,Pittsburgh (PIT)PIT DST,PIT,HOU,1,7,2.5,1.6,8.6,2.5600000000000005
4,San Francisco (SF)SF DST,SF,NYG,1,12,5.4,2.2,7.7,4.840000000000001
5,Buffalo (BUF)BUF DST,BUF,LAR,2,10,6.0,1.8,7.6,1.62
6,Los Angeles (LAC)LAC DST,LAC,CAR,1,9,5.5,1.3,7.3,1.6900000000000002
7,New England (NE)NE DST,NE,LV,2,13,7.4,1.8,7.4,1.62
8,Los Angeles (LAR)LAR DST,LAR,BUF,3,17,9.2,2.9,7.2,2.8033333333333332
9,Cleveland (CLE)CLE DST,CLE,WAS,2,19,9.9,3.5,6.8,6.125
10,Arizona (ARI)ARI DST,ARI,DET,5,21,10.2,2.0,6.5,0.8
11,Tennessee (TEN)TEN DST,TEN,MIN,6,19,10.3,2.2,6.7,0.8066666666666668
12,Philadelphia (PHI)PHI DST,PHI,CIN,5,20,11.7,2.7,6.4,1.4580000000000002
13,Washington (WAS)WAS DST,WAS,CLE,6,21,12.7,2.6,6.4,1.1266666666666667
14,Chicago (CHI)CHI DST,CHI,ATL,8,19,13.8,2.5,6.4,0.78125
15,Baltimore (BAL)BAL DST,BAL,KC,11,26,16.5,3.1,6.3,0.8736363636363638
16,New York (NYG)NYG DST,NYG,SF,9,29,17.6,3.7,6.3,1.5211111111111113
17,Jacksonville (JAC)JAC DST,JAC,MIA,8,25,18.0,4.0,6.2,2.0
18,New Orleans (NO)NO DST,NO,GB,13,27,18.1,3.2,6.1,0.7876923076923078
19,Denver (DEN)DEN DST,DEN,TB,11,23,17.8,2.6,6.0,0.6145454545454546
20,Atlanta (ATL)ATL DST,ATL,CHI,11,30,19.2,5.5,6.0,2.75
21,Green Bay (GB)GB DST,GB,NO,14,32,21.5,3.9,5.8,1.0864285714285713
22,Kansas City (KC)KC DST,KC,BAL,16,30,22.3,3.8,5.5,0.9025
23,Seattle (SEA)SEA DST,SEA,DAL,16,28,22.6,2.2,5.5,0.30250000000000005
24,Miami (MIA)MIA DST,MIA,JAC,15,27,22.5,1.9,5.4,0.24066666666666667
25,Cincinnati (CIN)CIN DST,CIN,PHI,15,31,24.2,2.3,5.3,0.35266666666666663
26,Minnesota (MIN)MIN DST,MIN,TEN,15,31,26.2,2.1,5.2,0.294
27,Carolina (CAR)CAR DST,CAR,LAC,16,32,26.1,2.6,5.0,0.42250000000000004
28,Dallas (DAL)DAL DST,DAL,SEA,16,32,28.8,2.4,4.8,0.36
29,New York (NYJ)NYJ DST,NYJ,IND,20,32,28.5,2.0,4.7,0.2
30,Houston (HOU)HOU DST,HOU,PIT,16,32,28.6,3.0,4.6,0.5625
31,Las Vegas (LV)LV DST,LV,NE,25,32,29.4,1.8,4.5,0.12960000000000002
32,Detroit (DET)DET DST,DET,ARI,27,32,30.6,1.3,4.3,0.0625925925925926
