Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-01-09,GB,DET,45.0,0.6551724137931034,24.5,2021,18,0.0058,6.76,0.0617,10.296092569776,0.18530000000000002,19.330026209999996,0.0112,8.068499999999997,0.0187,12.15213328
2021-01-09,CHI,MIN,45.0,0.38461538461538464,20.75,2021,18,0.0112,5.5,0.1943,23.299999999999994,0.2122,32.870000000000005,0.1615,11.599999999999998,0.0352,14.700077999999998
2021-01-09,NE,MIA,40.5,0.7222222222222222,23.25,2021,18,0.031,7.5,0.05630000000000001,27.9,0.0722,27.22045,0.0447,14.399999999999999,0.0098,15.9
2021-01-09,IND,JAC,43.5,0.5,14.75,2021,18,0.0508,7.4,0.21,30.200000000000014,0.14720000000000003,38.525000000000006,0.052500000000000005,11.600000000000001,0.0332,16.9
2021-01-09,NYJ,BUF,42.0,0.1111111111111111,13.0,2021,18,0.005,4.8,0.0587,28.919999999999995,0.0323,20.7,0.021,7.0,0.0062,12.4
2021-01-09,CAR,TB,42.5,0.2272727272727273,16.25,2021,18,0.0082,5.6,0.0287,14.699999999999998,0.21130000000000002,27.0,0.003,5.6,0.0087,24.9
2021-01-09,TEN,HOU,43.0,0.8571428571428571,27.0,2021,18,0.0655,7.592,0.246,22.048000000000002,0.203,35.937,0.008,9.009,0.0808,17.248
2021-01-09,WAS,NYG,36.5,0.7222222222222222,21.25,2021,18,0.109,7.4,0.1232,24.9,0.047700000000000006,32.660000000000004,0.1028,6.874999999999999,0.0158,15.1
2021-01-09,NO,ATL,40.0,0.6774193548387096,22.25,2021,18,0.011,7.3,0.0847,25.8,0.05480000000000001,21.299999999999997,0.0068000000000000005,8.8,0.1025,18.399999999999995
2021-01-09,PIT,BAL,41.0,0.425531914893617,19.0,2021,18,0.0135,6.7,0.1332,19.099999999999994,0.1056,38.48000000000001,0.0147,9.700000000000001,0.0088,15.899999999999995
2021-01-09,CIN,CLE,38.0,0.3125,15.75,2021,18,0.006999999999999999,6.2,0.096,9.800106000000001,0.0367,22.975119000000003,0.008499999999999999,5.800056000000002,0.0055,12.6
2021-01-09,SEA,ARI,48.0,0.3333333333333333,21.25,2021,18,0.0075,5.7200000000000015,0.1028,22.879999999999995,0.1365,39.69899999999999,0.073,9.999,0.0407,17.247999999999998
2021-01-09,SF,LAR,45.5,0.392156862745098,21.0,2021,18,0.006,5.9,0.1087,28.2,0.0582,38.82999999999999,0.0353,15.3,0.013,13.301440000000003
2021-01-09,LAC,LV,49.0,0.6078431372549019,26.0,2021,18,,,,,,,,,,
2021-01-09,DET,GB,45.0,0.3703703703703704,20.5,2021,18,0.0515,6.032,0.0358,27.768,0.14500000000000002,37.5705,0.0345,3.7620000000000013,0.0082,14.407107400000001
2021-01-09,MIN,CHI,45.0,0.6428571428571429,24.25,2021,18,0.101,7.383999999999999,0.1705,27.664,0.2367,31.581,0.0448,7.623000000000001,0.0452,17.345999999999993
2021-01-09,MIA,NE,40.5,0.3125,17.25,2021,18,0.0198,5.7200000000000015,0.0098,21.216,0.0987,30.788999999999998,0.0156,14.553,0.0062,15.19
2021-01-09,JAC,IND,43.5,0.13333333333333333,14.75,2021,18,0.0035,4.9,0.0115,13.8,0.13520000000000001,26.005480000000002,0.006500000000000001,6.8,0.0055,14.300000000000002
2021-01-09,BUF,NYJ,42.0,0.5833333333333334,29.0,2021,18,0.163,8.7,0.22,20.500000000000004,0.2909,49.00000000000001,0.0268,13.000000000000002,0.146,24.5
2021-01-09,TB,CAR,42.5,0.8181818181818182,26.25,2021,18,0.0258,8.4,0.1127,20.46,0.14730000000000001,44.89999999999999,0.0728,21.880000000000003,0.0345,19.8
2021-01-09,HOU,TEN,43.0,0.18181818181818185,16.0,2021,18,0.005,5.3,0.011,16.2,0.1631,28.025660000000006,0.07680000000000001,8.200159999999999,0.013,15.3
2021-01-09,NYG,WAS,36.5,0.3125,15.25,2021,18,0.0107,6.0,0.0378,20.900000000000002,0.0154,22.800000000000004,0.018500000000000003,9.899999999999999,0.0055,11.9
2021-01-09,ATL,NO,40.0,0.35714285714285715,17.75,2021,18,0.0145,5.3,0.0222,22.6,0.03950000000000001,21.5,0.0563,16.1,0.0155,14.9
2021-01-09,BAL,PIT,41.0,0.6078431372549019,22.0,2021,18,0.015,5.9,0.0232,18.099999999999998,0.092,30.13,0.048,16.599999999999998,0.1228,16.800000000000004
2021-01-09,CLE,CIN,38.0,0.7222222222222222,22.25,2021,18,0.2285,5.9,0.038900000000000004,30.099999999999998,0.0325,27.949999999999996,0.0249,14.600000000000001,0.0115,13.8
2021-01-09,ARI,SEA,48.0,0.7058823529411765,26.75,2021,18,0.064,7.1,0.218,15.55,0.28240000000000004,36.190000000000005,0.2115,16.799999999999997,0.1595,20.3
2021-01-09,LAR,SF,45.5,0.6363636363636364,24.5,2021,18,0.0165,6.7,0.1754,18.0,0.32150000000000006,53.70000000000001,0.0935,8.499999999999998,0.0698,19.5
2021-01-09,LV,LAC,49.0,0.425531914893617,23.0,2021,18,,,,,,,,,,
