Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,New England (NE)NE DST,NE,BUF,1,4,1.2,0.5
2,Chicago (CHI)CHI DST,CHI,NYJ,1,5,2.3,0.8
3,Houston (HOU)HOU DST,HOU,MIA,2,10,2.8,0.9
4,Philadelphia (PHI)PHI DST,PHI,JAC,3,6,4.4,0.8
5,Pittsburgh (PIT)PIT DST,PIT,CLE,2,8,4.8,1.2
6,Baltimore (BAL)BAL DST,BAL,CAR,4,10,6.2,0.9
7,Arizona (ARI)ARI DST,ARI,SF,3,17,8.1,2.6
8,Washington (WAS)WAS DST,WAS,NYG,7,12,9.4,1.1
9,Indianapolis (IND)IND DST,IND,OAK,5,22,9.0,2.3
10,Jacksonville (JAC)JAC DST,JAC,PHI,5,22,10.4,2.5
11,San Francisco (SF)SF DST,SF,ARI,7,18,10.6,1.5
12,Kansas City (KC)KC DST,KC,DEN,6,16,10.9,1.7
13,Carolina (CAR)CAR DST,CAR,BAL,6,18,13.2,1.8
14,Cincinnati (CIN)CIN DST,CIN,TB,9,18,14.1,1.6
15,Detroit (DET)DET DST,DET,SEA,9,20,14.7,1.9
16,Los Angeles (LAR)LAR DST,LAR,GB,10,20,15.7,1.6
17,Miami (MIA)MIA DST,MIA,HOU,9,23,17.2,2.0
18,Seattle (SEA)SEA DST,SEA,DET,6,20,17.5,1.6
19,New York (NYJ)NYJ DST,NYJ,CHI,12,20,17.7,1.7
20,Cleveland (CLE)CLE DST,CLE,PIT,12,25,21.0,2.0
21,New York (NYG)NYG DST,NYG,WAS,17,28,20.6,1.1
22,Minnesota (MIN)MIN DST,MIN,NO,13,25,21.0,2.1
23,Oakland (OAK)OAK DST,OAK,IND,20,28,22.5,1.1
24,New Orleans (NO)NO DST,NO,MIN,18,25,23.4,1.4
25,Tampa Bay (TB)TB DST,TB,CIN,19,27,25.2,0.7
26,Green Bay (GB)GB DST,GB,LAR,21,28,26.3,1.4
27,Buffalo (BUF)BUF DST,BUF,NE,23,28,26.8,0.5
28,Denver (DEN)DEN DST,DEN,KC,25,28,27.2,1.1
