Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,DEN,1,2,1.0,0.0
2,Zach Ertz,PHI,JAC,1,4,2.1,0.2
3,George Kittle,SF,ARI,2,6,3.2,0.7
4,Jared Cook,OAK,IND,3,11,5.9,2.1
5,David Njoku,CLE,PIT,3,11,6.1,1.7
6,Rob Gronkowski,NE,BUF,2,22,6.5,2.6
7,Eric Ebron,IND,OAK,4,11,6.6,2.2
8,Jimmy Graham,GB,LAR,3,10,7.3,1.3
9,Trey Burton,CHI,NYJ,5,16,7.7,1.5
10,O.J. Howard,TB,CIN,3,13,10.6,1.5
11,C.J. Uzomah,CIN,TB,6,20,10.7,1.8
12,Jordan Reed,WAS,NYG,5,17,11.4,1.6
13,Vance McDonald,PIT,CLE,9,16,13.5,1.2
14,Kyle Rudolph,MIN,NO,11,18,13.9,1.3
15,Greg Olsen,CAR,BAL,10,19,15.2,2.1
16,Evan Engram,NYG,WAS,12,22,15.4,1.3
17,Benjamin Watson,NO,MIN,12,19,17.2,1.2
18,Jack Doyle,IND,OAK,14,41,20.5,5.8
19,Cameron Brate,TB,CIN,17,28,21.0,2.3
20,Ricky Seals-Jones,ARI,SF,14,24,20.2,1.2
21,Charles Clay,BUF,NE,17,25,20.3,1.9
22,Chris Herndon IV,NYJ,CHI,15,39,20.8,2.2
23,Dallas Goedert,PHI,JAC,16,30,22.5,2.2
24,Jeff Heuerman,DEN,KC,19,31,24.1,2.2
25,Jesse James,PIT,CLE,22,30,24.7,1.4
26,Mike Gesicki,MIA,HOU,20,35,25.8,2.7
27,Vernon Davis,WAS,NYG,25,32,28.2,1.6
28,Mark Andrews,BAL,CAR,16,34,27.4,2.7
29,Gerald Everett,LAR,GB,24,33,30.5,2.1
30,Nick Vannett,SEA,DET,17,40,29.6,3.3
31,Nick O'Leary,MIA,HOU,19,33,28.7,3.2
32,Hayden Hurst,BAL,CAR,15,42,32.8,3.6
33,Demetrius Harris,KC,DEN,28,40,33.0,2.3
34,Michael Roberts,DET,SEA,25,36,32.3,2.7
35,Jordan Akins,HOU,MIA,26,45,34.5,4.2
36,Josh Hill,NO,MIN,28,45,37.0,3.2
37,Jordan Thomas,HOU,MIA,30,44,35.8,3.5
38,Nick Boyle,BAL,CAR,35,42,37.8,1.6
39,David Grinnage,JAC,PHI,37,49,44.1,3.4
40,Tyler Higbee,LAR,GB,32,45,40.2,2.5
41,Ed Dickson,SEA,DET,27,62,34.1,5.0
42,Luke Willson,DET,SEA,34,46,39.3,2.9
43,Neal Sterling,NYJ,CHI,35,44,39.8,1.7
44,Maxx Williams,BAL,CAR,37,44,41.2,1.7
45,Jermaine Gresham,ARI,SF,38,48,43.1,1.9
46,Lance Kendricks,GB,LAR,36,50,45.9,2.1
47,Jason Croom,BUF,NE,39,56,49.6,4.4
48,Jordan Leggett,NYJ,CHI,31,51,45.0,2.9
49,Logan Thomas,BUF,NE,44,61,50.0,3.4
50,Garrett Celek,SF,ARI,46,67,51.5,2.6
51,Darren Fells,CLE,PIT,40,65,48.0,4.7
52,Eric Tomlinson,NYJ,CHI,45,57,50.2,3.1
53,Rhett Ellison,NYG,WAS,33,57,51.3,4.0
54,Matt LaCosse,DEN,KC,50,62,56.7,3.3
55,David Morgan,MIN,NO,47,56,52.0,1.4
56,Xavier Grimble,PIT,CLE,50,64,54.2,2.3
57,Levine Toilolo,DET,SEA,49,66,56.4,3.0
58,Ian Thomas,CAR,BAL,44,68,56.8,4.6
59,Dion Sims,CHI,NYJ,53,64,58.8,2.3
60,Lee Smith,OAK,IND,50,61,56.5,3.0
61,Antony Auclair,TB,CIN,56,65,60.8,2.4
62,Darrell Daniels,SEA,DET,49,63,55.5,4.9
63,Mo Alie-Cox,IND,OAK,52,77,63.9,4.0
64,Blake Bell,JAC,PHI,40,67,58.4,6.7
65,Derek Carrier,OAK,IND,50,59,53.0,2.8
66,Seth DeValve,CLE,PIT,58,80,63.0,2.6
67,Dwayne Allen,NE,BUF,38,76,54.8,13.3
68,Durham Smythe,MIA,HOU,47,61,58.6,2.4
69,Tyler Conklin,NE,BUF,55,67,60.5,4.3
70,Tyrone Swoopes,SEA,DET,50,72,65.4,7.9
71,Brian Parker,DEN,KC,62,75,65.6,3.8
72,Chris Manhertz,CAR,BAL,56,72,63.7,6.5
73,Scott Simonson,NYG,WAS,58,82,68.5,8.9
74,Ben Braunecker,CHI,NYJ,63,81,68.8,7.2
75,Jacob Hollister,NE,BUF,65,67,66.0,1.0
76,Joshua Perkins,PHI,JAC,68,71,69.0,1.4
77,Jeremy Sprinkle,WAS,NYG,65,69,67.0,2.0
