Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Adam Thielen,MIN,NO,1,9,1,0.2
2,Antonio Brown,PIT,CLE,1,8,2.2,0.6
3,A.J. Green,CIN,TB,2,7,3.2,0.6
4,DeAndre Hopkins,HOU,MIA,2,8,5.1,1.3
5,Tyreek Hill,KC,DEN,3,13,5.5,1.1
6,Davante Adams,GB,LAR,3,12,5.7,1.3
7,Michael Thomas,NO,MIN,1,8,6.1,1.6
8,Odell Beckham Jr.,NYG,WAS,3,10,7.6,1.1
9,Robert Woods,LAR,GB,2,22,9.2,1.1
10,JuJu Smith-Schuster,PIT,CLE,8,17,11.2,1.6
11,Stefon Diggs,MIN,NO,5,18,12.5,2.2
12,Mike Evans,TB,CIN,8,16,12.9,2.2
13,Jarvis Landry,CLE,PIT,10,19,13.2,2
14,Brandin Cooks,LAR,GB,9,19,13.3,2.2
15,Emmanuel Sanders,DEN,KC,10,19,13.8,1.7
16,Golden Tate,DET,SEA,11,19,15.8,1.7
17,Tyler Boyd,CIN,TB,10,34,16.6,1.5
18,T.Y. Hilton,IND,OAK,10,24,17.1,2.2
19,John Brown,BAL,CAR,16,37,20.5,1.9
20,Julian Edelman,NE,BUF,15,27,19.4,1.8
21,Doug Baldwin,SEA,DET,19,49,22.4,1.9
22,Kenny Golladay,DET,SEA,19,30,22.9,1.8
23,Demaryius Thomas,DEN,KC,19,36,24.9,2.8
24,Alshon Jeffery,PHI,JAC,18,59,25.2,2.5
25,Josh Gordon,NE,BUF,19,71,25.5,4.9
26,Michael Crabtree,BAL,CAR,23,43,28.4,2.5
27,Tyler Lockett,SEA,DET,24,42,28.4,2.5
28,Sterling Shepard,NYG,WAS,21,40,31.3,3.7
29,Jordy Nelson,OAK,IND,19,44,32.1,3.9
30,DeSean Jackson,TB,CIN,28,56,33.2,4.4
31,Taylor Gabriel,CHI,NYJ,23,51,33.2,4.5
32,Marvin Jones,DET,SEA,26,45,33.2,3.7
33,Geronimo Allison,GB,LAR,27,52,35.1,5
34,Sammy Watkins,KC,DEN,28,42,36,3.5
35,Devin Funchess,CAR,BAL,20,56,33.8,3.9
36,Larry Fitzgerald,ARI,SF,17,47,37.2,3.8
37,Christian Kirk,ARI,SF,25,54,38.6,4
38,Danny Amendola,MIA,HOU,26,57,39.3,5.6
39,Chris Godwin,TB,CIN,28,48,38.2,2.2
40,Tre'Quan Smith,NO,MIN,28,101,41.9,4.6
41,Marquise Goodwin,SF,ARI,31,56,44.6,3.9
42,Dede Westbrook,JAC,PHI,36,59,46.6,3.8
43,Keelan Cole,JAC,PHI,31,54,46.7,4.6
44,Nelson Agholor,PHI,JAC,29,56,45.9,4.2
45,Donte Moncrief,JAC,PHI,31,65,48.4,4.2
46,Willie Snead,BAL,CAR,41,69,49.2,3.5
47,Randall Cobb,GB,LAR,35,65,47.8,4.8
48,Courtland Sutton,DEN,KC,38,65,49.9,3.9
49,Jermaine Kearse,NYJ,CHI,28,78,50.3,5.8
50,Martavis Bryant,OAK,IND,43,81,53.5,4.5
51,Chris Hogan,NE,BUF,39,67,53.1,4.6
52,Chester Rogers,IND,OAK,45,77,54.3,3.9
53,Anthony Miller,CHI,NYJ,40,71,54,8
54,Kelvin Benjamin,BUF,NE,48,69,56.2,3.2
55,Jakeem Grant,MIA,HOU,39,71,54.4,5.6
56,Antonio Callaway,CLE,PIT,41,65,58.5,3
57,Seth Roberts,OAK,IND,47,123,63.5,3.9
58,D.J. Moore,CAR,BAL,53,77,63.9,4.3
59,Cameron Meredith,NO,MIN,50,88,64.1,5.8
60,Devante Parker,MIA,HOU,35,80,61.3,5.1
61,Josh Doctson,WAS,NYG,55,74,63.9,3.4
62,Zay Jones,BUF,NE,59,76,67,4.1
63,Marquez Valdes-Scantling,GB,LAR,46,82,67.1,7.9
64,Josh Reynolds,LAR,GB,39,121,65.9,5.9
65,David Moore,SEA,DET,47,74,65.2,4.1
66,Andre Roberts,NYJ,CHI,41,69,51.8,7
67,Adam Humphries,TB,CIN,58,82,66.9,3.3
68,Damion Ratley,CLE,PIT,58,78,68.4,3.7
69,Paul Richardson,WAS,NYG,51,77,64.1,6.5
70,Allen Robinson,CHI,NYJ,20,95,39.3,12
71,Trent Taylor,SF,ARI,56,91,71.1,3.7
72,Maurice Harris,WAS,NYG,64,84,75.1,2.7
73,Chris Conley,KC,DEN,71,84,76,2.7
74,Chad Williams,ARI,SF,68,93,76.9,4
75,Laquon Treadwell,MIN,NO,60,90,75.7,5.1
76,Curtis Samuel,CAR,BAL,68,100,81.5,5.7
77,Cordarrelle Patterson,NE,BUF,66,123,80.5,6.9
78,Jarius Wright,CAR,BAL,70,86,78.5,3.5
79,Aldrick Robinson,MIN,NO,66,126,78,9.1
80,James Washington,PIT,CLE,68,97,84.7,3.7
81,Phillip Dorsett,NE,BUF,62,116,84,10.6
82,Jordan Matthews,PHI,JAC,74,95,84.2,4.3
83,Demarcus Robinson,KC,DEN,67,110,85,6
84,Andre Holmes,BUF,NE,73,94,83.6,3.1
85,Dante Pettis,SF,ARI,42,108,80.4,13.5
86,Brandon Marshall,SEA,DET,63,99,84.8,4.6
87,Zach Pascal,IND,OAK,77,110,88.6,5.1
88,D.J. Chark,JAC,PHI,81,112,89,5.8
89,Rishard Matthews,NYJ,CHI,51,107,87.8,9.2
90,Jaron Brown,SEA,DET,83,107,91.7,3.9
91,Alex Erickson,CIN,TB,67,129,84.5,9.4
92,Robby Anderson,NYJ,CHI,30,122,50.7,13.7
93,Charone Peake,NYJ,CHI,77,102,89.7,6.1
94,Ryan Switzer,PIT,CLE,83,114,92.5,5.7
95,Kendrick Bourne,SF,ARI,85,131,98.1,8
96,Cooper Kupp,LAR,GB,24,138,59.4,26.7
97,Chris Moore,BAL,CAR,87,111,98.9,4.1
98,TJ Jones,DET,SEA,88,113,100.1,6.1
99,Austin Carr,NO,MIN,90,117,98.8,5.1
100,Michael Floyd,WAS,NYG,82,111,97.4,8
101,Kevin White,CHI,NYJ,74,114,97.8,9.3
102,Cody Core,CIN,TB,75,104,90.9,9.3
103,Josh Bellamy,CHI,NYJ,71,114,97.3,8.5
104,Breshad Perriman,CLE,PIT,94,114,97.9,2.6
105,Brian Quick,WAS,NYG,83,115,103.8,4.5
106,Equanimeous St. Brown,GB,LAR,90,125,107.3,9.1
107,J.,ARI,SF,94,118,106.5,3.8
108,Vyncint Smith,HOU,MIA,93,118,104.6,7.1
109,Brandon LaFell,OAK,IND,92,113,102.3,6.5
110,Sammie Coates,HOU,MIA,91,128,105.5,5.6
111,Nick Williams,LAR,GB,99,115,105.6,3.2
112,Dontrelle Inman,IND,OAK,84,115,103.4,9.3
113,Russell Shepard,NYG,WAS,79,120,107.1,7.7
114,Dwayne Harris,OAK,IND,102,113,106.4,3.1
115,Leonte Carroo,MIA,HOU,90,104,98.7,4.3
116,Justin Hunter,PIT,CLE,77,120,113,4
117,Tim Patrick,DEN,KC,100,132,115.2,7.1
118,Shelton Gibson,PHI,JAC,107,136,115,4.3
119,Bennie Fowler,NYG,WAS,92,116,109,7.4
120,Josh Malone,CIN,TB,111,123,116.3,2.1
121,Richie James,SF,ARI,93,134,116.5,3.2
122,Ray-Ray McCloud,BUF,NE,96,121,114.2,1.8
123,DeAndre Carter,PHI,JAC,113,146,121.4,4.4
124,Deontay Burnett,NYJ,CHI,108,114,110.3,2.6
125,Corey Coleman,NYG,WAS,106,117,111.7,4.5
126,Damiere Byrd,CAR,BAL,114,121,117.5,3
127,Kamar Aiken,PHI,JAC,99,132,112.7,14.1
128,Javon Wims,CHI,NYJ,106,119,114.3,5.9
129,Khadarel Hodge,LAR,GB,120,127,122.4,1.4
