Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Todd Gurley,LAR,GB,1,3,1.0,0.0
2,Kareem Hunt,KC,DEN,2,13,2.9,1.1
3,Saquon Barkley,NYG,WAS,2,6,3.2,1.0
4,James White,NE,BUF,2,10,3.9,1.9
5,James Conner,PIT,CLE,3,16,5.7,1.2
6,Alvin Kamara,NO,MIN,1,10,6.6,1.4
7,David Johnson,ARI,SF,5,11,7.6,1.5
8,Joe Mixon,CIN,TB,4,8,5.8,0.8
9,Phillip Lindsay,DEN,KC,6,12,9.6,0.9
10,Tarik Cohen,CHI,NYJ,9,20,11.1,1.8
11,Christian McCaffrey,CAR,BAL,6,15,9.8,1.2
12,Kerryon Johnson,DET,SEA,10,21,12.3,1.6
13,Marlon Mack,IND,OAK,7,18,13.1,1.4
14,Lamar Miller,HOU,MIA,11,24,15.9,2.4
15,Adrian Peterson,WAS,NYG,9,27,15.7,2.1
16,Nick Chubb,CLE,PIT,13,25,16.3,2.6
17,Latavius Murray,MIN,NO,13,41,18.3,3.4
18,Jalen Richard,OAK,IND,13,41,20.8,3.2
19,Mark Ingram,NO,MIN,14,25,19.3,3.2
20,Jordan Howard,CHI,NYJ,14,30,21.5,3.4
21,Chris Carson,SEA,DET,13,29,21.6,2.8
22,Chris Thompson,WAS,NYG,12,33,20.4,3.7
23,T.J. Yeldon,JAC,PHI,17,38,22.6,3.8
24,Isaiah Crowell,NYJ,CHI,14,32,23.4,3.2
25,Kenyan Drake,MIA,HOU,15,30,24.0,2.5
26,Alex Collins,BAL,CAR,22,34,27.8,2.5
27,Duke Johnson,CLE,PIT,23,38,28.3,3.5
28,Kenjon Barner,NE,BUF,14,68,27.1,6.0
29,Raheem Mostert,SF,ARI,18,50,28.6,3.7
30,Wendell Smallwood,PHI,JAC,24,48,30.7,2.7
31,Doug Martin,OAK,IND,23,44,30.6,2.6
32,Corey Clement,PHI,JAC,28,39,32.4,1.5
33,Aaron Jones,GB,LAR,25,45,35.1,3.4
34,Javorius Allen,BAL,CAR,24,44,35.9,2.2
35,Nyheim Hines,IND,OAK,28,42,36.3,2.7
36,Frank Gore,MIA,HOU,26,49,38.4,2.8
37,Carlos Hyde,JAC,PHI,12,48,39.1,4.5
38,LeSean McCoy,BUF,NE,15,80,34.9,10.9
39,Chris Ivory,BUF,NE,26,57,40.4,7.2
40,Ty Montgomery,GB,LAR,36,48,41.3,2.5
41,Ronald Jones II,TB,CIN,28,53,42.4,4.6
42,Peyton Barber,TB,CIN,30,51,41.1,4.1
43,Mike Davis,SEA,DET,30,48,42.8,2.9
44,Kyle Juszczyk,SF,ARI,30,48,40.2,4.1
45,Matt Breida,SF,ARI,7,73,42.1,6.9
46,Trenton Cannon,NYJ,CHI,29,66,45.4,5.7
47,Devontae Booker,DEN,KC,29,64,45.6,7.9
48,Jamaal Williams,GB,LAR,32,55,48.7,2.7
49,LeGarrette Blount,DET,SEA,36,56,49.4,3.1
50,Alfred Morris,SF,ARI,39,64,50.8,3.5
51,Alfred Blue,HOU,MIA,42,56,50.1,3.0
52,Rashaad Penny,SEA,DET,43,63,50.4,2.5
53,Kapri Bibbs,WAS,NYG,38,69,48.0,5.9
54,Spencer Ware,KC,DEN,47,60,53.6,1.9
55,Marcus Murphy,BUF,NE,41,73,53.3,6.5
56,Jordan Wilkins,IND,OAK,43,76,59.0,4.4
57,Wayne Gallman,NYG,WAS,48,64,56.5,2.6
58,DeAndre Washington,OAK,IND,41,70,55.7,3.8
59,Mark Walton,CIN,TB,53,65,60.3,2.3
60,Chase Edmonds,ARI,SF,54,63,58.4,2.3
61,Malcolm Brown,LAR,GB,51,66,60.6,2.7
62,C.J. Anderson,CAR,BAL,58,84,63.2,3.0
63,Jacquizz Rodgers,TB,CIN,52,82,62.9,4.8
64,Tyler Ervin,HOU,MIA,45,71,59.7,4.6
65,Josh Adams,PHI,JAC,62,78,69.0,2.8
66,CJ Ham,MIN,NO,61,76,66.5,2.1
67,Ameer Abdullah,DET,SEA,59,79,66.4,4.8
68,Stevan Ridley,PIT,CLE,65,75,70.1,2.5
69,Mike Boone,MIN,NO,58,78,71.9,3.1
70,Anthony Sherman,KC,DEN,60,78,66.0,3.3
71,Roc Thomas,MIN,NO,64,82,74.8,4.7
72,James Develin,NE,BUF,54,79,66.1,4.8
73,Benny Cunningham,CHI,NYJ,62,78,69.9,4.0
74,Gus Edwards,BAL,CAR,62,80,70.7,3.1
75,Sony Michel,NE,BUF,15,83,62.3,8.9
76,Keith Smith,OAK,IND,53,77,67.6,5.5
77,Damien Williams,KC,DEN,67,92,76.6,3.7
78,Samaje Perine,WAS,NYG,67,88,77.5,3.9
79,Patrick DiMarco,BUF,NE,67,83,74.0,3.8
80,Andy Janovich,DEN,KC,66,89,77.4,2.2
81,Kalen Ballage,MIA,HOU,68,97,78.8,4.8
82,Tommy Bohanon,JAC,PHI,66,88,78.2,3.3
83,Alex Armah,CAR,BAL,66,86,78.0,1.9
84,Elijhaa Penny,NYG,WAS,72,91,84.2,4.1
85,Zach Line,NO,MIN,74,84,80.4,3.1
86,Jamaal Charles,FA,,62,90,81.8,10.1
87,Derrick Coleman,ARI,SF,79,87,84.0,3.3
88,David Williams,JAC,PHI,80,86,84.6,1.0
89,Ryan Hewitt,IND,OAK,63,85,74.0,11.0
90,D'Onta Foreman,HOU,MIA,65,90,80.3,11.0
91,De'Angelo Henderson,FA,,72,79,75.5,3.5
92,Kenneth Farrow,NE,BUF,72,91,86.2,5.0
93,Tre Madden,SEA,DET,78,81,79.5,1.5
94,Roosevelt Nix,PIT,CLE,79,84,81.5,2.5
95,Shaun Wilson,TB,CIN,87,95,89.2,2.9
96,Brandon Bolden,MIA,HOU,84,96,88.7,5.2
