Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Patrick Mahomes,KC,LAC,1,2,1.0,0.0,21.4,0.0
2,Drew Brees,NO,CAR,1,6,3.0,1.0,20.3,1.0
3,Jameis Winston,TB,ATL,2,9,3.8,1.5,19.9,1.125
4,Matt Ryan,ATL,TB,3,11,5.1,1.2,19.6,0.48
5,Aaron Rodgers,GB,DET,2,8,5.4,2.1,18.8,2.205
6,Dak Prescott,DAL,WAS,2,11,5.6,2.1,19.4,2.205
7,Ryan Tannehill,TEN,HOU,3,9,6.2,1.2,18.5,0.48
8,Carson Wentz,PHI,NYG,2,11,8.1,1.2,17.5,0.72
9,Tom Brady,NE,MIA,5,14,9.7,2.3,17.5,1.058
10,Russell Wilson,SEA,SF,8,14,10.1,1.4,16.6,0.245
11,Daniel Jones,NYG,PHI,3,13,10.3,1.7,16.6,0.963333333333
12,Jimmy Garoppolo,SF,SEA,8,16,12.5,1.3,16.5,0.21125
13,Andy Dalton,CIN,CLE,13,19,15.1,1.3,16.5,0.13
14,Baker Mayfield,CLE,CIN,13,23,15.5,2.3,16.3,0.406923076923
15,Jared Goff,LAR,ARI,2,32,16.2,6.6,16.1,21.78
16,Gardner Minshew,JAC,IND,13,27,17.6,2.1,16.0,0.339230769231
17,Jacoby Brissett,IND,JAC,13,24,19.0,2.6,15.7,0.52
18,Drew Lock,DEN,OAK,12,26,19.1,2.7,15.2,0.6075
19,Mitch Trubisky,CHI,MIN,14,25,19.5,2.3,15.2,0.377857142857
20,Philip Rivers,LAC,KC,15,23,19.5,2.3,15.2,0.352666666667
21,Ryan Fitzpatrick,MIA,NE,15,27,22.4,2.0,14.9,0.266666666667
22,Derek Carr,OAK,DEN,19,29,22.7,1.9,14.7,0.19
23,Sam Darnold,NYJ,BUF,18,30,24.0,2.8,13.3,0.435555555556
24,Robert Griffin,BAL,PIT,20,28,24.3,2.2,14.5,0.242
25,Case Keenum,WAS,DAL,13,30,24.5,3.5,14.0,0.942307692308
26,Deshaun Watson,HOU,TEN,7,37,21.3,10.2,13.0,14.8628571429
27,Kyler Murray,ARI,LAR,10,34,23.6,7.1,12.9,5.041
28,David Blough,DET,GB,22,31,28.2,1.7,11.6,0.131363636364
29,Will Grier,CAR,NO,21,32,28.6,2.2,11.4,0.230476190476
30,Devlin Hodges,PIT,BAL,26,33,30.0,2.0,10.8,0.153846153846
31,Josh Allen,BUF,NYJ,17,36,29.6,3.7,10.7,0.805294117647
32,Matt Barkley,BUF,NYJ,26,34,31.2,1.8,8.2,0.124615384615
33,Brett Hundley,ARI,LAR,14,37,31.3,3.7,4.4,0.977857142857
34,Sean Mannion,MIN,CHI,29,35,31.5,1.5,2.9,0.0775862068966
35,AJ McCarron,HOU,TEN,24,37,30.6,4.4,2.9,0.806666666667
36,Taysom Hill,NO,CAR,33,37,34.4,1.1,1.5,0.0366666666667
37,Kirk Cousins,MIN,CHI,15,40,31.0,6.8,1.7,3.08266666667
38,Blake Bortles,LAR,ARI,33,37,34.7,1.2,1.2,0.0436363636364
39,Trace McSorley,BAL,PIT,35,38,36.5,1.1,1.0,0.0345714285714
40,Tyrod Taylor,LAC,KC,36,40,38.0,1.4,1.0,0.0544444444444
41,Paxton Lynch,PIT,BAL,39,39,39.0,0.0,1.0,0.0
