Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,George Kittle,SF,SEA,1,2,1.1,0.2,13.4,0.04
2,Travis Kelce,KC,LAC,1,3,1.9,0.2,12.7,0.04
3,Austin Hooper,ATL,TB,3,5,3.7,0.7,11.4,0.163333333333
4,Dallas Goedert,PHI,NYG,2,8,4.4,1.7,11.2,1.445
5,Tyler Higbee,LAR,ARI,3,10,5.0,1.2,10.3,0.48
6,Darren Waller,OAK,DEN,3,9,5.8,0.9,9.3,0.27
7,Jared Cook,NO,CAR,5,17,6.4,1.2,9.0,0.288
8,Hunter Henry,LAC,KC,6,10,7.9,0.6,8.9,0.06
9,O.J. Howard,TB,ATL,7,12,9.2,0.6,8.8,0.0514285714286
10,Jacob Hollister,SEA,SF,10,16,10.7,1.2,8.5,0.144
11,Jonnu Smith,TEN,HOU,8,15,11.6,1.6,8.4,0.32
12,Jack Doyle,IND,JAC,9,16,11.8,1.0,8.1,0.111111111111
13,Noah Fant,DEN,OAK,10,17,13.2,0.9,7.7,0.081
14,Mike Gesicki,MIA,NE,8,21,13.8,1.4,7.5,0.245
15,Greg Olsen,CAR,NO,9,19,15.6,1.6,7.4,0.284444444444
16,Kaden Smith,NYG,PHI,13,20,16.1,1.3,6.9,0.13
17,Jason Witten,DAL,WAS,15,23,17.3,1.1,6.9,0.0806666666667
18,Cameron Brate,TB,ATL,17,22,19.0,1.2,6.7,0.0847058823529
19,Tyler Eifert,CIN,CLE,17,22,20.2,1.1,6.6,0.0711764705882
20,Hayden Hurst,BAL,PIT,12,26,21.1,2.4,6.3,0.48
21,Jimmy Graham,GB,DET,12,28,23.2,2.1,6.1,0.3675
22,Irv Smith Jr.,MIN,CHI,18,34,23.7,3.2,5.5,0.568888888889
23,Darren Fells,HOU,TEN,19,27,21.8,2.2,5.3,0.254736842105
24,Vance McDonald,PIT,BAL,22,33,25.7,2.3,5.2,0.240454545455
25,Blake Jarwin,DAL,WAS,24,32,27.7,2.4,4.9,0.24
26,Kyle Rudolph,MIN,CHI,15,46,23.7,8.9,4.8,5.28066666667
27,Gerald Everett,LAR,ARI,25,47,31.3,6.6,4.8,1.7424
28,Logan Thomas,DET,GB,25,39,32.1,3.1,4.4,0.3844
29,Jesper Horsted,CHI,MIN,21,48,33.6,5.4,4.3,1.38857142857
30,Jordan Akins,HOU,TEN,27,37,32.2,2.8,4.3,0.29037037037
