Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,NO,1,7,1.7,0.9,21.8,0.81
2,Ezekiel Elliott,DAL,WAS,1,7,2.1,0.9,17.5,0.81
3,Aaron Jones,GB,DET,1,10,3.9,1.5,17.4,2.25
4,Alvin Kamara,NO,CAR,1,8,4.0,0.9,17.3,0.81
5,Saquon Barkley,NYG,PHI,2,8,4.4,1.5,16.5,1.125
6,Derrick Henry,TEN,HOU,3,8,5.9,0.9,14.9,0.27
7,Nick Chubb,CLE,CIN,2,12,6.5,1.3,14.5,0.845
8,Joe Mixon,CIN,CLE,6,13,8.7,1.3,14.5,0.281666666667
9,Miles Sanders,PHI,NYG,7,16,10.4,1.3,14.4,0.241428571429
10,Marlon Mack,IND,JAC,4,18,10.5,2.9,14.2,2.1025
11,Melvin Gordon,LAC,KC,7,17,11.8,1.7,13.8,0.412857142857
12,Kenyan Drake,ARI,LAR,7,17,11.8,2.3,13.4,0.755714285714
13,Austin Ekeler,LAC,KC,9,20,13.5,1.5,13.3,0.25
14,Phillip Lindsay,DEN,OAK,12,22,15.3,1.3,13.0,0.140833333333
15,Le'Veon Bell,NYJ,BUF,11,26,16.2,3.4,12.9,1.05090909091
16,Devonta Freeman,ATL,TB,13,31,17.1,2.7,12.8,0.560769230769
17,Raheem Mostert,SF,SEA,11,23,17.6,1.7,12.5,0.262727272727
18,DeAndre Washington,OAK,DEN,9,22,18.6,1.8,12.4,0.36
19,Todd Gurley,LAR,ARI,9,50,19.4,5.6,12.3,3.48444444444
20,Damien Williams,KC,LAC,10,37,20.9,4.0,12.2,1.6
21,Adrian Peterson,WAS,DAL,14,26,21.4,1.5,11.7,0.160714285714
22,Sony Michel,NE,MIA,14,38,22.8,4.5,11.3,1.44642857143
23,Kareem Hunt,CLE,CIN,11,28,23.2,3.2,11.1,0.930909090909
24,James White,NE,MIA,19,29,24.0,2.2,11.0,0.254736842105
25,David Montgomery,CHI,MIN,17,29,26.3,1.6,10.9,0.150588235294
26,Ronald Jones II,TB,ATL,22,32,26.5,2.2,10.9,0.22
27,Gus Edwards,BAL,PIT,19,34,28.3,3.6,9.8,0.682105263158
28,Mike Boone,MIN,CHI,19,51,29.2,6.6,9.8,2.29263157895
29,Tarik Cohen,CHI,MIN,28,40,31.9,2.0,9.8,0.142857142857
30,Ryquell Armstead,JAC,IND,13,80,32.1,19.3,9.7,28.6530769231
31,Latavius Murray,NO,CAR,23,42,32.9,2.6,9.5,0.293913043478
32,Patrick Laird,MIA,NE,25,42,35.1,3.1,9.5,0.3844
33,Kerryon Johnson,DET,GB,22,47,35.3,3.9,9.5,0.691363636364
34,Carlos Hyde,HOU,TEN,27,44,31.3,4.9,9.2,0.889259259259
35,Royce Freeman,DEN,OAK,29,42,37.1,2.0,8.8,0.137931034483
36,Travis Homer,SEA,SF,27,53,37.4,4.8,8.7,0.853333333333
37,Rex Burkhead,NE,MIA,28,48,38.1,3.4,8.5,0.412857142857
38,Justice Hill,BAL,PIT,21,49,39.1,3.3,8.0,0.518571428571
