Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,CAR,1,3,1.1,0.3,18.6,0.09
2,Julio Jones,ATL,TB,1,4,2.0,0.6,17.0,0.36
3,Davante Adams,GB,DET,2,5,3.1,0.3,15.5,0.045
4,Tyreek Hill,KC,LAC,2,6,3.8,0.5,14.5,0.125
5,Courtland Sutton,DEN,OAK,5,10,6.7,1.2,14.1,0.288
6,Allen Robinson,CHI,MIN,5,14,6.8,1.6,13.6,0.512
7,Julian Edelman,NE,MIA,3,15,7.4,2.0,12.9,1.33333333333
8,A.J. Brown,TEN,HOU,5,12,7.6,1.7,12.8,0.578
9,Amari Cooper,DAL,WAS,8,17,10.6,1.8,12.8,0.405
10,Robert Woods,LAR,ARI,7,29,10.9,3.1,12.6,1.37285714286
11,Keenan Allen,LAC,KC,5,18,11.9,1.7,12.5,0.578
12,Kenny Golladay,DET,GB,6,23,11.9,2.3,12.5,0.881666666667
13,Breshad Perriman,TB,ATL,9,21,13.3,2.4,12.3,0.64
14,Tyler Boyd,CIN,CLE,9,20,14.4,2.8,12.2,0.871111111111
15,Tyler Lockett,SEA,SF,10,26,16.7,1.5,12.2,0.225
16,Jarvis Landry,CLE,CIN,11,23,16.9,2.4,12.0,0.523636363636
17,Devante Parker,MIA,NE,6,46,17.8,4.5,12.2,3.375
18,Michael Gallup,DAL,WAS,13,23,18.4,2.4,12.0,0.443076923077
19,Cooper Kupp,LAR,ARI,13,33,18.7,2.2,11.9,0.372307692308
20,Emmanuel Sanders,SF,SEA,16,31,22.3,3.2,11.6,0.64
21,Odell Beckham Jr.,CLE,CIN,19,30,23.2,2.1,11.5,0.232105263158
22,Sterling Shepard,NYG,PHI,17,39,25.7,5.7,11.3,1.91117647059
23,Deebo Samuel,SF,SEA,14,38,26.7,3.4,11.1,0.825714285714
24,D.J. Chark,JAC,IND,10,47,27.1,7.5,10.6,5.625
25,D.K. Metcalf,SEA,SF,21,60,27.2,3.8,11.1,0.687619047619
26,Mike Williams,LAC,KC,18,41,27.2,4.5,11.2,1.125
27,T.Y. Hilton,IND,JAC,12,81,28.1,3.9,10.5,1.2675
28,Justin Watson,TB,ATL,22,32,28.2,2.7,10.5,0.331363636364
29,Greg Ward,PHI,NYG,22,42,29.6,4.0,10.2,0.727272727273
30,Anthony Miller,CHI,MIN,20,37,30.8,3.5,9.9,0.6125
