Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,6.3,78.7,0.6,0.1,14.2
George Kittle,SF,6.2,74.2,0.5,0.1,13.7
Austin Hooper,ATL,5.2,57.1,0.6,0.0,11.7
Tyler Higbee,LAR,5.3,58.0,0.4,0.0,10.8
Dallas Goedert,PHI,4.9,50.8,0.5,0.1,10.5
Jared Cook,NO,4.2,54.1,0.5,0.0,10.4
O.J. Howard,TB,4.1,57.6,0.4,0.1,10.0
Darren Waller,OAK,5.5,61.3,0.2,0.1,9.9
Mike Gesicki,MIA,4.2,47.1,0.3,0.1,8.6
Hunter Henry,LAC,4.0,51.1,0.3,0.1,8.5
Jack Doyle,IND,4.2,40.6,0.4,0.0,8.3
Jacob Hollister,SEA,4.2,40.8,0.2,0.0,7.4
Noah Fant,DEN,3.4,45.6,0.1,0.1,7.0
Cameron Brate,TB,3.6,39.0,0.2,0.0,7.0
Jonnu Smith,TEN,3.5,40.0,0.2,0.0,6.9
Greg Olsen,CAR,3.5,41.3,0.1,0.0,6.6
Kaden Smith,NYG,3.7,38.3,0.2,0.0,6.5
Jason Witten,DAL,3.9,36.9,0.2,0.1,6.4
Hayden Hurst,BAL,2.8,31.0,0.3,0.0,6.3
Kyle Rudolph,MIN,3.4,32.2,0.2,0.0,5.9
Tyler Eifert,CIN,2.9,31.1,0.1,0.0,5.4
Mark Andrews,BAL,2.5,32.8,0.1,0.0,5.4
Darren Fells,HOU,2.4,26.4,0.2,0.0,4.9
Jimmy Graham,GB,2.4,29.0,0.1,0.0,4.8
Irv Smith Jr.,MIN,2.9,26.4,0.1,0.0,4.6
Dawson Knox,BUF,2.3,29.3,0.1,0.0,4.5
Vance McDonald,PIT,2.7,24.7,0.1,0.0,4.4
Blake Jarwin,DAL,2.2,25.9,0.1,0.0,4.3
Jordan Akins,HOU,1.9,23.7,0.1,0.0,3.9
Ricky Seals-Jones,CLE,1.6,21.8,0.1,0.0,3.8
Anthony Firkser,TEN,1.7,21.0,0.1,0.0,3.7
Logan Thomas,DET,2.2,20.0,0.1,0.0,3.5
Nick Boyle,BAL,2.1,20.8,0.1,0.0,3.5
Benjamin Watson,NE,1.9,20.8,0.1,0.0,3.5
Ian Thomas,CAR,2.0,19.5,0.1,0.0,3.4
Jeremy Sprinkle,WAS,2.1,19.2,0.1,0.0,3.4
Jesse James,DET,1.9,20.2,0.1,0.0,3.3
Matt LaCosse,NE,1.8,18.7,0.1,0.0,3.3
Jesper Horsted,CHI,2.0,19.3,0.1,0.0,3.3
C.J. Uzomah,CIN,1.9,18.1,0.1,0.0,3.2
Demetrius Harris,CLE,1.5,15.9,0.1,0.0,3.2
Daniel Brown,NYJ,1.7,16.7,0.1,0.0,3.1
Jeff Heuerman,DEN,1.5,15.2,0.1,0.0,2.9
Seth DeValve,JAC,1.5,16.7,0.1,0.0,2.8
Joshua Perkins,PHI,1.4,14.6,0.1,0.0,2.7
Nick O'Leary,JAC,1.4,15.8,0.1,0.0,2.6
Gerald Everett,LAR,1.3,16.0,0.1,0.0,2.6
Charles Clay,ARI,1.4,14.4,0.1,0.0,2.5
Clive Walford,MIA,1.3,14.0,0.1,0.0,2.4
Josh Hill,NO,1.4,11.9,0.1,0.0,2.3
Hale Hentges,WAS,1.3,12.6,0.1,0.0,2.2
Marcedes Lewis,GB,1.0,11.6,0.1,0.0,2.2
Maxx Williams,ARI,1.4,12.7,0.0,0.0,2.2
Derek Carrier,OAK,1.2,11.0,0.1,0.0,2.1
Dan Arnold,ARI,1.0,10.7,0.1,0.0,2.0
Ryan Izzo,NE,0.9,10.9,0.1,0.0,1.9
Richard Rodgers,PHI,0.9,10.9,0.1,0.0,1.8
J.P. Holtz,CHI,1.1,11.0,0.0,0.0,1.8
Jaeden Graham,ATL,0.8,10.2,0.0,0.0,1.7
Tyler Kroft,BUF,1.0,9.7,0.0,0.0,1.7
Nick Vannett,PIT,1.1,9.8,0.0,0.0,1.7
MyCole Pruitt,TEN,0.9,10.0,0.0,0.0,1.6
Johnny Mundt,LAR,0.9,9.1,0.0,0.0,1.6
Luke Willson,SEA,0.9,8.5,0.0,0.0,1.5
Andrew Beck,DEN,0.7,7.4,0.1,0.0,1.5
Blake Bell,KC,0.8,8.1,0.0,0.0,1.5
Mo Alie-Cox,IND,0.8,9.8,0.0,0.0,1.4
Robert Tonyan,GB,0.7,7.6,0.1,0.0,1.4
Luke Stocker,ATL,0.7,6.6,0.1,0.0,1.4
Ross Dwelley,SF,0.7,6.8,0.1,0.0,1.4
Virgil Green,LAC,0.7,7.7,0.0,0.0,1.4
Tanner Hudson,TB,0.7,7.8,0.0,0.0,1.3
Troy Fumagalli,DEN,0.6,6.6,0.1,0.0,1.3
Darrell Daniels,ARI,0.7,6.5,0.1,0.0,1.3
Cethan Carter,CIN,0.6,5.7,0.1,0.0,1.2
Durham Smythe,MIA,0.8,7.3,0.0,0.0,1.2
Tyler Conklin,MIN,0.8,7.0,0.0,0.0,1.2
Trevon Wesco,NYJ,0.7,7.3,0.0,0.0,1.2
Deon Yelder,KC,0.6,6.5,0.0,0.0,1.1
Stephen Carlson,CLE,0.5,5.7,0.0,0.0,1.1
Tyrone Swoopes,SEA,0.6,5.9,0.0,0.0,1.1
Caleb Wilson,WAS,0.6,6.8,0.0,0.0,1.0
Pharaoh Brown,CLE,0.6,6.9,0.0,0.0,1.0
Chris Manhertz,CAR,0.5,5.6,0.0,0.0,1.0
Dalton Schultz,DAL,0.5,5.4,0.0,0.0,0.9
Eric Saubert,CHI,0.5,4.6,0.0,0.0,0.9
Levine Toilolo,SF,0.4,5.0,0.0,0.0,0.9
David Njoku,CLE,0.3,3.8,0.1,0.0,0.8
Codey McElroy,TB,0.4,4.8,0.0,0.0,0.8
Ben Koyack,JAC,0.6,5.6,0.0,0.0,0.8
Lee Smith,BUF,0.5,4.6,0.0,0.0,0.8
Jace Sternberger,GB,0.4,4.2,0.0,0.0,0.8
Jordan Leggett,TB,0.3,2.9,0.1,0.0,0.7
Tommy Sweeney,BUF,0.4,4.6,0.0,0.0,0.7
Zach Gentry,PIT,0.4,4.1,0.0,0.0,0.6
Lance Kendricks,LAC,0.3,4.2,0.0,0.0,0.6
Jordan Thomas,HOU,0.2,2.6,0.0,0.0,0.6
Eric Tomlinson,OAK,0.4,3.1,0.0,0.0,0.5
Isaac Nauta,DET,0.3,2.8,0.0,0.0,0.5
Mason Schreck,CIN,0.1,1.0,0.0,0.0,0.2
Geoff Swaim,JAC,0.1,0.6,0.0,0.0,0.1
