Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,16.0,76.3,0.6,7.1,61.4,0.2,0.1,21.8
Ezekiel Elliott,DAL,20.7,93.9,0.7,3.2,27.2,0.1,0.2,18.4
Saquon Barkley,NYG,18.3,81.7,0.6,4.5,35.1,0.1,0.1,17.9
Derrick Henry,TEN,18.9,89.6,0.8,1.8,17.3,0.1,0.1,16.6
Alvin Kamara,NO,13.2,65.4,0.4,5.4,40.4,0.1,0.1,16.3
Aaron Jones,GB,14.2,67.5,0.8,3.3,24.9,0.1,0.1,16.2
Leonard Fournette,JAC,17.5,70.2,0.3,5.1,35.9,0.1,0.1,15.3
Joe Mixon,CIN,18.7,80.8,0.6,2.6,20.9,0.1,0.2,15.1
Miles Sanders,PHI,12.8,59.0,0.5,3.7,36.1,0.1,0.1,14.7
Nick Chubb,CLE,17.4,89.8,0.6,1.7,13.0,0.0,0.1,14.7
Devonta Freeman,ATL,15.0,57.3,0.5,3.9,31.2,0.2,0.2,14.5
Kenyan Drake,ARI,15.1,66.9,0.6,3.0,23.4,0.1,0.1,14.1
Austin Ekeler,LAC,6.2,30.0,0.1,5.1,51.3,0.5,0.1,14.1
Melvin Gordon,LAC,13.8,59.3,0.5,3.2,25.3,0.1,0.1,13.6
Marlon Mack,IND,17.5,79.3,0.7,1.1,7.6,0.0,0.1,13.3
Phillip Lindsay,DEN,13.9,66.5,0.6,2.4,16.4,0.0,0.1,13.2
Le'Veon Bell,NYJ,16.1,62.9,0.2,3.9,29.0,0.1,0.1,12.7
Todd Gurley,LAR,13.6,55.5,0.6,2.4,19.2,0.1,0.1,12.4
Raheem Mostert,SF,13.7,67.8,0.6,1.5,11.9,0.1,0.2,12.3
Ronald Jones II,TB,12.9,49.8,0.5,3.0,27.5,0.0,0.1,12.2
Devin Singletary,BUF,13.1,61.5,0.4,2.5,18.1,0.1,0.1,12.0
DeAndre Washington,OAK,12.8,50.9,0.5,2.8,19.9,0.1,0.1,11.8
Adrian Peterson,WAS,17.1,67.0,0.5,1.7,12.0,0.0,0.2,11.7
Sony Michel,NE,17.5,71.7,0.6,1.0,6.4,0.0,0.1,11.6
Damien Williams,KC,10.4,42.9,0.5,2.6,20.1,0.1,0.1,11.2
James White,NE,4.6,19.0,0.1,4.5,39.8,0.2,0.1,10.0
Carlos Hyde,HOU,15.8,66.3,0.4,0.9,4.2,0.0,0.1,9.9
Kareem Hunt,CLE,6.6,30.6,0.2,3.5,29.4,0.1,0.1,9.4
David Montgomery,CHI,14.5,55.1,0.3,1.7,13.1,0.0,0.1,9.4
Patrick Laird,MIA,10.4,39.0,0.1,3.2,27.7,0.1,0.1,9.2
Gus Edwards,BAL,13.5,63.3,0.4,0.5,2.6,0.0,0.1,9.0
Tarik Cohen,CHI,5.2,20.5,0.1,4.6,35.1,0.1,0.1,8.9
Kerryon Johnson,DET,12.3,51.3,0.2,2.0,15.4,0.0,0.1,8.8
Mike Boone,MIN,13.0,50.3,0.3,1.4,9.5,0.0,0.1,8.3
Latavius Murray,NO,9.6,40.9,0.3,1.9,12.3,0.0,0.1,8.0
Jamaal Williams,GB,8.8,35.4,0.1,2.8,19.8,0.1,0.1,8.0
Royce Freeman,DEN,8.5,34.6,0.2,2.5,16.4,0.1,0.1,7.9
Duke Johnson,HOU,4.8,21.4,0.1,3.3,30.0,0.1,0.1,7.6
Rex Burkhead,NE,5.9,24.9,0.2,2.2,20.9,0.0,0.1,7.0
Chris Thompson,WAS,4.1,17.5,0.0,3.4,27.2,0.1,0.1,6.5
Travis Homer,SEA,8.1,35.2,0.1,1.7,11.6,0.0,0.1,6.5
Jaylen Samuels,PIT,6.3,21.4,0.1,3.1,20.5,0.1,0.1,6.4
Peyton Barber,TB,10.0,36.0,0.2,1.3,8.8,0.0,0.1,6.4
Justice Hill,BAL,8.4,35.4,0.1,1.8,11.6,0.0,0.0,6.3
Boston Scott,PHI,4.5,19.0,0.1,2.8,20.9,0.1,0.1,6.3
