Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
New England Patriots,NE,3.1,1.4,0.7,1.3,0.2,0.1,14.6,292.1,9.7
Indianapolis Colts,IND,3.0,1.0,0.8,1.3,0.2,0.0,19.8,316.9,8.6
New Orleans Saints,NO,3.1,0.9,0.7,1.3,0.2,0.1,19.6,327.2,8.6
Kansas City Chiefs,KC,2.6,1.1,0.6,1.0,0.2,0.0,19.1,366.9,8.2
Pittsburgh Steelers,PIT,3.1,0.8,0.7,1.2,0.1,0.0,17.9,311.9,8.1
Denver Broncos,DEN,2.7,1.0,0.6,1.0,0.2,0.0,18.4,339.8,8.1
Buffalo Bills,BUF,2.6,1.0,0.6,1.0,0.2,0.1,17.9,291.9,8.0
San Francisco 49ers,SF,3.2,0.7,0.7,1.3,0.1,0.0,19.9,334.9,8.0
Dallas Cowboys,DAL,2.9,0.9,0.6,1.0,0.2,0.0,18.3,280.1,7.9
Green Bay Packers,GB,2.9,1.0,0.6,0.9,0.1,0.0,18.4,302.0,7.9
Baltimore Ravens,BAL,2.4,1.0,0.7,1.1,0.1,0.0,18.7,314.5,7.6
Minnesota Vikings,MIN,2.9,0.8,0.6,0.9,0.1,0.0,17.9,291.0,7.6
Atlanta Falcons,ATL,2.8,1.2,0.6,1.0,0.2,0.0,23.1,397.4,7.5
Seattle Seahawks,SEA,2.7,1.0,0.8,1.3,0.2,0.0,22.6,383.1,7.4
Houston Texans,HOU,3.1,0.9,0.7,0.9,0.2,0.0,22.1,366.9,7.3
Cincinnati Bengals,CIN,2.8,1.1,0.6,0.7,0.2,0.0,21.7,364.6,7.2
Tampa Bay Buccaneers,TB,2.9,0.8,0.8,1.3,0.2,0.0,25.5,359.5,7.1
Philadelphia Eagles,PHI,2.7,1.0,0.7,1.1,0.2,0.1,21.1,322.5,7.1
Los Angeles Rams,LAR,3.3,0.9,0.6,0.8,0.1,0.0,21.0,294.1,7.1
New York Jets,NYJ,2.3,0.9,0.6,0.8,0.1,0.0,19.4,310.3,7.0
New York Giants,NYG,2.5,0.9,0.6,0.9,0.2,0.0,23.8,354.3,6.5
Tennessee Titans,TEN,2.8,0.8,0.5,0.7,0.1,0.0,21.3,327.4,6.3
Cleveland Browns,CLE,2.3,0.9,0.6,1.1,0.1,0.0,23.2,322.0,6.2
Washington Redskins,WAS,2.3,0.8,0.6,1.0,0.1,0.0,24.9,400.8,6.0
Arizona Cardinals,ARI,2.6,0.7,0.6,0.9,0.1,0.0,26.7,366.6,5.9
Jacksonville Jaguars,JAC,2.6,0.6,0.5,0.8,0.1,0.1,23.7,340.5,5.8
Oakland Raiders,OAK,1.9,0.9,0.5,0.8,0.1,0.0,23.3,344.6,5.4
Detroit Lions,DET,2.4,0.6,0.6,0.9,0.1,0.0,24.8,377.4,5.4
Chicago Bears,CHI,2.0,0.5,0.6,0.9,0.1,0.0,21.0,340.0,5.1
Miami Dolphins,MIA,1.8,0.8,0.4,0.5,0.1,0.0,27.5,374.7,4.9
Carolina Panthers,CAR,1.9,0.6,0.5,0.7,0.1,0.0,28.6,385.2,4.8
Los Angeles Chargers,LAC,2.0,0.6,0.5,0.6,0.1,0.0,23.5,392.0,4.6
