Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Rob Gronkowski,NE,LAC,1,5,1.9,1.3
2,Travis Kelce,KC,DEN,1,4,2.2,0.8
3,Zach Ertz,PHI,SF,1,10,2.7,1.4
4,Hunter Henry,LAC,NE,3,11,5.1,1.3
5,Jordan Reed,WAS,DAL,2,13,5.5,2.0
6,Jimmy Graham,SEA,HOU,3,13,6.0,1.8
7,Kyle Rudolph,MIN,CLE,2,13,6.1,2.1
8,Austin Seferian-Jenkins,NYJ,ATL,5,16,8.3,1.8
9,Jason Witten,DAL,WAS,3,14,9.2,1.6
10,Cameron Brate,TB,CAR,5,12,9.6,1.7
11,Jack Doyle,IND,CIN,9,18,11.1,1.9
12,Jared Cook,OAK,BUF,8,18,12.3,1.5
13,Tyler Kroft,CIN,IND,6,17,12.6,2.0
14,George Kittle,SF,PHI,9,31,15.6,3.1
15,Benjamin Watson,BAL,MIA,10,25,16.1,3.1
16,Zach Miller,CHI,NO,6,26,16.3,2.7
17,Ed Dickson,CAR,TB,13,30,17.8,2.8
18,Austin Hooper,ATL,NYJ,13,24,18.1,2.5
19,Nick O'Leary,BUF,OAK,12,34,19.1,3.2
20,Ryan Griffin,HOU,SEA,14,27,21.1,3.3
21,O.J. Howard,TB,CAR,6,32,21.5,4.0
22,Julius Thomas,MIA,BAL,12,39,21.1,3.7
23,A.J. Derby,DEN,KC,11,30,22.4,3.5
24,Vernon Davis,WAS,DAL,15,29,21.9,2.8
25,Eric Ebron,DET,PIT,15,32,24.7,3.0
26,Jesse James,PIT,DET,12,32,26.9,3.1
27,David Njoku,CLE,MIN,17,50,24.7,3.9
28,Coby Fleener,NO,CHI,19,33,27.1,2.9
29,Darren Fells,DET,PIT,19,33,28.8,2.7
30,Antonio Gates,LAC,NE,20,39,29.9,2.7
31,Seth DeValve,CLE,MIN,22,33,29.2,2.4
32,Nick Boyle,BAL,MIA,23,40,31.8,3.4
33,Dion Sims,CHI,NO,21,41,33.7,2.7
34,Demetrius Harris,KC,DEN,26,41,33.7,3.5
35,Logan Thomas,BUF,OAK,30,44,33.9,3.5
36,Michael Hoomanawanui,NO,CHI,29,44,34.5,3.9
37,Stephen Anderson,HOU,SEA,29,55,34.5,5.2
38,Virgil Green,DEN,KC,30,41,35.0,2.3
39,Luke Willson,SEA,HOU,33,42,36.6,2.6
40,Trey Burton,PHI,SF,29,52,36.8,5.5
41,Anthony Fasano,MIA,BAL,26,46,39.0,5.5
42,Chris Manhertz,CAR,TB,26,55,42.0,10.8
43,Brent Celek,PHI,SF,36,49,43.1,3.7
44,C.J. Uzomah,CIN,IND,39,48,44.0,3.4
45,Eric Tomlinson,NYJ,ATL,38,59,44.6,6.6
46,Niles Paul,WAS,DAL,39,54,45.0,6.5
47,Levine Toilolo,ATL,NYJ,44,48,46.0,1.3
48,Xavier Grimble,PIT,DET,38,53,46.4,4.8
49,Garrett Celek,SF,PHI,43,61,47.1,5.7
50,Clive Walford,OAK,BUF,41,57,47.6,5.7
51,Jeff Heuerman,DEN,KC,38,68,48.1,7.9
52,Lee Smith,OAK,BUF,41,55,48.4,5.6
53,Gavin Escobar,BAL,MIA,35,69,49.7,14.3
54,Josh Hill,NO,CHI,42,59,49.7,5.8
55,Brandon Williams,IND,CIN,43,53,49.7,2.9
56,Nick Vannett,SEA,HOU,35,56,50.1,6.4
57,Ross Travis,KC,DEN,28,65,51.6,9.8
58,Dwayne Allen,NE,LAC,35,70,52.0,12.4
59,James Hanna,DAL,WAS,38,63,54.0,7.2
60,Geoff Swaim,DAL,WAS,55,56,55.5,0.5
61,Michael Roberts,DET,PIT,37,75,56.0,19.0
62,Adam Shaheen,CHI,NO,44,64,56.3,8.8
63,Darrell Daniels,IND,CIN,58,58,58.0,0.0
64,Cole Hikutini,SF,PHI,55,71,59.0,5.6
