Date,Year,Week,Team,Opp,Total_Score,Win_Prob,Expected_Points,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2017-10-30,2017,8,DEN,KC,42.0,0.274725274725275,17.5,,,,,,,,,,
2017-10-30,2017,8,KC,DEN,42.0,0.75187969924812,24.5,,,,,,,,,,
2017-10-29,2017,8,ATL,NYJ,43.5,0.7407407407407409,25.0,0.14479999999999998,28.507147142857,0.027000000000000003,17.1633197714,0.2847,39.92990614211,0.0148,8.415,0.066,6.864
2017-10-29,2017,8,BUF,OAK,47.0,0.5586592178770949,24.5,0.2838,28.31186666667,0.0692,17.642,0.1139,24.45966640271,0.0552,10.9,0.0694,6.8
2017-10-29,2017,8,CAR,TB,46.0,0.47169811320754707,22.5,0.09860000000000001,23.93708402778,0.0522,18.5858239076,0.201,32.24953663935,0.013999999999999999,9.8505,0.0636,7.547999999999999
2017-10-29,2017,8,CHI,NO,46.0,0.24691358024691396,19.25,0.078,25.15590498401,0.0136,11.9563636364,0.027899999999999998,18.7013976834,0.0336,11.899999999999999,0.026000000000000002,5.6
2017-10-29,2017,8,CIN,IND,44.0,0.826446280991735,27.5,0.1863,25.21419753083,0.162,17.762,0.3734,38.31279104907,0.0996,11.200000000000001,0.132,8.6
2017-10-29,2017,8,CLE,MIN,38.5,0.185528756957328,13.75,,,,,,,,,,
2017-10-29,2017,8,DAL,WAS,46.5,0.613496932515337,24.75,0.2038,22.451074630542003,0.0742,18.0788705376,0.1269,34.83768827937,0.0854,11.442499999999999,0.039,5.712000000000001
2017-10-29,2017,8,DET,PIT,44.5,0.39525691699604704,20.75,,,,,,,,,,
2017-10-29,2017,8,HOU,SEA,45.0,0.31055900621118,19.5,0.0268,17.54160576923,0.022000000000000002,15.8505810811,0.2474,31.957438054369995,0.0222,10.2,0.0456,6.0
2017-10-29,2017,8,IND,CIN,44.0,0.19841269841269799,16.5,0.0382,18.508707779890003,0.0094,11.887813953499998,0.132,26.065228660544,0.0552,11.5,0.0148,5.3
2017-10-29,2017,8,LAC,NE,49.0,0.294985250737463,21.25,0.1228,24.403419913422,0.0616,17.3964497041,0.2043,36.0469202841,0.1266,16.5,0.0104,5.0
2017-10-29,2017,8,MIN,CLE,38.5,0.840336134453782,24.75,,,,,,,,,,
2017-10-29,2017,8,NE,LAC,49.0,0.7299270072992701,27.75,0.1185,31.39711189407,0.0738,19.896082051300002,0.2244,40.2977931307,0.0666,16.1,0.0544,5.9
2017-10-29,2017,8,NO,CHI,46.0,0.7751937984496121,26.75,0.38,32.6023188406,0.0528,18.5509450549,0.232,42.12871633624,0.0112,10.4,0.0642,7.8
2017-10-29,2017,8,NYJ,ATL,43.5,0.28571428571428603,18.5,0.0628,23.05063655785,0.023,14.1445726619,0.1079,28.515375538163003,0.0516,11.583,0.0344,5.928
2017-10-29,2017,8,OAK,BUF,47.0,0.465116279069767,22.5,0.18560000000000001,21.490955188679997,0.013999999999999999,15.869798000000001,0.22780000000000003,38.43068918919,0.0504,11.4,0.0144,5.6
2017-10-29,2017,8,PHI,SF,45.0,0.8771929824561401,29.0,0.1184,22.92790038242,0.106,19.3877261084,0.2676,35.8948628081,0.0756,17.512,0.1636,9.69
2017-10-29,2017,8,PIT,DET,44.5,0.628930817610063,23.75,,,,,,,,,,
2017-10-29,2017,8,SEA,HOU,45.0,0.7142857142857142,25.5,0.0166,19.48758727353,0.0758,18.214155555599998,0.21619999999999998,34.90503469119,0.0672,14.4,0.0972,8.4
2017-10-29,2017,8,SF,PHI,45.0,0.144927536231884,16.0,0.0694,22.452221122690002,0.011000000000000001,12.125840678,0.1694,29.96555054545,0.02,10.149,0.0081,4.896
2017-10-29,2017,8,TB,CAR,46.0,0.5524861878453039,23.5,0.0633,20.61030967391,0.0586,16.479209651199998,0.2747,39.375900072077,0.07100000000000001,16.8155,0.0406,6.018
2017-10-29,2017,8,WAS,DAL,46.5,0.40983606557377006,21.75,0.1226,25.70768666923,0.1024,17.7807821229,0.157,30.411473502009997,0.1384,18.706,0.0074,5.202000000000001
2017-10-26,2017,8,BAL,MIA,38.0,0.606060606060606,20.5,,,,,,,,,,
2017-10-26,2017,8,MIA,BAL,38.0,0.420168067226891,17.5,,,,,,,,,,
