Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Travis Kelce,KC,OAK,1,1,1.0,0.0
2,Jimmy Graham,SEA,JAC,2,16,3.5,2.6
3,Evan Engram,NYG,DAL,2,8,3.6,1.2
4,Delanie Walker,TEN,ARI,2,16,4.6,2.3
5,Hunter Henry,LAC,WAS,4,10,6.6,1.3
6,Jack Doyle,IND,BUF,2,11,6.8,2.4
7,Jason Witten,DAL,NYG,4,12,8.0,1.6
8,Zach Ertz,PHI,LAR,2,77,8.8,17.1
9,Kyle Rudolph,MIN,CAR,6,14,9.9,2.2
10,Austin Seferian-Jenkins,NYJ,DEN,7,17,10.6,2.6
11,Cameron Brate,TB,DET,5,21,10.8,4.2
12,Jared Cook,OAK,KC,6,20,11.8,3.3
13,Stephen Anderson,HOU,SF,6,23,12.5,3.5
14,Charles Clay,BUF,IND,11,22,14.7,2.5
15,Ricky Seals-Jones,ARI,TEN,10,40,15.4,5.1
16,Vernon Davis,WAS,LAC,11,26,15.7,3.8
17,Austin Hooper,ATL,NO,7,24,17.5,3.6
18,Greg Olsen,CAR,MIN,12,29,18.0,3.5
19,Tyler Kroft,CIN,CHI,12,22,17.9,2.0
20,David Njoku,CLE,GB,14,27,18.8,2.9
21,Trey Burton,PHI,LAR,9,36,21.2,6.4
22,Julius Thomas,MIA,NE,12,24,20.1,2.8
23,Eric Ebron,DET,TB,8,24,21.1,3.1
24,Benjamin Watson,BAL,PIT,13,24,21.4,2.4
25,Jesse James,PIT,BAL,19,28,25.0,2.2
26,Dwayne Allen,NE,MIA,19,35,26.3,3.2
27,Niles Paul,WAS,LAC,20,41,34.2,5.8
28,O.J. Howard,TB,DET,23,34,27.6,2.8
29,Marcedes Lewis,JAC,SEA,22,36,28.0,3.5
30,Garrett Celek,SF,HOU,24,34,28.6,3.2
31,George Kittle,SF,HOU,23,34,29.9,3.1
32,Josh Hill,NO,ATL,23,45,31.5,6.7
33,Antonio Gates,LAC,WAS,27,40,32.2,3.9
34,Tyler Higbee,LAR,PHI,27,45,32.5,5.0
35,Seth DeValve,CLE,GB,24,44,34.2,5.6
36,Austin Traylor,DEN,NYJ,30,47,34.4,5.2
37,Jacob Hollister,NE,MIA,21,49,36.2,7.3
38,Ed Dickson,CAR,MIN,29,50,37.3,6.2
39,Jermaine Gresham,ARI,TEN,31,55,37.8,5.8
40,Virgil Green,DEN,NYJ,27,52,38.5,8.3
41,Lance Kendricks,GB,CLE,25,46,38.7,6.0
42,Gerald Everett,LAR,PHI,33,51,39.6,5.8
43,C.J. Fiedorowicz,HOU,SF,37,46,40.3,4.0
44,Nick Vannett,SEA,JAC,30,50,40.4,7.6
45,Brent Celek,PHI,LAR,25,77,40.8,17.9
46,Adam Shaheen,CHI,CIN,25,67,40.9,10.5
47,Richard Rodgers,GB,CLE,26,51,41.5,7.4
48,Dion Sims,CHI,CIN,36,59,43.2,6.7
49,Maxx Williams,BAL,PIT,37,61,44.8,7.0
50,Vance McDonald,PIT,BAL,33,73,45.1,11.8
51,Clive Walford,OAK,KC,36,54,45.4,6.0
52,Darren Fells,DET,TB,39,60,46.1,6.8
53,Levine Toilolo,ATL,NO,47,50,49.0,1.1
54,Nick Boyle,BAL,PIT,41,55,49.8,4.9
55,Michael Hoomanawanui,NO,ATL,33,61,50.6,8.3
56,Daniel Brown,CHI,CIN,45,60,52.3,4.4
57,James O'Shaughnessy,JAC,SEA,30,60,52.5,10.4
58,Will Tye,NE,MIA,31,69,53.8,14.3
59,Jonnu Smith,TEN,ARI,47,63,53.9,4.9
60,Demetrius Harris,KC,OAK,46,58,54.0,4.0
61,Blake Bell,MIN,CAR,32,74,57.0,18.1
62,Nick O'Leary,BUF,IND,48,67,58.5,6.8
63,A.J. Derby,MIA,NE,54,71,59.4,6.0
64,Brandon Williams,IND,BUF,53,68,61.7,5.2
65,C.J. Uzomah,CIN,CHI,45,73,61.9,7.9
66,Rhett Ellison,NYG,DAL,55,71,63.7,5.9
67,Anthony Fasano,MIA,NE,56,79,64.2,8.3
68,Eric Tomlinson,NYJ,DEN,59,70,65.2,4.5
69,Ross Travis,IND,BUF,54,76,65.3,8.4
70,MyCole Pruitt,HOU,SF,53,75,66.0,9.4
71,Xavier Grimble,PIT,BAL,62,75,66.3,4.1
72,Luke Willson,SEA,JAC,62,74,67.8,4.7
73,Logan Thomas,BUF,IND,62,81,69.3,6.6
74,Lee Smith,OAK,KC,64,76,69.8,4.9
75,Phillip Supernaw,TEN,ARI,67,77,70.6,3.8
76,Troy Niklas,ARI,TEN,54,90,71.0,10.9
77,Alan Cross,TB,DET,56,88,72.0,16.0
78,Jeff Heuerman,DEN,NYJ,53,99,73.0,14.8
79,Geoff Swaim,DAL,NYG,64,78,73.5,5.7
80,Sean McGrath,LAC,WAS,68,80,74.0,6.0
81,Derek Carrier,LAR,PHI,63,85,74.4,8.6
82,James Hanna,DAL,NYG,69,84,76.0,6.2
83,Neal Sterling,NYJ,DEN,70,83,76.0,5.4
84,Michael Roberts,DET,TB,71,86,76.2,5.6
85,Jerell Adams,NYG,DAL,75,78,76.7,1.2
86,Jeremy Sprinkle,WAS,LAC,69,94,79.6,8.3
87,Antony Auclair,TB,DET,79,84,82.0,2.2
88,Matt Lengel,CLE,GB,78,93,85.5,7.5
89,Ben Koyack,JAC,SEA,81,92,86.5,5.5
