Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Le'Veon Bell,PIT,BAL,1,4,1.5,0.6
2,Alvin Kamara,NO,ATL,1,10,2.0,1.7
3,Todd Gurley,LAR,PHI,1,6,3.3,1.0
4,LeSean McCoy,BUF,IND,2,9,4.2,1.4
5,Melvin Gordon,LAC,WAS,3,10,5.1,1.1
6,Mark Ingram,NO,ATL,3,16,6.8,2.4
7,Lamar Miller,HOU,SF,3,36,9.2,4.8
8,Leonard Fournette,JAC,SEA,5,19,9.5,3.3
9,Kenyan Drake,MIA,NE,5,24,11.0,3.7
10,Devonta Freeman,ATL,NO,6,21,11.4,3.3
11,Kareem Hunt,KC,OAK,3,27,12.1,5.1
12,Rex Burkhead,NE,MIA,6,21,12.5,3.5
13,Carlos Hyde,SF,HOU,7,25,13.1,3.8
14,Samaje Perine,WAS,LAC,7,49,15.1,6.0
15,Christian McCaffrey,CAR,MIN,5,30,15.2,4.6
16,Marshawn Lynch,OAK,KC,6,31,15.6,4.3
17,Jamaal Williams,GB,CLE,7,33,17.5,5.0
18,Giovani Bernard,CIN,CHI,5,29,17.9,6.2
19,Dion Lewis,NE,MIA,7,30,19.2,4.0
20,Jordan Howard,CHI,CIN,7,34,20.9,5.0
21,Jerick McKinnon,MIN,CAR,16,34,21.5,4.1
22,Alex Collins,BAL,PIT,10,63,23.4,7.0
23,Alfred Morris,DAL,NYG,8,41,23.7,6.9
24,DeMarco Murray,TEN,ARI,18,31,23.8,3.8
25,Duke Johnson,CLE,GB,19,37,25.1,4.2
26,Frank Gore,IND,BUF,9,42,26.5,5.7
27,Theo Riddick,DET,TB,17,44,26.3,5.4
28,Latavius Murray,MIN,CAR,18,42,28.4,4.0
29,Tevin Coleman,ATL,NO,16,38,30.4,4.0
30,Orleans Darkwa,NYG,DAL,13,61,31.8,6.5
31,Mike Davis,SEA,JAC,20,56,32.1,7.6
32,Isaiah Crowell,CLE,GB,21,46,33.7,4.7
33,Peyton Barber,TB,DET,10,68,34.3,11.2
34,Danny Woodhead,BAL,PIT,19,52,33.9,7.1
35,Matt Forte,NYJ,DEN,16,43,34.4,5.0
36,Derrick Henry,TEN,ARI,25,57,34.9,5.4
37,Kerwynn Williams,ARI,TEN,22,50,37.1,6.0
38,Jay Ajayi,PHI,LAR,17,53,37.5,6.3
39,C.J. Anderson,DEN,NYJ,25,49,37.6,4.9
40,Austin Ekeler,LAC,WAS,23,46,38.4,3.7
41,Bilal Powell,NYJ,DEN,24,45,38.8,5.0
42,Tarik Cohen,CHI,CIN,30,59,43.4,5.7
43,Rod Smith,DAL,NYG,32,55,45.1,4.0
44,Devontae Booker,DEN,NYJ,33,72,46.4,6.8
45,J.D. McKissic,SEA,JAC,33,63,47.1,8.4
46,James White,NE,MIA,27,57,45.2,6.4
47,Andre Ellington,HOU,SF,28,66,48.2,9.1
48,Doug Martin,TB,DET,32,73,49.2,8.7
49,Marlon Mack,IND,BUF,38,59,47.3,5.2
50,Ameer Abdullah,DET,TB,19,100,51.1,13.1
51,D.J. Foster,ARI,TEN,35,69,50.5,7.7
52,LeGarrette Blount,PHI,LAR,38,63,49.8,4.8
53,Aaron Jones,GB,CLE,30,67,51.7,6.7
54,Jonathan Stewart,CAR,MIN,42,67,51.0,4.3
55,Tion Green,DET,TB,32,112,57.8,13.6
56,Byron Marshall,WAS,LAC,37,62,52.6,5.1
57,Travaris Cadet,BUF,IND,42,72,57.4,7.7
58,Matt Breida,SF,HOU,37,64,56.7,6.4
59,T.J. Yeldon,JAC,SEA,25,73,57.3,7.4
60,Corey Clement,PHI,LAR,44,80,57.8,7.3
61,Jalen Richard,OAK,KC,34,74,62.8,6.8
62,Jacquizz Rodgers,TB,DET,44,95,62.5,11.3
63,Jamaal Charles,DEN,NYJ,39,73,66.2,6.7
64,DeAndre Washington,OAK,KC,43,72,63.4,5.7
65,Javorius Allen,BAL,PIT,47,73,63.8,5.5
66,Charcandrick West,KC,OAK,46,83,64.3,6.6
67,Terron Ward,ATL,NO,47,93,77.5,11.1
68,Kyle Juszczyk,SF,HOU,48,82,67.2,8.3
69,Elijah McGuire,NYJ,DEN,49,72,64.4,4.9
70,Shane Vereen,NYG,DAL,50,73,60.4,5.4
71,Brian Hill,CIN,CHI,50,90,73.9,8.7
72,Wayne Gallman,NYG,DAL,51,72,63.1,5.3
73,Charles Sims,TB,DET,53,118,64.8,10.6
74,Benny Cunningham,CHI,CIN,58,102,69.6,8.6
75,Chris Ivory,JAC,SEA,62,78,72.3,3.5
76,Eddie Lacy,SEA,JAC,55,87,72.9,5.9
77,Akeem Hunt,KC,OAK,56,99,74.5,7.2
78,Jamize Olawale,OAK,KC,61,83,74.6,6.4
