"Player","Team","Opp","Time","FD Pos","FD Own","FD Sal","DK Pos","DK Own","DK Sal"
"Corey Davis","TEN","TB","Sun 01:00 EDT","WR","5.3%","5500","WR","6.0%","4400"
"Larry Fitzgerald","ARI","NO","Sun 01:00 EDT","WR","5.1%","5400","WR","4.7%","5400"
"Odell Beckham","CLE","NE","Sun 04:25 EDT","WR","5.0%","7400","WR","5.2%","6500"
"Derrick Henry","TEN","TB","Sun 01:00 EDT","RB","5.0%","6900","RB","5.0%","6000"
"Marlon Mack","IND","DEN","Sun 01:00 EDT","RB","4.9%","6800","RB","4.9%","6100"
"Brandin Cooks","LA","CIN","Sun 01:00 EDT","WR","4.7%","6900","WR","5.1%","5700"
"T.Y. Hilton","IND","DEN","Sun 01:00 EDT","WR","4.6%","7600","WR","5.2%","6100"
"Chris Godwin","TB","TEN","Sun 01:00 EDT","WR","4.5%","8100","WR","4.7%","7100"
"Josh Jacobs","OAK","HOU","Sun 04:25 EDT","RB","4.4%","7200","RB","4.7%","5800"
"Kyler Murray","ARI","NO","Sun 01:00 EDT","QB","4.2%","7400","QB","4.0%","6200"
"Ted Ginn","NO","ARI","Sun 01:00 EDT","WR","4.2%","5300","WR","5.4%","3700"
"Chase Edmonds","ARI","NO","Sun 01:00 EDT","RB","4.1%","6100","RB","3.7%","6200"
"Latavius Murray","NO","ARI","Sun 01:00 EDT","RB","4.1%","6200","RB","3.9%","5800"
"Duke Johnson","HOU","OAK","Sun 04:25 EDT","RB","4.0%","5300","RB","5.4%","3800"
"Golden Tate","NYG","DET","Sun 01:00 EDT","WR","3.9%","6100","WR","3.8%","5800"
"Christian Kirk","ARI","NO","Sun 01:00 EDT","WR","3.8%","5600","WR","4.2%","4700"
"Keenan Allen","LAC","CHI","Sun 01:00 EDT","WR","3.8%","7500","WR","4.2%","6400"
"D.J. Chark","JAC","NYJ","Sun 01:00 EDT","WR","3.5%","6300","WR","3.4%","6000"
"Austin Ekeler","LAC","CHI","Sun 01:00 EDT","RB","3.4%","6800","RB","3.7%","5900"
"Jonnu Smith","TEN","TB","Sun 01:00 EDT","TE","3.4%","4900","TE","4.6%","2800"
"Jamison Crowder","NYJ","JAC","Sun 01:00 EDT","WR","3.3%","5800","WR","3.7%","4800"
"Robby Anderson","NYJ","JAC","Sun 01:00 EDT","WR","3.3%","6200","WR","3.7%","4900"
"T.J. Hockenson","DET","NYG","Sun 01:00 EDT","TE","3.2%","5300","TE","4.1%","3500"
"Matt Breida","SF","CAR","Sun 04:05 EDT","RB","3.2%","5300","RB","3.2%","4800"
"David Montgomery","CHI","LAC","Sun 01:00 EDT","RB","3.1%","5700","RB","3.5%","4400"
"Mohamed Sanu","NE","CLE","Sun 04:25 EDT","WR","3.1%","5100","WR","3.6%","4000"
"DaeSean Hamilton","DEN","IND","Sun 01:00 EDT","WR","3.1%","4800","WR","4.3%","3300"
"Joe Mixon","CIN","LA","Sun 01:00 EDT","RB","3.1%","6000","RB","3.5%","4600"
"Allen Robinson","CHI","LAC","Sun 01:00 EDT","WR","3.0%","7100","WR","3.1%","6000"
"Jakobi Meyers","NE","CLE","Sun 04:25 EDT","WR","2.8%","5300","WR","3.7%","3600"
"Emmanuel Sanders","SF","CAR","Sun 04:05 EDT","WR","2.8%","5400","WR","3.0%","4600"
"Alex Erickson","CIN","LA","Sun 01:00 EDT","WR","2.7%","5500","WR","3.8%","3700"
"Noah Fant","DEN","IND","Sun 01:00 EDT","TE","2.5%","4500","TE","3.4%","2900"
"J.D. McKissic","DET","NYG","Sun 01:00 EDT","RB","2.5%","5400","RB","3.2%","3900"
"Cole Beasley","BUF","PHI","Sun 01:00 EDT","WR","2.4%","5600","WR","2.9%","4200"
"D.J. Moore","CAR","SF","Sun 04:05 EDT","WR","2.3%","5500","WR","2.4%","4900"
"Tyrell Williams","OAK","HOU","Sun 04:25 EDT","WR","2.3%","5900","WR","2.3%","5500"
"Jarvis Landry","CLE","NE","Sun 04:25 EDT","WR","2.3%","6400","WR","2.9%","4800"
"Josh Hill","NO","ARI","Sun 01:00 EDT","TE","2.3%","5000","TE","3.0%","3200"
"Gerald Everett","LA","CIN","Sun 01:00 EDT","TE","2.2%","6100","TE","2.6%","4300"
"Greg Olsen","CAR","SF","Sun 04:05 EDT","TE","2.2%","5500","TE","2.8%","3700"
"Phillip Lindsay","DEN","IND","Sun 01:00 EDT","RB","2.1%","6300","RB","2.1%","5600"
"Nelson Agholor","PHI","BUF","Sun 01:00 EDT","WR","2.0%","5100","WR","2.5%","3800"
"Melvin Gordon","LAC","CHI","Sun 01:00 EDT","RB","2.0%","6400","RB","2.1%","5400"
"Cameron Brate","TB","TEN","Sun 01:00 EDT","TE","1.9%","5200","TE","3.1%","2700"
"Eric Ebron","IND","DEN","Sun 01:00 EDT","TE","1.8%","5400","TE","2.4%","3400"
"Auden Tate","CIN","LA","Sun 01:00 EDT","WR","1.8%","5400","WR","2.1%","4200"
"Ronald Jones","TB","TEN","Sun 01:00 EDT","RB","1.8%","5600","RB","2.0%","4300"
"Danny Amendola","DET","NYG","Sun 01:00 EDT","WR","1.7%","5800","WR","2.2%","4100"
"Alshon Jeffery","PHI","BUF","Sun 01:00 EDT","WR","1.6%","6600","WR","1.8%","5200"
"Dawson Knox","BUF","PHI","Sun 01:00 EDT","TE","1.6%","4600","TE","2.1%","2900"
"Dallas Goedert","PHI","BUF","Sun 01:00 EDT","TE","1.6%","4800","TE","2.4%","2800"
"Frank Gore","BUF","PHI","Sun 01:00 EDT","RB","1.6%","5600","RB","1.9%","4000"
"Darren Fells","HOU","OAK","Sun 04:25 EDT","TE","1.5%","5100","TE","1.9%","3400"
"Jordan Howard","PHI","BUF","Sun 01:00 EDT","RB","1.5%","6000","RB","1.7%","4600"
"Devin Singletary","BUF","PHI","Sun 01:00 EDT","RB","1.5%","5400","RB","1.7%","4400"
"Nyheim Hines","IND","DEN","Sun 01:00 EDT","RB","1.4%","4600","RB","1.5%","4200"
"Peyton Barber","TB","TEN","Sun 01:00 EDT","RB","1.3%","5300","RB","1.5%","4000"
"Adam Humphries","TEN","TB","Sun 01:00 EDT","WR","1.3%","5100","WR","1.6%","3900"
"Royce Freeman","DEN","IND","Sun 01:00 EDT","RB","1.3%","5700","RB","1.2%","5500"
"Curtis Samuel","CAR","SF","Sun 04:05 EDT","WR","1.3%","5800","WR","1.5%","4600"
"Jack Doyle","IND","DEN","Sun 01:00 EDT","TE","1.2%","4900","TE","1.8%","3000"
"Dion Lewis","TEN","TB","Sun 01:00 EDT","RB","1.2%","4900","RB","1.4%","3900"
"Luke Willson","SEA","ATL","Sun 01:00 EDT","TE","1.2%","4500","TE","1.6%","2900"
"Giovani Bernard","CIN","LA","Sun 01:00 EDT","RB","1.2%","4700","RB","1.2%","4100"
"Jaron Brown","SEA","ATL","Sun 01:00 EDT","WR","1.1%","5100","WR","1.3%","4000"
"Miles Sanders","PHI","BUF","Sun 01:00 EDT","RB","1.1%","5800","RB","1.4%","4200"
"Demaryius Thomas","NYJ","JAC","Sun 01:00 EDT","WR","1.1%","4800","WR","1.4%","3300"
"Tarik Cohen","CHI","LAC","Sun 01:00 EDT","RB","1.1%","5400","RB","1.2%","4700"
"Jacoby Brissett","IND","DEN","Sun 01:00 EDT","QB","1.1%","7500","QB","1.1%","5600"
"Brian Hill","ATL","SEA","Sun 01:00 EDT","RB","1.1%","4500","RB","1.1%","3800"
"Trey Burton","CHI","LAC","Sun 01:00 EDT","TE","1.0%","4800","TE","1.4%","3000"
"Ryan Griffin","NYJ","JAC","Sun 01:00 EDT","TE","1.0%","4000","TE","1.3%","2700"
"Ricky Seals-Jones","CLE","NE","Sun 04:25 EDT","TE","1.0%","5600","TE","1.6%","3100"
"Rashaad Penny","SEA","ATL","Sun 01:00 EDT","RB","1.0%","5400","RB","1.1%","4200"
"Zach Pascal","IND","DEN","Sun 01:00 EDT","WR","0.9%","5700","WR","1.2%","4300"
"Chris Conley","JAC","NYJ","Sun 01:00 EDT","WR","0.9%","5100","WR","1.3%","3300"
"Tyler Eifert","CIN","LA","Sun 01:00 EDT","TE","0.9%","4500","TE","1.3%","2800"
"Anthony Miller","CHI","LAC","Sun 01:00 EDT","WR","0.9%","5100","WR","1.2%","3500"
"Jacob Hollister","SEA","ATL","Sun 01:00 EDT","TE","0.9%","4800","TE","1.2%","2900"
"Dante Pettis","SF","CAR","Sun 04:05 EDT","WR","0.9%","5100","WR","1.1%","3800"
"Duke Williams","BUF","PHI","Sun 01:00 EDT","WR","0.9%","4600","WR","1.0%","3700"
"Taylor Gabriel","CHI","LAC","Sun 01:00 EDT","WR","0.8%","4800","WR","1.0%","3800"
"Jameis Winston","TB","TEN","Sun 01:00 EDT","QB","0.8%","7400","QB","0.8%","5900"
"Dare Ogunbowale","TB","TEN","Sun 01:00 EDT","RB","0.8%","5000","RB","1.2%","3200"
"Darius Slayton","NYG","DET","Sun 01:00 EDT","WR","0.8%","5200","WR","0.9%","3900"
"Gardner Minshew","JAC","NYJ","Sun 01:00 EDT","QB","0.7%","6900","QB","0.7%","5500"
"Marquise Goodwin","SF","CAR","Sun 04:05 EDT","WR","0.7%","5000","WR","0.7%","4500"
"DeAndre Washington","OAK","HOU","Sun 04:25 EDT","RB","0.7%","4500","RB","0.9%","3100"
"David Johnson","ARI","NO","Sun 01:00 EDT","RB","0.7%","6800","RB","0.6%","6400"
"Daniel Jones","NYG","DET","Sun 01:00 EDT","QB","0.7%","7000","QB","0.6%","5800"
"Derek Carr","OAK","HOU","Sun 04:25 EDT","QB","0.6%","6900","QB","0.7%","5000"
"Foster Moreau","OAK","HOU","Sun 04:25 EDT","TE","0.6%","4900","TE","1.0%","2700"
"Hunter Renfrow","OAK","HOU","Sun 04:25 EDT","WR","0.6%","4800","WR","0.7%","3800"
"Adam Shaheen","CHI","LAC","Sun 01:00 EDT","TE","0.6%","4300","TE","0.8%","2600"
"Tyler Higbee","LA","CIN","Sun 01:00 EDT","TE","0.5%","4500","TE","0.7%","2900"
"Ty Montgomery","NYJ","JAC","Sun 01:00 EDT","RB","0.5%","4600","RB","0.5%","4000"
"Deebo Samuel","SF","CAR","Sun 04:05 EDT","WR","0.5%","5300","WR","0.5%","4000"
"Carson Wentz","PHI","BUF","Sun 01:00 EDT","QB","0.5%","7400","QB","0.5%","5600"
"Andy Dalton","CIN","LA","Sun 01:00 EDT","QB","0.4%","6900","QB","0.5%","5000"
"Jalen Richard","OAK","HOU","Sun 04:25 EDT","RB","0.4%","5000","RB","0.5%","4000"
"Jimmy Garoppolo","SF","CAR","Sun 04:05 EDT","QB","0.4%","7400","QB","0.4%","5700"
"David Moore","SEA","ATL","Sun 01:00 EDT","WR","0.4%","4800","WR","0.5%","3200"
"Trevor Davis","OAK","HOU","Sun 04:25 EDT","WR","0.4%","4900","WR","0.5%","3500"
"Zay Jones","OAK","HOU","Sun 04:25 EDT","WR","0.4%","4500","WR","0.5%","3000"
"Antony Auclair","TB","TEN","Sun 01:00 EDT","TE","0.4%","4000","TE","0.5%","2500"
"Breshad Perriman","TB","TEN","Sun 01:00 EDT","WR","0.3%","4600","WR","0.5%","3200"
"Russell Gage","ATL","SEA","Sun 01:00 EDT","WR","0.3%","4500","WR","0.4%","3000"
"Marqise Lee","JAC","NYJ","Sun 01:00 EDT","WR","0.3%","4500","WR","0.4%","3100"
"Kyle Allen","CAR","SF","Sun 04:05 EDT","QB","0.3%","7000","QB","0.3%","5200"
"Cody Latimer","NYG","DET","Sun 01:00 EDT","WR","0.3%","4700","WR","0.3%","3200"
"Damiere Byrd","ARI","NO","Sun 01:00 EDT","WR","0.2%","4700","WR","0.3%","3700"
"Lil'Jordan Humphrey","NO","ARI","Sun 01:00 EDT","WR","0.2%","4500","WR","0.3%","3000"
"Jarius Wright","CAR","SF","Sun 04:05 EDT","WR","0.2%","4500","WR","0.3%","3000"
"Tajae Sharpe","TEN","TB","Sun 01:00 EDT","WR","0.2%","4600","WR","0.3%","3200"
"Trent Sherfield","ARI","NO","Sun 01:00 EDT","WR","0.2%","4500","WR","0.3%","3000"
"Antonio Callaway","CLE","NE","Sun 04:25 EDT","WR","0.2%","5000","WR","0.3%","3300"
"Joe Flacco","DEN","IND","Sun 01:00 EDT","QB","0.2%","6500","QB","0.2%","4800"
"DeAndrew White","CAR","SF","Sun 04:05 EDT","WR","0.2%","4500","WR","0.0%","-"
"Justin Hardy","ATL","SEA","Sun 01:00 EDT","WR","0.2%","4500","WR","0.3%","3000"
"Isaiah McKenzie","BUF","PHI","Sun 01:00 EDT","WR","0.2%","4500","WR","0.3%","3100"
"Christian Blake","ATL","SEA","Sun 01:00 EDT","WR","0.2%","4500","WR","0.0%","-"
"Mack Hollins","PHI","BUF","Sun 01:00 EDT","WR","0.2%","4700","WR","0.3%","3000"
"Jordan Akins","HOU","OAK","Sun 04:25 EDT","TE","0.2%","4300","TE","0.2%","2800"
"Parris Campbell","IND","DEN","Sun 01:00 EDT","WR","0.2%","5400","WR","0.3%","3000"
"Rashard Higgins","CLE","NE","Sun 04:25 EDT","WR","0.2%","4500","WR","0.2%","3200"
"Sam Darnold","NYJ","JAC","Sun 01:00 EDT","QB","0.2%","7400","QB","0.2%","5500"
"Baker Mayfield","CLE","NE","Sun 04:25 EDT","QB","0.2%","7300","QB","0.2%","5000"
"Josh Oliver","JAC","NYJ","Sun 01:00 EDT","TE","0.2%","4000","TE","0.2%","2700"
"Mitchell Trubisky","CHI","LAC","Sun 01:00 EDT","QB","0.1%","6700","QB","0.2%","4900"
"Keelan Doss","OAK","HOU","Sun 04:25 EDT","WR","0.1%","5100","WR","0.2%","3300"
"JJ Arcega-Whiteside","PHI","BUF","Sun 01:00 EDT","WR","0.1%","4500","WR","0.2%","3000"
"Cordarrelle Patterson","CHI","LAC","Sun 01:00 EDT","WR","0.1%","4700","WR","0.1%","3200"
"Deon Cain","IND","DEN","Sun 01:00 EDT","WR","0.1%","4500","WR","0.1%","3000"
"Juwann Winfree","DEN","IND","Sun 01:00 EDT","WR","0.1%","4500","WR","0.1%","3000"
"Stanley Morgan","CIN","LA","Sun 01:00 EDT","WR","0.1%","4500","WR","0.1%","3100"
"C.J. Uzomah","CIN","LA","Sun 01:00 EDT","TE","0.1%","4300","TE","0.1%","2500"
"Philip Rivers","LAC","CHI","Sun 01:00 EDT","QB","0.1%","7300","QB","0.1%","5300"
"Bilal Powell","NYJ","JAC","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Kenjon Barner","ATL","SEA","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Rex Burkhead","NE","CLE","Sun 04:25 EDT","RB","0.0%","5300","RB","0.0%","4300"
"Andre Roberts","BUF","PHI","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Charles Clay","ARI","NO","Sun 01:00 EDT","TE","0.0%","4500","TE","0.0%","2600"
"Luke Stocker","ATL","SEA","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Virgil Green","LAC","CHI","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Rhett Ellison","NYG","DET","Sun 01:00 EDT","TE","0.0%","5000","TE","0.0%","2800"
"Zach Line","NO","ARI","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Chris Manhertz","CAR","SF","Sun 04:05 EDT","TE","0.0%","4000","TE","0.0%","2500"
"DeAndre Carter","HOU","OAK","Sun 04:25 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Maxx Williams","ARI","NO","Sun 01:00 EDT","TE","0.0%","4600","TE","0.0%","2600"
"Tyler Kroft","BUF","PHI","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2700"
"Jesse James","DET","NYG","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2700"
"T.J. Yeldon","BUF","PHI","Sun 01:00 EDT","RB","0.0%","4600","RB","0.0%","3400"
"Jeff Heuerman","DEN","IND","Sun 01:00 EDT","TE","0.0%","4300","TE","0.0%","2500"
"Geremy Davis","LAC","CHI","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Eric Tomlinson","NE","CLE","Sun 04:25 EDT","TE","0.0%","4000","TE","0.0%","2500"
"MyCole Pruitt","TEN","TB","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Mike Davis","CHI","LAC","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Darius Jennings","TEN","TB","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"C.J. Prosise","SEA","ATL","Sun 01:00 EDT","RB","0.0%","4600","RB","0.0%","3600"
"Pharoh Cooper","ARI","NO","Sun 01:00 EDT","WR","0.0%","4800","WR","0.0%","3200"
"Tyler Ervin","JAC","NYJ","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Devontae Booker","DEN","IND","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Seth DeValve","JAC","NYJ","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Cody Core","NYG","DET","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Chester Rogers","IND","DEN","Sun 01:00 EDT","WR","0.0%","4900","WR","0.0%","3200"
"Elijhaa Penny","NYG","DET","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Tra Carson","DET","NYG","Sun 01:00 EDT","RB","0.0%","4900","RB","0.0%","3200"
"Marvin Hall","DET","NYG","Sun 01:00 EDT","WR","0.0%","4900","WR","0.0%","3000"
"Alex Armah","CAR","SF","Sun 04:05 EDT","RB","0.0%","4500","RB","0.0%","3000"
"JoJo Natson","LA","CIN","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Keelan Cole","JAC","NYJ","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3200"
"Josh Reynolds","LA","CIN","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Austin Carr","NO","ARI","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Wayne Gallman","NYG","DET","Sun 01:00 EDT","RB","0.0%","5000","RB","0.0%","4700"
"Pharaoh Brown","CLE","NE","Sun 04:25 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Kendrick Bourne","SF","CAR","Sun 04:05 EDT","WR","0.0%","4800","WR","0.0%","3200"
"Fred Brown","DEN","IND","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Andre Patton","LAC","CHI","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Dan Arnold","NO","ARI","Sun 01:00 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Brandon Zylstra","CAR","SF","Sun 04:05 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Jordan Wilkins","IND","DEN","Sun 01:00 EDT","RB","0.0%","4700","RB","0.0%","3300"
"John Kelly","LA","CIN","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Justin Watson","TB","TEN","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Javon Wims","CHI","LAC","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Braxton Berrios","NYJ","JAC","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Boston Scott","PHI","BUF","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Justin Jackson","LAC","CHI","Sun 01:00 EDT","RB","0.0%","5000","RB","0.0%","3800"
"Reggie Bonnafon","CAR","SF","Sun 04:05 EDT","RB","0.0%","4500","RB","0.0%","3100"
"Vyncint Smith","NYJ","JAC","Sun 01:00 EDT","WR","0.0%","4700","WR","0.0%","3000"
"Ross Dwelley","SF","CAR","Sun 04:05 EDT","TE","0.0%","4000","TE","0.0%","2500"
"Dontrell Hilliard","CLE","NE","Sun 04:25 EDT","RB","0.0%","4800","RB","0.0%","4300"
"KhaDarel Hodge","CLE","NE","Sun 04:25 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Dalyn Dawkins","TEN","TB","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Malik Turner","SEA","ATL","Sun 01:00 EDT","WR","0.0%","4700","WR","0.0%","3000"
"Diontae Spencer","DEN","IND","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Ryquell Armstead","JAC","NYJ","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","4500"
"Trevon Wesco","NYJ","JAC","Sun 01:00 EDT","TE","0.0%","4500","TE","0.0%","2500"
"Trayveon Williams","CIN","LA","Sun 01:00 EDT","RB","0.0%","4500","RB","0.0%","3000"
"Scotty Miller","TB","TEN","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Deonte Harris","NO","ARI","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Jason Moore","LAC","CHI","Sun 01:00 EDT","WR","0.0%","4500","WR","0.0%","3000"
"Gunner Olszewski","NE","CLE","Sun 04:25 EDT","WR","0.0%","5100","WR","0.0%","3200"
"D'Ernest Johnson","CLE","NE","Sun 04:25 EDT","RB","0.0%","4700","RB","0.0%","3000"
