"Pos","Player","Tm","Opp","DK Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","DK LEV"
"QB","Kyle Allen","CAR","@SF","5200","0.5%","23%","4%","2%","3.90"
"WR","Alshon Jeffery","PHI","@BUF","5200","3.0%","35%","6%","5%","1.79"
"RB","Sony Michel","NE","CLE","5200","7.5%","44%","8%","8%","1.04"
"QB","Ryan Tannehill","TEN","TB","5100","3.0%","38%","11%","5%","1.54"
"TE","Zach Ertz","PHI","@BUF","5100","7.5%","41%","5%","7%","0.94"
"RB","James White","NE","CLE","5100","7.5%","43%","6%","6%","0.82"
"WR","Tyler Boyd","CIN","@LAR","5100","12.5%","45%","10%","9%","0.70"
"QB","Baker Mayfield","CLE","@NE","5000","0.5%","21%","4%","2%","3.21"
"RB","Tevin Coleman","SF","CAR","5000","3.0%","38%","6%","5%","1.79"
"QB","Derek Carr","OAK","@HOU","5000","3.0%","36%","9%","4%","1.30"
"QB","Andy Dalton","CIN","@LAR","5000","3.0%","32%","8%","4%","1.18"
"WR","DK Metcalf","SEA","@ATL","5000","7.5%","34%","5%","5%","0.66"
"QB","Mitch Trubisky","CHI","LAC","4900","0.5%","29%","6%","3%","5.43"
"WR","Robby Anderson","NYJ","@JAX","4900","3.0%","34%","6%","5%","1.70"
"WR","D.J. Moore","CAR","@SF","4900","3.0%","34%","5%","5%","1.60"
"TE","Hunter Henry","LAC","@CHI","4900","7.5%","43%","5%","8%","1.05"
"RB","Ty Johnson","DET","NYG","4900","37.5%","46%","8%","8%","0.22"
"QB","Joe Flacco","DEN","@IND","4800","0.5%","26%","5%","2%","4.22"
"RB","Matt Breida","SF","CAR","4800","3.0%","36%","4%","4%","1.41"
"WR","Jarvis Landry","CLE","@NE","4800","3.0%","31%","4%","4%","1.26"
"WR","Jamison Crowder","NYJ","@JAX","4800","7.5%","42%","7%","7%","0.87"
"RB","Tarik Cohen","CHI","LAC","4700","0.5%","26%","2%","2%","3.85"
"RB","Carlos Hyde","HOU","OAK","4700","3.0%","32%","3%","3%","1.07"
"WR","Kenny Stills","HOU","OAK","4700","12.5%","39%","7%","7%","0.52"
"RB","Wayne Gallman","NYG","@DET","4700","0.5%","2%","0%","0%","0.01"
"RB","Joe Mixon","CIN","@LAR","4600","0.5%","27%","2%","2%","4.47"
"RB","Jordan Howard","PHI","@BUF","4600","0.5%","25%","2%","2%","3.71"
"WR","Curtis Samuel","CAR","@SF","4600","3.0%","31%","4%","4%","1.33"
"WR","Emmanuel Sanders","SF","CAR","4600","7.5%","29%","4%","4%","0.47"
"WR","Marquise Goodwin","SF","CAR","4500","0.5%","19%","1%","1%","2.66"
"WR","Dede Westbrook","JAX","NYJ","4500","3.0%","39%","6%","6%","1.91"
"RB","Ryquell Armstead","JAX","NYJ","4500","0.5%","1%","0%","0%","0.00"
"RB","David Montgomery","CHI","LAC","4400","3.0%","42%","7%","6%","2.12"
"RB","Devin Singletary","BUF","PHI","4400","0.5%","16%","1%","1%","1.25"
"WR","Corey Davis","TEN","TB","4400","7.5%","38%","6%","6%","0.76"
"QB","Taysom Hill","NO","ARI","4400","0.5%","1%","0%","0%","0.01"
"RB","Ronald Jones","TB","@TEN","4300","0.5%","19%","1%","1%","1.63"
"DEF","New England Patriots","NE","CLE","4300","12.5%","46%","25%","19%","1.49"
"WR","Zach Pascal","IND","DEN","4300","3.0%","23%","2%","2%","0.62"
"TE","Gerald Everett","LAR","CIN","4300","12.5%","31%","2%","4%","0.30"
"RB","Dontrell Hilliard","CLE","@NE","4300","0.5%","3%","0%","0%","0.02"
"RB","Miles Sanders","PHI","@BUF","4200","0.5%","26%","2%","2%","3.31"
"WR","Phillip Dorsett","NE","CLE","4200","3.0%","36%","7%","6%","1.98"
"WR","Auden Tate","CIN","@LAR","4200","3.0%","34%","5%","4%","1.46"
"WR","Cole Beasley","BUF","PHI","4200","3.0%","31%","4%","3%","1.13"
"RB","Nyheim Hines","IND","DEN","4200","0.5%","12%","0%","0%","0.50"
"RB","Rashaad Penny","SEA","@ATL","4200","0.5%","4%","0%","0%","0.03"
"WR","Danny Amendola","DET","NYG","4100","3.0%","28%","3%","2%","0.83"
"WR","Keke Coutee","HOU","OAK","4100","3.0%","26%","3%","2%","0.78"
"WR","A.J. Brown","TEN","TB","4100","7.5%","36%","6%","5%","0.69"
"RB","Giovani Bernard","CIN","@LAR","4100","0.5%","13%","0%","0%","0.53"
"WR","Jaron Brown","SEA","@ATL","4000","0.5%","24%","2%","2%","3.80"
"RB","Peyton Barber","TB","@TEN","4000","0.5%","20%","1%","1%","1.88"
"RB","Frank Gore","BUF","PHI","4000","0.5%","21%","1%","1%","1.77"
"WR","Mike Williams","LAC","@CHI","4000","3.0%","37%","6%","5%","1.75"
"RB","Darrell Henderson","LAR","CIN","4000","0.5%","15%","1%","1%","1.03"
"RB","Jalen Richard","OAK","@HOU","4000","0.5%","5%","0%","0%","0.04"
"RB","Ty Montgomery","NYJ","@JAX","4000","0.5%","3%","0%","0%","0.02"
"WR","Adam Humphries","TEN","TB","3900","0.5%","28%","3%","2%","4.64"
"RB","J.D. McKissic","DET","NYG","3900","0.5%","23%","1%","1%","2.37"
"WR","Darius Slayton","NYG","@DET","3900","3.0%","25%","2%","2%","0.73"
"RB","Dion Lewis","TEN","TB","3900","0.5%","12%","0%","0%","0.50"
"RB","Jeff Wilson","SF","CAR","3900","0.5%","1%","0%","0%","0.00"
"WR","Dante Pettis","SF","CAR","3800","0.5%","25%","2%","2%","4.35"
"WR","Hunter Renfrow","OAK","@HOU","3800","0.5%","21%","1%","1%","2.66"
"RB","Duke Johnson","HOU","OAK","3800","0.5%","21%","1%","1%","2.00"
"WR","Nelson Agholor","PHI","@BUF","3800","0.5%","16%","1%","1%","1.36"
"RB","Brian Hill","ATL","SEA","3800","0.5%","16%","1%","1%","1.15"
"DEF","Los Angeles Rams","LAR","CIN","3800","12.5%","41%","18%","13%","1.07"
"WR","Taylor Gabriel","CHI","LAC","3800","0.5%","12%","0%","0%","0.68"
"WR","Alex Erickson","CIN","@LAR","3700","0.5%","32%","4%","3%","6.83"
"WR","Ted Ginn","NO","ARI","3700","0.5%","30%","4%","3%","6.71"
"WR","Duke Williams","BUF","PHI","3700","0.5%","21%","1%","1%","2.57"
"WR","Damiere Byrd","ARI","@NO","3700","0.5%","19%","1%","1%","2.06"
"DEF","San Francisco 49ers","SF","CAR","3700","7.5%","39%","16%","11%","1.52"
"TE","Greg Olsen","CAR","@SF","3700","7.5%","39%","4%","6%","0.76"
"RB","Raheem Mostert","SF","CAR","3700","0.5%","2%","0%","0%","0.00"
"DEF","Chicago Bears","CHI","LAC","3600","3.0%","31%","9%","7%","2.25"
"WR","Jakobi Meyers","NE","CLE","3600","3.0%","32%","4%","3%","1.16"
"RB","C.J. Prosise","SEA","@ATL","3600","0.5%","5%","0%","0%","0.05"
"WR","Trevor Davis","OAK","@HOU","3500","0.5%","24%","2%","2%","3.34"
"WR","Anthony Miller","CHI","LAC","3500","0.5%","24%","2%","2%","3.16"
"RB","Brandon Bolden","NE","CLE","3500","0.5%","19%","1%","1%","1.50"
"WR","KeeSean Johnson","ARI","@NO","3500","0.5%","13%","0%","0%","0.77"
"DEF","New Orleans Saints","NO","ARI","3500","12.5%","36%","12%","9%","0.73"
"TE","T.J. Hockenson","DET","NYG","3500","7.5%","34%","3%","5%","0.61"
"TE","Eric Ebron","IND","DEN","3400","3.0%","28%","2%","3%","0.96"
"TE","Darren Fells","HOU","OAK","3400","3.0%","27%","2%","3%","0.88"
"WR","DaeSean Hamilton","DEN","@IND","3300","0.5%","32%","4%","3%","6.75"
"TE","O.J. Howard","TB","@TEN","3300","0.5%","29%","2%","3%","6.14"
"WR","Demaryius Thomas","NYJ","@JAX","3300","0.5%","30%","3%","3%","5.23"
"WR","Chris Conley","JAX","NYJ","3300","0.5%","20%","1%","1%","2.25"
"WR","Keelan Doss","OAK","@HOU","3300","0.5%","17%","1%","1%","1.27"
"RB","Jordan Wilkins","IND","DEN","3300","0.5%","7%","0%","0%","0.07"
"WR","Antonio Callaway","CLE","@NE","3300","0.5%","5%","0%","0%","0.06"
"WR","Marcell Ateman","OAK","@HOU","3300","0.5%","4%","0%","0%","0.03"
"TE","Josh Hill","NO","ARI","3200","0.5%","28%","2%","3%","5.12"
"DEF","Tennessee Titans","TEN","TB","3200","3.0%","33%","9%","7%","2.19"
"WR","Kendrick Bourne","SF","CAR","3200","0.5%","19%","1%","1%","1.72"
"WR","Pharoh Cooper","ARI","@NO","3200","0.5%","19%","1%","1%","1.64"
"WR","David Moore","SEA","@ATL","3200","0.5%","13%","0%","0%","0.61"
"RB","Dare Ogunbowale","TB","@TEN","3200","0.5%","13%","0%","0%","0.41"
"WR","Tajae Sharpe","TEN","TB","3200","0.5%","9%","0%","0%","0.27"
"WR","Chester Rogers","IND","DEN","3200","0.5%","7%","0%","0%","0.11"
"WR","Cody Latimer","NYG","@DET","3200","0.5%","5%","0%","0%","0.06"
"WR","Cordarrelle Patterson","CHI","LAC","3200","0.5%","4%","0%","0%","0.02"
"WR","Keelan Cole","JAX","NYJ","3200","0.5%","2%","0%","0%","0.00"
"WR","Rashard Higgins","CLE","@NE","3200","0.5%","2%","0%","0%","0.00"
"WR","Gunner Olszewski","NE","CLE","3200","0.5%","1%","0%","0%","0.00"
"TE","Ricky Seals-Jones","CLE","@NE","3100","0.5%","21%","1%","1%","2.59"
"RB","DeAndre Washington","OAK","@HOU","3100","0.5%","14%","0%","0%","0.49"
"WR","Isaiah McKenzie","BUF","PHI","3100","0.5%","11%","0%","0%","0.37"
"RB","Reggie Bonnafon","CAR","@SF","3100","0.5%","2%","0%","0%","0.00"
"TE","Jack Doyle","IND","DEN","3000","0.5%","25%","1%","2%","3.83"
"TE","Ben Watson","NE","CLE","3000","0.5%","24%","1%","2%","3.46"
"TE","Trey Burton","CHI","LAC","3000","0.5%","24%","1%","2%","3.43"
"WR","Justin Hardy","ATL","SEA","3000","0.5%","18%","1%","1%","1.40"
"DEF","Buffalo Bills","BUF","PHI","3000","7.5%","21%","3%","2%","0.25"
"WR","Trent Sherfield","ARI","@NO","3000","0.5%","9%","0%","0%","0.22"
"WR","Lil'Jordan Humphrey","NO","ARI","3000","0.5%","9%","0%","0%","0.22"
"RB","Zach Zenner","NO","ARI","3000","0.5%","9%","0%","0%","0.12"
"WR","Austin Carr","NO","ARI","3000","0.5%","6%","0%","0%","0.09"
"WR","Andy Isabella","ARI","@NO","3000","0.5%","5%","0%","0%","0.05"
"RB","Boston Scott","PHI","@BUF","3000","0.5%","6%","0%","0%","0.05"
"WR","Mack Hollins","PHI","@BUF","3000","0.5%","5%","0%","0%","0.05"
"WR","Malik Turner","SEA","@ATL","3000","0.5%","5%","0%","0%","0.04"
"WR","Diontae Spencer","DEN","@IND","3000","0.5%","4%","0%","0%","0.02"
"WR","Jarius Wright","CAR","@SF","3000","0.5%","4%","0%","0%","0.02"
"WR","Russell Gage","ATL","SEA","3000","0.5%","3%","0%","0%","0.02"
"WR","Deon Cain","IND","DEN","3000","0.5%","3%","0%","0%","0.01"
"WR","Javon Wims","CHI","LAC","3000","0.5%","3%","0%","0%","0.01"
"WR","Fred Brown","DEN","@IND","3000","0.5%","3%","0%","0%","0.01"
"WR","Damion Willis","CIN","@LAR","3000","0.5%","2%","0%","0%","0.01"
"RB","Dwayne Washington","NO","ARI","3000","0.5%","2%","0%","0%","0.00"
"WR","Braxton Berrios","NYJ","@JAX","3000","0.5%","2%","0%","0%","0.00"
"WR","Geremy Davis","LAC","@CHI","3000","0.5%","2%","0%","0%","0.00"
"WR","Andre Roberts","BUF","PHI","3000","0.5%","1%","0%","0%","0.00"
"RB","Andy Janovich","DEN","@IND","3000","0.5%","2%","0%","0%","0.00"
"RB","Derek Watt","LAC","@CHI","3000","0.5%","2%","0%","0%","0.00"
"RB","Nick Bellore","SEA","@ATL","3000","0.5%","1%","0%","0%","0.00"
"RB","Zach Line","NO","ARI","3000","0.5%","1%","0%","0%","0.00"
"RB","Mike Davis","CHI","LAC","3000","0.5%","1%","0%","0%","0.00"
"RB","Bilal Powell","NYJ","@JAX","3000","0.5%","1%","0%","0%","0.00"
"TE","Jacob Hollister","SEA","@ATL","2900","0.5%","27%","2%","2%","4.88"
"TE","Noah Fant","DEN","@IND","2900","0.5%","25%","1%","2%","3.58"
"TE","Tyler Higbee","LAR","CIN","2900","0.5%","23%","1%","2%","3.23"
"DEF","Jacksonville Jaguars","JAX","NYJ","2900","7.5%","45%","18%","13%","1.71"
"TE","Dawson Knox","BUF","PHI","2900","3.0%","29%","2%","3%","0.92"
"DEF","Indianapolis Colts","IND","DEN","2900","7.5%","35%","9%","6%","0.87"
"TE","Luke Willson","SEA","@ATL","2900","0.5%","10%","0%","0%","0.35"
"TE","Jonnu Smith","TEN","TB","2800","0.5%","35%","3%","4%","8.46"
"TE","Jordan Akins","HOU","OAK","2800","0.5%","30%","2%","3%","5.93"
"TE","Dallas Goedert","PHI","@BUF","2800","3.0%","37%","3%","5%","1.58"
"TE","Tyler Eifert","CIN","@LAR","2800","0.5%","18%","1%","1%","1.51"
"DEF","Detroit Lions","DET","NYG","2800","7.5%","42%","14%","10%","1.33"
"DEF","Seattle Seahawks","SEA","@ATL","2800","3.0%","19%","2%","1%","0.38"
"TE","Rhett Ellison","NYG","@DET","2800","0.5%","7%","0%","0%","0.12"
"TE","Foster Moreau","OAK","@HOU","2700","0.5%","32%","3%","4%","7.56"
"TE","Cameron Brate","TB","@TEN","2700","0.5%","21%","1%","1%","2.33"
"DEF","Philadelphia Eagles","PHI","@BUF","2700","3.0%","33%","7%","5%","1.68"
"TE","Josh Oliver","JAX","NYJ","2700","0.5%","15%","0%","0%","0.89"
"TE","Ryan Griffin","NYJ","@JAX","2700","0.5%","14%","0%","0%","0.77"
"DEF","Houston Texans","HOU","OAK","2700","3.0%","20%","2%","1%","0.40"
"TE","Jesse James","DET","NYG","2700","0.5%","7%","0%","0%","0.12"
"TE","Tyler Kroft","BUF","PHI","2700","0.5%","6%","0%","0%","0.09"
"TE","Maxx Williams","ARI","@NO","2600","0.5%","15%","0%","1%","1.03"
"DEF","New York Jets","NYJ","@JAX","2600","3.0%","23%","2%","2%","0.53"
"TE","Adam Shaheen","CHI","LAC","2600","0.5%","11%","0%","0%","0.37"
"TE","Charles Clay","ARI","@NO","2600","0.5%","8%","0%","0%","0.18"
"DEF","Tampa Bay Buccaneers","TB","@TEN","2500","3.0%","29%","4%","3%","0.96"
"TE","Seth DeValve","JAX","NYJ","2500","0.5%","12%","0%","0%","0.50"
"TE","C.J. Uzomah","CIN","@LAR","2500","0.5%","12%","0%","0%","0.48"
"TE","Anthony Firkser","TEN","TB","2500","0.5%","9%","0%","0%","0.21"
"TE","Jeff Heuerman","DEN","@IND","2500","0.5%","8%","0%","0%","0.15"
"TE","Logan Thomas","DET","NYG","2500","0.5%","7%","0%","0%","0.10"
"TE","Dan Arnold","NO","ARI","2500","0.5%","6%","0%","0%","0.08"
"TE","Mo Alie-Cox","IND","DEN","2500","0.5%","6%","0%","0%","0.07"
"TE","Demetrius Harris","CLE","@NE","2500","0.5%","5%","0%","0%","0.06"
"TE","Ben Koyack","JAX","NYJ","2500","0.5%","5%","0%","0%","0.05"
"TE","Luke Stocker","ATL","SEA","2500","0.5%","5%","0%","0%","0.05"
"TE","Derek Carrier","OAK","@HOU","2500","0.5%","5%","0%","0%","0.05"
"TE","Drew Sample","CIN","@LAR","2500","0.5%","4%","0%","0%","0.04"
"TE","Tommy Sweeney","BUF","PHI","2500","0.5%","4%","0%","0%","0.03"
"TE","Ross Dwelley","SF","CAR","2500","0.5%","4%","0%","0%","0.03"
"TE","Ben Braunecker","CHI","LAC","2500","0.5%","4%","0%","0%","0.03"
"TE","Virgil Green","LAC","@CHI","2500","0.5%","4%","0%","0%","0.02"
"TE","Pharaoh Brown","CLE","@NE","2500","0.5%","4%","0%","0%","0.02"
"TE","Lee Smith","BUF","PHI","2500","0.5%","4%","0%","0%","0.02"
"TE","Andrew Beck","DEN","@IND","2500","0.5%","3%","0%","0%","0.02"
"TE","Ian Thomas","CAR","@SF","2500","0.5%","3%","0%","0%","0.01"
"DEF","Carolina Panthers","CAR","@SF","2400","3.0%","32%","5%","4%","1.27"
"DEF","Los Angeles Chargers","LAC","@CHI","2300","3.0%","31%","4%","3%","1.04"
"DEF","New York Giants","NYG","@DET","2200","3.0%","20%","1%","1%","0.23"
"DEF","Denver Broncos","DEN","@IND","2100","3.0%","14%","0%","0%","0.07"
"DEF","Cleveland Browns","CLE","@NE","2000","0.5%","17%","0%","0%","0.55"
"DEF","Arizona Cardinals","ARI","@NO","1900","3.0%","13%","0%","0%","0.03"
"DEF","Atlanta Falcons","ATL","SEA","1800","3.0%","24%","1%","1%","0.26"
"DEF","Cincinnati Bengals","CIN","@LAR","1700","3.0%","18%","0%","0%","0.08"
"DEF","Oakland Raiders","OAK","@HOU","1500","3.0%","37%","3%","2%","0.82"
