Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-09-12,PIT,BUF,48.0,0.29411764705882354,20.75,2021,1,0.003,6.4,0.113,22.0,0.188,50.1,0.006,10.5,0.0125,18.1
2021-09-12,NYJ,CAR,44.5,0.392156862745098,20.5,2021,1,0.08,6.0,0.0175,21.8,0.1585,35.32000440000001,0.0305,9.394999999999998,0.015,16.900000000000002
2021-09-12,JAC,HOU,45.5,0.6428571428571429,24.5,2021,1,0.0815,6.4,0.1265,24.599999999999994,0.242,45.199999999999996,0.007,9.320002,0.0315,19.3
2021-09-12,ARI,TEN,54.0,0.4545454545454545,25.75,2021,1,0.022,5.8,0.07650000000000001,22.150001999999997,0.24250000000000002,49.394999999999996,0.006,7.32,0.083,24.4
2021-09-12,LAC,WAS,45.5,0.4761904761904762,21.75,2021,1,0.0285,6.6,0.08650000000000001,27.450037,0.09200000000000001,40.94,0.0185,13.590012000000003,0.024,20.099999999999998
2021-09-12,PHI,ATL,48.5,0.4081632653061225,22.5,2021,1,0.024,6.0,0.05,25.400000000000002,0.08700000000000001,33.78526,0.078,17.7,0.091,22.0
2021-09-12,SEA,IND,48.5,0.6078431372549019,25.75,2021,1,0.0245,6.4,0.1135,26.6,0.1535,44.15,0.045000000000000005,11.499999999999998,0.0555,21.3
2021-09-12,MIN,CIN,47.0,0.5918367346938775,24.75,2021,1,0.0155,6.4,0.252,28.0,0.13949999999999999,37.599999999999994,0.0905,13.010000000000002,0.0255,19.000000000000004
2021-09-12,SF,DET,46.5,0.8095238095238095,27.75,2021,1,0.093,7.5,0.113,31.250009100000003,0.116,36.39999999999999,0.1075,19.600000000000005,0.003,19.3
2021-09-12,CLE,KC,54.0,0.3333333333333333,24.5,2021,1,0.003,5.8,0.093,28.400006,0.111,40.81,0.05450000000000001,14.9,0.02,18.699999999999996
2021-09-12,MIA,NE,43.5,0.392156862745098,20.0,2021,1,0.0345,6.4,0.031,22.200000000000003,0.092,30.6400049,0.029500000000000002,13.2,0.0075,17.6
2021-09-12,DEN,NYG,41.5,0.6153846153846154,25.75,2021,1,0.146,7.4,0.0475,19.1,0.11150000000000002,40.739999999999995,0.0625,13.9,0.022,17.699999999999996
2021-09-12,CHI,LAR,46.5,0.24390243902439024,19.25,2021,1,,,,,,,,,,
2021-09-12,GB,NO,49.5,0.6491228070175439,26.5,2021,1,0.025,6.5,0.106,25.999999999999996,0.232,50.38,0.024,12.499999999999998,0.0605,21.8
2021-09-12,BUF,PIT,48.0,0.75,27.25,2021,1,0.0815,6.6,0.022,21.090007900000003,0.256,50.39999999999999,0.003,8.3,0.1265,23.70000000000001
2021-09-12,CAR,NYJ,44.5,0.6491228070175439,24.0,2021,1,0.045,6.5,0.248,29.200000000000003,0.159,41.4,0.006,10.099999999999998,0.0395,18.5
2021-09-12,HOU,JAC,45.5,0.4,21.0,2021,1,0.0235,5.7,0.011500000000000002,23.000000000000004,0.034,28.3200052,0.007,11.280000000000001,0.003,17.3
2021-09-12,TEN,ARI,54.0,0.5918367346938775,28.25,2021,1,0.0225,5.8,0.1405,23.2,0.2225,47.3506612,0.0315,10.1,0.08900000000000001,20.89999999999999
2021-09-12,WAS,LAC,45.5,0.5652173913043478,23.75,2021,1,0.036000000000000004,7.3,0.14,26.899999999999995,0.07100000000000001,38.62000000000001,0.0925,13.599999999999996,0.0305,18.9
2021-09-12,ATL,PHI,48.5,0.6363636363636364,26.0,2021,1,0.103,6.0,0.0945,15.5000039,0.1595,43.2000007,0.202,17.699999999999996,0.0605,19.1
2021-09-12,IND,SEA,48.5,0.43478260869565216,22.75,2021,1,0.0425,6.4,0.09200000000000001,31.49999999999999,0.10450000000000001,36.400000000000006,0.009000000000000001,14.35,0.018000000000000002,17.7
2021-09-12,CIN,MIN,47.0,0.4545454545454545,22.25,2021,1,0.032,5.6,0.1705,22.099999999999998,0.23249999999999998,46.7,0.006,10.430000000000003,0.068,19.000000000000004
2021-09-12,DET,SF,46.5,0.2352941176470588,18.75,2021,1,0.003,5.2,0.0425,22.0000014,0.0185,29.130001599999996,0.077,14.899999999999999,0.0065,14.900000000000004
2021-09-12,KC,CLE,54.0,0.7058823529411765,29.5,2021,1,0.0155,6.2,0.0845,23.8,0.22750000000000004,46.425,0.1525,24.2,0.1315,25.40000000000001
2021-09-12,NE,MIA,43.5,0.6491228070175439,23.5,2021,1,0.05,6.8,0.0415,26.099999999999998,0.0325,29.099999999999998,0.07300000000000001,18.200000000000003,0.0275,15.699999999999996
2021-09-12,NYG,DEN,41.5,0.425531914893617,15.75,2021,1,0.0155,6.2,0.028999999999999998,20.4,0.03950000000000001,37.70000220000001,0.010499999999999999,9.26,0.0055,16.899999999999995
2021-09-12,LAR,CHI,46.5,0.8,27.25,2021,1,,,,,,,,,,
2021-09-12,NO,GB,49.5,0.392156862745098,23.0,2021,1,0.003,5.9,0.211,29.000000000000004,0.1685,25.060000000000002,0.003,6.650000000000002,0.045,22.0
