Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Los Angeles Rams,LAR,3.0,0.9,0.6,0.8,0.2,0.1,19.0,295.5,8.0
Carolina Panthers,CAR,2.6,0.9,0.6,1.0,0.1,0.1,19.9,321.1,7.5
San Francisco 49ers,SF,2.5,0.9,0.6,1.0,0.1,0.0,19.1,308.8,7.4
Denver Broncos,DEN,3.2,1.0,0.6,0.9,0.1,0.0,20.2,309.9,7.3
Green Bay Packers,GB,2.6,1.2,0.6,0.8,0.1,0.0,22.5,340.1,7.0
Indianapolis Colts,IND,3.0,0.9,0.6,1.0,0.1,0.1,23.6,355.6,6.8
Seattle Seahawks,SEA,2.8,0.9,0.6,0.8,0.1,0.1,22.5,326.5,6.7
Philadelphia Eagles,PHI,3.0,0.8,0.6,0.8,0.1,0.0,24.4,360.2,6.6
Tampa Bay Buccaneers,TB,2.5,0.9,0.7,1.1,0.1,0.0,22.1,370.5,6.6
Pittsburgh Steelers,PIT,2.8,0.9,0.6,0.8,0.1,0.0,24.2,344.3,6.5
New York Jets,NYJ,2.7,0.9,0.5,0.8,0.1,0.0,23.9,329.7,6.5
Washington Football Team,WF,2.7,0.9,0.6,1.0,0.1,0.1,21.2,350.8,6.4
Minnesota Vikings,MIN,2.8,0.8,0.6,0.9,0.1,0.0,22.1,350.4,6.4
New England Patriots,NE,2.6,1.0,0.5,0.7,0.1,0.0,20.0,330.3,6.4
Atlanta Falcons,ATL,2.7,0.8,0.7,1.0,0.1,0.0,21.7,370.4,6.4
Miami Dolphins,MIA,2.6,0.9,0.5,0.8,0.1,0.0,22.4,347.4,6.4
Los Angeles Chargers,LAC,2.5,1.0,0.5,0.7,0.1,0.0,22.7,345.2,6.4
Chicago Bears,CHI,2.5,0.8,0.6,0.9,0.1,0.0,24.5,363.6,6.2
Jacksonville Jaguars,JAC,2.7,0.8,0.5,0.8,0.1,0.0,21.8,348.6,6.2
Kansas City Chiefs,KC,2.3,0.9,0.5,0.8,0.2,0.0,23.6,361.2,6.1
Baltimore Ravens,BAL,2.1,0.8,0.7,1.1,0.1,0.0,21.7,348.6,6.0
Tennessee Titans,TEN,2.2,0.9,0.6,0.7,0.1,0.0,23.3,378.4,6.0
New York Giants,NYG,2.4,0.8,0.6,0.9,0.1,0.0,21.9,354.3,6.0
Detroit Lions,DET,2.4,0.8,0.6,0.9,0.1,0.0,26.3,413.7,5.9
Las Vegas Raiders,LV,2.3,0.9,0.5,0.7,0.1,0.0,24.9,356.0,5.8
Cincinnati Bengals,CIN,2.3,0.8,0.5,0.7,0.1,0.0,24.6,385.3,5.8
Arizona Cardinals,ARI,2.6,0.7,0.6,0.9,0.1,0.0,25.6,362.1,5.8
Houston Texans,HOU,2.4,0.7,0.6,0.9,0.1,0.0,23.5,377.4,5.7
Buffalo Bills,BUF,1.7,0.9,0.6,0.9,0.1,0.0,20.5,333.6,5.6
Dallas Cowboys,DAL,2.0,0.8,0.6,0.9,0.1,0.0,28.5,386.1,5.4
New Orleans Saints,NO,2.2,0.7,0.5,0.7,0.1,0.0,24.2,357.0,5.2
Cleveland Browns,CLE,1.9,0.8,0.5,0.8,0.1,0.0,27.0,401.5,5.2
