team,rank,day,mult
ARI,1,Sun,1
ATL,1,Sun,1
BAL,1,Sun,1
CAR,1,Sun,1
CIN,1,Sun,1
CLE,3,Sun,1
DAL,3,Sun,1
HOU,1,Sun,1
IND,3,Sun,1
JAC,1,Sun,1
KC,1,Sun,1
LAR,1,Sun,1
LV,1,Sun,1
MIA,2,Sun,1
NYG,3,Sun,1
NYJ,1,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
SF,2,Sun,1
WAS,1,Sun,1
