team,rank,day,mult
ARI,3,Sun,1
ATL,1,Sun,1
BAL,1,Sun,1
CAR,1,Sun,1
CIN,1,Sun,1
CLE,1,Sun,1
DAL,3,Sun,1
DEN,2,Sun,1
DET,2,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
LAC,2,Sun,1
MIA,1,Sun,1
NO,1,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
OAK,2,Sun,1
PHI,3,Sun,1
PIT,1,Sun,1
SEA,3,Sun,1
TEN,1,Sun,1
WAS,1,Sun,1
