Name_ID,ID,Pos
Steelers  (13974907),13974907,DST
Ravens  (13974906),13974906,DST
Broncos  (13974909),13974909,DST
Colts  (13974910),13974910,DST
Seahawks  (13974908),13974908,DST
Falcons  (13974911),13974911,DST
Saints  (13974919),13974919,DST
Redskins  (13974916),13974916,DST
Chargers  (13974912),13974912,DST
Jets  (13974913),13974913,DST
Bengals  (13974915),13974915,DST
Giants  (13974917),13974917,DST
Cowboys  (13974920),13974920,DST
Dolphins  (13974914),13974914,DST
Eagles  (13974921),13974921,DST
Lions  (13974918),13974918,DST
Raiders  (13974923),13974923,DST
Panthers  (13974922),13974922,DST
Titans  (13974925),13974925,DST
Jaguars  (13974924),13974924,DST
Cardinals  (13974926),13974926,DST
Browns  (13974927),13974927,DST
Lamar Jackson (13974228),13974228,QB
Russell Wilson (13974229),13974229,QB
Drew Brees (13974230),13974230,QB
Matt Ryan (13974233),13974233,QB
Dak Prescott (13974232),13974232,QB
Kyler Murray (13974234),13974234,QB
Ryan Tannehill (13974231),13974231,QB
Ryan Fitzpatrick (13974235),13974235,QB
Carson Wentz (13974239),13974239,QB
Philip Rivers (13974241),13974241,QB
Gardner Minshew II (13974243),13974243,QB
Will Grier (13974270),13974270,QB
Jacoby Brissett (13974237),13974237,QB
Drew Lock (13974242),13974242,QB
Andy Dalton (13974249),13974249,QB
Daniel Jones (13974236),13974236,QB
Dwayne Haskins Jr. (13974255),13974255,QB
Derek Carr (13974247),13974247,QB
Baker Mayfield (13974245),13974245,QB
Devlin Hodges (13974250),13974250,QB
Sam Darnold (13974246),13974246,QB
David Blough (13974253),13974253,QB
Christian McCaffrey (13974286),13974286,RB
Michael Thomas (13974470),13974470,WR
Julio Jones (13974472),13974472,WR
Chris Carson (13974288),13974288,RB
Ezekiel Elliott (13974292),13974292,RB
Joe Mixon (13974308),13974308,RB
Saquon Barkley (13974290),13974290,RB
Leonard Fournette (13974298),13974298,RB
Alvin Kamara (13974296),13974296,RB
Mark Ingram II (13974304),13974304,RB
Zach Ertz (13974746),13974746,TE
DeVante Parker (13974480),13974480,WR
Keenan Allen (13974490),13974490,WR
Austin Ekeler (13974316),13974316,RB
Nick Chubb (13974300),13974300,RB
Tyler Lockett (13974474),13974474,WR
DJ Moore (13974478),13974478,WR
Miles Sanders (13974302),13974302,RB
Marlon Mack (13974314),13974314,RB
Amari Cooper (13974482),13974482,WR
Melvin Gordon III (13974322),13974322,RB
Courtland Sutton (13974498),13974498,WR
Kenyan Drake (13974312),13974312,RB
Devonta Freeman (13974318),13974318,RB
A.J. Brown (13974476),13974476,WR
Austin Hooper (13974760),13974760,TE
Terry McLaurin (13974496),13974496,WR
Phillip Lindsay (13974326),13974326,RB
Tyler Boyd (13974510),13974510,WR
Jarvis Landry (13974504),13974504,WR
Darren Waller (13974748),13974748,TE
James Conner (13974310),13974310,RB
Kenny Golladay (13974494),13974494,WR
DeAndre Washington (13974366),13974366,RB
Dion Lewis (13974350),13974350,RB
DK Metcalf (13974506),13974506,WR
Mark Andrews (13974750),13974750,TE
Christian Kirk (13974514),13974514,WR
Le'Veon Bell (13974320),13974320,RB
Adrian Peterson (13974332),13974332,RB
Mike Williams (13974532),13974532,WR
Michael Gallup (13974520),13974520,WR
Hunter Henry (13974756),13974756,TE
T.Y. Hilton (13974486),13974486,WR
Darius Slayton (13974522),13974522,WR
Odell Beckham Jr. (13974516),13974516,WR
Sterling Shepard (13974500),13974500,WR
Kareem Hunt (13974324),13974324,RB
Marquise Brown (13974528),13974528,WR
Jacob Hollister (13974762),13974762,TE
Jamison Crowder (13974524),13974524,WR
Curtis Samuel (13974546),13974546,WR
Jared Cook (13974752),13974752,TE
DJ Chark Jr. (13974492),13974492,WR
Patrick Laird (13974340),13974340,RB
Golden Tate (13974540),13974540,WR
Danny Amendola (13974538),13974538,WR
Jack Doyle (13974758),13974758,TE
JuJu Smith-Schuster (13974484),13974484,WR
Robby Anderson (13974512),13974512,WR
Zach Pascal (13974502),13974502,WR
Dallas Goedert (13974764),13974764,TE
Tyrell Williams (13974536),13974536,WR
Dede Westbrook (13974530),13974530,WR
Mike Gesicki (13974774),13974774,TE
Greg Ward (13974556),13974556,WR
Chris Conley (13974552),13974552,WR
Larry Fitzgerald (13974554),13974554,WR
James Washington (13974526),13974526,WR
Steven Sims Jr. (13974562),13974562,WR
Diontae Johnson (13974542),13974542,WR
Noah Fant (13974772),13974772,TE
Jalen Richard (13974386),13974386,RB
Khari Blasingame (13974422),13974422,RB
Royce Freeman (13974370),13974370,RB
Russell Gage (13974548),13974548,WR
JJ Arcega-Whiteside (13974590),13974590,WR
Jonnu Smith (13974770),13974770,TE
Boston Scott (13974358),13974358,RB
John Ross III (13974558),13974558,WR
Greg Olsen (13974768),13974768,TE
