Maxx Williams,1.6,ARI,
Rondale Moore,0.9,ARI,
Christian Kirk,1.05,ARI,
A.J. Green,1.1,ARI,
Eno Benjamin,0.000001,ARI,
James Conner,1.25,ARI,
Kyle Pitts,0.8,ATL,Ownership fade.
Hayden Hurst,1.2,ATL,
Olamide Zaccheaus,1.2,ATL,
Frank Darby,0.000001,ATL,
Wayne Gallman Jr.,0.000001,ATL,
Latavius Murray,0.00001,BAL,TRADE
Zack Moss,0.000001,BUF,
Devin Singletary,1.4,BUF,
Matt Breida,3.25,BUF,
Shi Smith,0.000001,CAR,
Drew Sample,1.4,CIN,
C.J. Uzomah,1.35,CIN,
Andy Janovich,0.00001,CLE,
Rashard Higgins,1.2,CLE,
Tim Patrick,1.2,DEN,
KhaDarel Hodge,0.000001,DET,
Tom Kennedy,0.000001,DET,
Jermar Jefferson,0.000001,DET,
Quintez Cephus,1.1,DET,
Kalif Raymond,1.4,DET,
Chris Conley,1.7,HOU,
Nico Collins,1.1,HOU,
Jordan Akins,1.2,HOU,
Anthony Miller,0.000001,HOU,
Jack Doyle,1.25,IND,
Mo Alie-Cox,1.25,IND,
James O'Shaughnessy,1.8,JAC,
Jacob Hollister,0.000001,JAC,
Demarcus Robinson,1.65,KC,
Mecole Hardman,0.9,KC,
Donald Parham Jr.,1.7,LAC,
Jalen Guyton,1.5,LAC,
Josh Palmer,1.1,LAC,
Sony Michel,0.00001,LAR,TRADE
Albert Wilson,1.5,MIA,
Preston Williams,0.000001,MIA,
Jaylen Waddle,0.8,MIA,Ownership fade.
Chris Herndon IV,1,MIN,Doesn't know playbook
Tyler Conklin,1.1,MIN,
Jakobi Meyers,1,NE,Revisit based on Agholor
Nelson Agholor,1,NE,Revisit based on Agholor
Kendrick Bourne,1,NE,Revisit based on Agholor
Gunner Olszewski,1,NE,Revisit based on Agholor
Adam Trautman,1.1,NO,
Lil'Jordan Humphrey,1.7,NO,
Deonte Harris,1.5,NO,
Kyle Rudolph,1.2,NYG,
Dante Pettis,0.000001,NYG,
Collin Johnson,0.000001,NYG,
Kenny Golladay,1,NYG,
Kadarius Toney,1,NYG,
Sterling Shepard,1,NYG,
Darius Slayton,1,NYG,
John Ross,0.000001,NYG,
Denzel Mims,1.35,NYJ,
Keelan Cole Sr.,0.000001,NYJ,Check Inj report
Tyler Kroft,1.65,NYJ,
Quez Watkins,1.3,PHI,
DeVonta Smith,0.95,PHI,Rookie fade
Travis Fulgham,0.0001,PHI,cut
Greg Ward,1,PHI,unknown role
D'Wayne Eskridge,1.3,SEA,
Mohamed Sanu,1.5,SF,
Trey Sermon,0.000001,SF,
Raheem Mostert,1.25,SF,
Elijah Mitchell,6,SF,
JaMycal Hasty,4,SF,
Josh Reynolds,0.0001,TEN,out
Chester Rogers,4.25,TEN,
Cameron Batson,0.000001,TEN,
Nick Westbrook-Ikhine,7,TEN,
Peyton Barber,0.00001,WAS,TRADE
Adam Humphries,1.2,WAS,
Dyami Brown,1.1,WAS,
Tre' McKitty,0.00001,LAC,
Joshua Kelley,0.00001,LAC,
Justin Jackson,1.75,LAC,
Odell Beckham Jr.,1.05,CLE,
Marquez Valdes-Scantling,1.1,GB,
Alvin Kamara,1.03,NO,
