Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Julio Jones,ATL,PHI,1,7,1.5,1.0
2,DeAndre Hopkins,HOU,JAC,1,15,3.0,2.0
3,Michael Thomas,NO,LAR,1,8,3.8,1.7
4,Odell Beckham Jr.,CLE,NYJ,1,10,4.4,1.7
5,Davante Adams,GB,MIN,2,24,5.7,2.3
6,Keenan Allen,LAC,DET,1,13,5.9,1.9
7,JuJu Smith-Schuster,PIT,SEA,1,19,6.0,2.1
8,Sammy Watkins,KC,OAK,1,20,7.5,2.4
9,Amari Cooper,DAL,WAS,4,22,9.3,2.2
10,Mike Evans,TB,CAR,4,25,11.8,3.6
11,Adam Thielen,MIN,GB,3,25,12.3,2.9
12,Robert Woods,LAR,NO,7,51,12.7,2.9
13,Brandin Cooks,LAR,NO,5,34,14.1,4.7
14,Julian Edelman,NE,MIA,7,27,14.1,3.1
15,Cooper Kupp,LAR,NO,6,31,16.9,3.5
16,T.Y. Hilton,IND,TEN,8,31,17.6,3.7
17,Chris Godwin,TB,CAR,8,33,18.0,3.8
18,D.J. Moore,CAR,TB,11,47,18.3,4.9
19,Tyler Lockett,SEA,PIT,6,39,19.6,5.0
20,Tyler Boyd,CIN,SF,7,52,20.2,4.4
21,Stefon Diggs,MIN,GB,10,40,22.3,4.4
22,Allen Robinson,CHI,DEN,11,41,23.6,3.9
23,Kenny Golladay,DET,LAC,10,36,23.7,4.5
24,Tyrell Williams,OAK,KC,9,50,23.9,5.1
25,Alshon Jeffery,PHI,ATL,14,46,25.3,4.0
26,Calvin Ridley,ATL,PHI,13,40,25.8,3.7
27,Josh Gordon,NE,MIA,12,48,26.4,5.7
28,John Brown,BUF,NYG,10,53,26.9,4.7
29,DeSean Jackson,PHI,ATL,8,45,28.4,4.1
30,Antonio Brown,NE,MIA,9,98,29.5,11.4
31,Michael Gallup,DAL,WAS,18,60,32.7,4.0
32,Larry Fitzgerald,ARI,BAL,14,47,33.1,4.3
33,Jarvis Landry,CLE,NYJ,21,51,33.8,4.0
34,Curtis Samuel,CAR,TB,16,60,34.4,6.2
35,Will Fuller,HOU,JAC,4,54,35.5,6.6
36,Jamison Crowder,NYJ,CLE,13,50,36.1,5.3
37,Dede Westbrook,JAC,HOU,20,55,37.8,4.8
38,John Ross,CIN,SF,18,60,39.7,5.5
39,Christian Kirk,ARI,BAL,27,58,39.9,4.7
40,Robby Anderson,NYJ,CLE,26,68,41.8,7.6
41,D.K. Metcalf,SEA,PIT,23,58,42.2,4.7
42,Marvin Jones,DET,LAC,30,67,42.6,5.3
43,Courtland Sutton,DEN,CHI,21,58,42.8,5.4
