Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Christian McCaffrey,CAR,TB,1,3,1.2,0.5
2,Alvin Kamara,NO,LAR,1,8,2.8,0.9
3,Saquon Barkley,NYG,BUF,1,7,2.9,1.0
4,Ezekiel Elliott,DAL,WAS,1,11,3.7,1.5
5,Nick Chubb,CLE,NYJ,1,16,5.7,1.9
6,Dalvin Cook,MIN,GB,4,16,7.8,2.1
7,James Conner,PIT,SEA,5,28,7.8,2.7
8,Le'Veon Bell,NYJ,CLE,3,22,8.3,3.0
9,Austin Ekeler,LAC,DET,4,25,10.2,3.4
10,Chris Carson,SEA,PIT,5,24,10.8,2.2
11,David Johnson,ARI,BAL,4,25,11.4,3.6
12,Todd Gurley,LAR,NO,5,25,12.3,2.9
13,Derrick Henry,TEN,IND,6,25,12.8,3.6
14,Mark Ingram,BAL,ARI,5,23,13.6,3.1
15,Josh Jacobs,OAK,KC,9,28,14.7,2.5
16,Leonard Fournette,JAC,HOU,3,26,15.2,3.1
17,Sony Michel,NE,MIA,5,32,17.2,3.9
18,Marlon Mack,IND,TEN,11,33,18.0,2.6
19,Damien Williams,KC,OAK,7,40,18.9,3.0
20,Kerryon Johnson,DET,LAC,9,27,19.8,2.7
21,Matt Breida,SF,CIN,9,30,21.3,2.5
22,Aaron Jones,GB,MIN,12,34,22.9,2.9
23,Devonta Freeman,ATL,PHI,13,38,23.9,3.7
24,Duke Johnson,HOU,JAC,18,39,25.9,3.3
25,LeSean McCoy,KC,OAK,16,39,26.8,3.8
26,Devin Singletary,BUF,NYG,7,43,27.0,3.4
27,James White,NE,MIA,20,36,26.4,3.7
28,Miles Sanders,PHI,ATL,19,42,30.0,3.3
29,Adrian Peterson,WAS,DAL,13,42,31.0,4.0
30,Phillip Lindsay,DEN,CHI,16,42,31.3,4.1
31,Joe Mixon,CIN,SF,7,58,29.8,10.3
32,Tarik Cohen,CHI,DEN,21,47,31.5,4.1
33,David Montgomery,CHI,DEN,15,48,32.8,4.2
34,Chris Thompson,WAS,DAL,21,53,33.6,4.4
35,Giovani Bernard,CIN,SF,15,54,33.9,6.7
36,Latavius Murray,NO,LAR,24,55,35.9,3.9
37,Kenyan Drake,MIA,NE,25,50,36.1,3.7
38,Ronald Jones II,TB,CAR,22,56,37.5,4.1
39,Justin Jackson,LAC,DET,27,54,39.4,3.8
40,Rex Burkhead,NE,MIA,14,56,40.6,6.3
41,Carlos Hyde,HOU,JAC,29,59,40.7,4.0
42,Royce Freeman,DEN,CHI,33,55,40.9,3.5
43,Malcolm Brown,LAR,NO,25,55,41.2,5.1
44,Jordan Howard,PHI,ATL,21,58,44.8,4.2
45,Dion Lewis,TEN,IND,35,57,47.0,3.9
46,Raheem Mostert,SF,CIN,31,86,46.3,8.2
47,Mike Davis,CHI,DEN,33,60,48.1,4.5
48,Peyton Barber,TB,CAR,32,67,47.6,4.6
49,Ito Smith,ATL,PHI,39,64,49.1,3.7
50,Rashaad Penny,SEA,PIT,37,64,50.5,4.8
51,C.J. Anderson,DET,LAC,40,62,51.3,3.4
52,Darren Sproles,PHI,ATL,31,79,52.7,6.7
53,Nyheim Hines,IND,TEN,43,64,52.4,3.5
54,Frank Gore,BUF,NYG,37,62,53.8,4.7
55,Kalen Ballage,MIA,NE,41,65,55.3,4.0
56,Jalen Richard,OAK,KC,33,67,57.0,5.7
57,Justice Hill,BAL,ARI,43,70,56.4,5.2
58,Jaylen Samuels,PIT,SEA,35,68,57.2,4.0
59,Alexander Mattison,MIN,GB,29,75,58.2,4.5
60,Jamaal Williams,GB,MIN,47,67,58.2,3.6
61,Dare Ogunbowale,TB,CAR,41,70,58.1,4.5
62,Gus Edwards,BAL,ARI,39,76,58.8,6.0
63,Ty Montgomery,NYJ,CLE,30,76,61.2,6.3
64,Tony Pollard,DAL,WAS,48,78,62.4,3.8
65,Darrell Henderson,LAR,NO,42,95,64.8,4.9
66,Darwin Thompson,KC,OAK,59,85,67.2,3.9
67,Chase Edmonds,ARI,BAL,59,81,68.1,3.0
68,Wayne Gallman,NYG,BUF,58,73,68.2,2.8
69,Ryquell Armstead,JAC,HOU,54,76,69.8,2.0
70,T.J. Yeldon,BUF,NYG,57,93,70.6,6.1
71,Jeff Wilson,SF,CIN,64,104,73.5,6.6
72,Devontae Booker,DEN,CHI,66,102,74.9,4.6
73,Ty Johnson,DET,LAC,66,90,75.1,3.2
74,Damien Harris,NE,MIA,56,95,73.5,6.6
75,Corey Clement,PHI,ATL,62,105,76.7,7.5
76,Trayveon Williams,CIN,SF,17,118,76.5,6.9
77,Wendell Smallwood,WAS,DAL,67,107,79.1,5.7
78,Ameer Abdullah,MIN,GB,69,106,81.0,6.7
79,Benny Snell Jr.,PIT,SEA,70,106,81.0,5.0
80,Jordan Scarlett,CAR,TB,49,113,81.9,6.7
81,Jordan Wilkins,IND,TEN,71,103,81.6,4.9
82,DeAndre Washington,OAK,KC,66,94,81.1,8.2
83,Mark Walton,MIA,NE,70,105,84.3,5.3
84,D'Ernest Johnson,CLE,NYJ,58,100,81.6,12.3
85,Mike Boone,MIN,GB,78,109,85.6,4.8
86,C.J. Prosise,SEA,PIT,64,99,86.4,6.6
87,Elijah McGuire,CLE,NYJ,59,103,83.9,5.9
88,Brian Hill,ATL,PHI,72,107,85.8,6.0
89,Bilal Powell,NYJ,CLE,59,103,85.5,5.8
90,J.D. McKissic,DET,LAC,70,123,87.0,7.9
91,Josh Adams,NYJ,CLE,64,98,86.2,5.2
92,Reggie Bonnafon,CAR,TB,70,98,89.0,7.2
93,Myles Gaskin,MIA,NE,80,115,91.6,5.1
94,John Kelly,LAR,NO,74,100,91.1,3.3
95,Dexter Williams,GB,MIN,71,97,91.6,6.3
96,James Develin,NE,MIA,75,109,92.4,8.2
97,Qadree Ollison,ATL,PHI,78,117,94.1,5.0
98,Buddy Howell,HOU,JAC,77,109,97.3,4.3
99,Kyle Juszczyk,SF,CIN,66,100,87.8,10.7
100,Patrick DiMarco,BUF,NYG,68,103,86.6,10.5
101,Darrel Williams,KC,OAK,73,112,94.6,6.9
102,Jamize Olawale,DAL,WAS,78,113,90.1,9.8
103,Alex Armah,CAR,TB,78,99,89.3,6.3
104,Elijhaa Penny,NYG,BUF,69,102,81.7,12.0
105,Troymaine Pope,LAC,DET,85,113,99.7,7.8
106,Paul Perkins,NYG,BUF,80,99,87.0,6.8
107,CJ Ham,MIN,GB,72,92,82.2,7.7
108,Derek Watt,LAC,DET,74,115,93.6,10.1
109,Zach Line,NO,LAR,85,102,94.6,4.0
110,Anthony Sherman,KC,OAK,81,104,91.8,7.9
111,Nick Bawden,DET,LAC,70,114,88.8,15.1
112,Kenjon Barner,ATL,PHI,86,102,92.8,7.2
113,Trenton Cannon,NYJ,CLE,80,108,98.3,5.9
114,David Fluellen,TEN,IND,74,102,92.3,11.1
115,Dwayne Washington,NO,LAR,88,111,99.0,9.4
116,Alec Ingold,OAK,KC,93,98,95.0,2.1
117,Dan Vitale,GB,MIN,80,104,89.0,10.7
118,Devine Ozigbo,JAC,HOU,68,119,91.3,21.0
119,T.J. Logan,TB,CAR,88,101,92.3,6.1
120,Samaje Perine,CIN,SF,89,111,100.5,10.1
121,Mike Weber,DAL,WAS,68,104,86.0,18.0
122,Karan Higdon,HOU,JAC,84,100,92.0,8.0
123,Keith Smith,ATL,PHI,95,105,101.0,4.3
124,Travis Homer,SEA,PIT,89,116,105.0,10.0
125,D.J. Foster,ARI,BAL,95,114,105.0,7.8
126,Tyler Ervin,JAC,HOU,96,106,101.0,5.0
127,Jeremy Cox,FA,,102,122,111.0,8.3
128,Taiwan Jones,HOU,JAC,108,114,111.0,2.4
