Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Travis Kelce,KC,OAK,1,3,1.1,0.2
2,George Kittle,SF,CIN,1,5,2.2,0.5
3,Evan Engram,NYG,BUF,1,7,3.5,0.9
4,Zach Ertz,PHI,ATL,2,10,3.7,0.9
5,O.J. Howard,TB,CAR,3,21,6.4,2.2
6,Darren Waller,OAK,KC,2,11,6.4,1.7
7,Mark Andrews,BAL,ARI,3,21,7.7,2.0
8,Delanie Walker,TEN,IND,3,15,7.8,1.9
9,T.J. Hockenson,DET,LAC,2,18,9.6,2.4
10,Jared Cook,NO,LAR,4,20,10.4,2.6
11,Vance McDonald,PIT,SEA,7,21,11.2,2.0
12,Austin Hooper,ATL,PHI,5,19,11.7,2.3
13,David Njoku,CLE,NYJ,6,19,12.2,2.1
14,Greg Olsen,CAR,TB,5,37,14.0,3.3
15,Jimmy Graham,GB,MIN,6,19,14.7,1.7
16,Vernon Davis,WAS,DAL,8,34,16.6,4.0
17,Eric Ebron,IND,TEN,7,30,17.8,2.5
18,Tyler Eifert,CIN,SF,12,28,18.7,2.5
19,Kyle Rudolph,MIN,GB,14,30,19.4,2.5
20,Jack Doyle,IND,TEN,15,41,21.2,3.9
21,Dallas Goedert,PHI,ATL,15,38,22.8,3.1
22,Noah Fant,DEN,CHI,10,31,22.0,3.5
23,Jason Witten,DAL,WAS,14,35,24.3,2.9
24,Mike Gesicki,MIA,NE,14,29,22.9,2.6
25,C.J. Uzomah,CIN,SF,15,40,26.2,4.4
26,Trey Burton,CHI,DEN,11,47,22.9,5.3
27,Cameron Brate,TB,CAR,12,40,28.8,4.2
28,Tyler Higbee,LAR,NO,18,43,29.4,3.5
29,Gerald Everett,LAR,NO,23,42,29.4,4.1
30,Will Dissly,SEA,PIT,18,51,30.5,4.3
31,Hayden Hurst,BAL,ARI,19,41,31.0,2.6
32,Nick Vannett,SEA,PIT,21,49,33.3,3.9
33,Ian Thomas,CAR,TB,18,64,33.8,5.0
34,Jordan Akins,HOU,JAC,26,54,35.0,4.2
35,Ryan Griffin,NYJ,CLE,16,43,30.5,5.7
36,Blake Jarwin,DAL,WAS,12,47,33.1,4.8
37,Geoff Swaim,JAC,HOU,19,41,33.3,4.9
38,Virgil Green,LAC,DET,17,58,31.7,6.8
39,Adam Shaheen,CHI,DEN,25,66,40.4,6.5
40,Irv Smith Jr.,MIN,GB,21,67,42.7,7.7
41,James O'Shaughnessy,JAC,HOU,21,47,35.9,7.2
42,Dawson Knox,BUF,NYG,24,45,39.3,3.7
43,Charles Clay,ARI,BAL,27,63,43.6,8.3
44,Jonnu Smith,TEN,IND,29,54,44.1,5.1
45,Jesse James,DET,LAC,26,55,42.9,4.5
46,Foster Moreau,OAK,KC,30,63,46.2,6.2
47,Nick Boyle,BAL,ARI,29,60,46.7,5.2
48,Jeff Heuerman,DEN,CHI,35,60,49.7,5.1
49,Matt LaCosse,NE,MIA,32,62,47.3,8.4
50,Marcedes Lewis,GB,MIN,33,66,50.2,7.8
51,Rhett Ellison,NYG,BUF,35,61,51.7,4.0
52,Josh Hill,NO,LAR,36,65,52.5,5.4
53,Tommy Sweeney,BUF,NYG,40,61,49.7,6.2
54,Demetrius Harris,CLE,NYJ,45,64,54.5,5.0
55,Jeremy Sprinkle,WAS,DAL,41,65,54.9,6.3
56,Robert Tonyan,GB,MIN,29,68,53.6,6.3
57,Ryan Izzo,NE,MIA,24,62,49.3,8.0
58,Maxx Williams,ARI,BAL,45,67,56.1,6.0
59,Sean Culkin,LAC,DET,35,74,56.4,10.2
60,Darren Fells,HOU,JAC,40,69,55.1,7.7
61,Luke Stocker,ATL,PHI,48,67,60.0,5.2
62,Blake Bell,KC,OAK,46,65,55.5,4.3
63,Nick O'Leary,MIA,NE,44,70,60.6,6.9
64,Mo Alie-Cox,IND,TEN,54,73,64.0,4.4
65,Xavier Grimble,PIT,SEA,54,82,65.0,7.9
66,Ben Braunecker,CHI,DEN,37,83,63.5,10.6
67,Ross Dwelley,SF,CIN,60,86,69.0,6.6
68,Anthony Firkser,TEN,IND,57,78,67.3,5.8
69,Troy Fumagalli,DEN,CHI,58,87,69.8,8.7
70,Durham Smythe,MIA,NE,53,74,68.4,4.4
71,MyCole Pruitt,TEN,IND,49,71,63.2,7.5
72,Logan Thomas,DET,LAC,59,96,72.1,11.3
73,Drew Sample,CIN,SF,62,98,74.6,9.9
74,Lee Smith,BUF,NYG,50,73,61.8,8.2
75,Trevon Wesco,NYJ,CLE,68,81,72.6,3.9
76,Daniel Brown,NYJ,CLE,59,78,67.0,7.1
77,Chris Manhertz,CAR,TB,50,72,67.4,4.5
78,Ricky Seals-Jones,CLE,NYJ,30,74,59.0,20.5
79,Derek Carrier,OAK,KC,53,75,66.8,8.3
80,Tyler Conklin,NE,MIA,67,90,75.3,7.1
81,Levine Toilolo,SF,CIN,60,80,69.8,7.2
82,Logan Paulsen,HOU,JAC,50,62,56.0,6.0
83,Dalton Schultz,DAL,WAS,62,81,72.5,7.0
84,Antony Auclair,TB,CAR,71,73,72.0,0.8
85,Zach Gentry,PIT,SEA,67,72,69.5,2.5
86,Seth DeValve,JAC,HOU,74,75,74.5,0.5
87,Hale Hentges,IND,TEN,66,85,75.5,9.5
88,Eric Tomlinson,NYG,BUF,77,77,77.0,0.0
89,Cethan Carter,CIN,SF,82,85,83.5,1.5
90,Jaeden Graham,ATL,PHI,83,89,86.0,3.0
91,Andrew Beck,DEN,CHI,84,95,89.5,5.5
