Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Patrick Mahomes,KC,OAK,1,3,1.1,0.3
2,Lamar Jackson,BAL,ARI,1,12,3.1,1.7
3,Tom Brady,NE,MIA,1,16,4.2,2.1
4,Deshaun Watson,HOU,JAC,1,14,4.2,2.1
5,Carson Wentz,PHI,ATL,2,13,5.1,1.6
6,Dak Prescott,DAL,WAS,2,21,6.9,2.0
7,Matt Ryan,ATL,PHI,1,25,7.0,2.6
8,Cam Newton,CAR,TB,3,27,7.7,2.9
9,Jared Goff,LAR,NO,3,17,9.2,2.6
10,Ben Roethlisberger,PIT,SEA,6,23,11.7,2.7
11,Baker Mayfield,CLE,NYJ,5,16,11.9,2.5
12,Aaron Rodgers,GB,MIN,3,21,11.9,2.8
13,Josh Allen,BUF,NYG,4,21,12.2,2.9
14,Drew Brees,NO,LAR,3,20,12.6,2.4
15,Russell Wilson,SEA,PIT,7,21,14.3,2.3
16,Philip Rivers,LAC,DET,9,22,16.8,2.0
17,Jameis Winston,TB,CAR,10,24,17.3,2.5
18,Derek Carr,OAK,KC,10,26,17.6,3.3
19,Andy Dalton,CIN,SF,12,26,18.5,1.9
20,Matthew Stafford,DET,LAC,14,27,20.1,1.9
21,Kyler Murray,ARI,BAL,6,29,20.4,3.0
22,Jimmy Garoppolo,SF,CIN,15,29,21.9,2.2
23,Marcus Mariota,TEN,IND,10,30,23.0,2.1
24,Kirk Cousins,MIN,GB,13,32,23.4,2.4
25,Mitch Trubisky,CHI,DEN,10,30,24.6,2.1
26,Jacoby Brissett,IND,TEN,21,31,26.2,1.4
27,Case Keenum,WAS,DAL,22,32,27.0,1.5
28,Gardner Minshew,JAC,HOU,21,32,28.0,2.0
29,Eli Manning,NYG,BUF,18,32,29.1,1.4
30,Ryan Fitzpatrick,MIA,NE,20,32,30.3,1.9
31,Joe Flacco,DEN,CHI,21,33,30.4,1.4
32,Trevor Siemian,NYJ,CLE,24,35,30.6,1.6
33,Taysom Hill,NO,LAR,32,35,33.5,0.7
34,Josh Rosen,MIA,NE,31,35,33.2,0.8
35,Dwayne Haskins,WAS,DAL,33,37,34.8,0.7
36,Ryan Tannehill,TEN,IND,32,37,35.8,0.6
37,Daniel Jones,NYG,BUF,33,40,36.9,1.4
38,Blaine Gabbert,TB,CAR,34,39,35.8,1.9
39,Jarrett Stidham,NE,MIA,33,38,37.5,0.8
40,Robert Griffin,BAL,ARI,38,41,39.3,1.3
41,Blake Bortles,LAR,NO,39,41,39.8,0.8
42,Tyrod Taylor,LAC,DET,40,43,41.5,1.1
