"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Davante Adams",GB,"1","2","1.0","0.0"
"2","Tyreek Hill",KC,"1","4","2.0","0.0"
"3","DeAndre Hopkins",ARI,"3","10","3.3","0.5"
"4","Calvin Ridley",ATL,"2","9","3.9","0.6"
"5","Allen Robinson II",CHI,"5","8","5.4","0.6"
"6","Stefon Diggs",BUF,"3","9","5.9","1.1"
"7","Justin Jefferson",MIN,"5","12","8.3","1.6"
"8","A.J. Brown",TEN,"6","30","8.7","3.3"
"9","Robert Woods",LAR,"7","26","9.3","1.6"
"10","Brandon Aiyuk",SF,"7","27","11.2","2.8"
"11","D.K. Metcalf",SEA,"8","15","12.0","2.5"
"12","Diontae Johnson",PIT,"7","18","14.3","2.8"
"13","Adam Thielen",MIN,"11","35","14.5","1.9"
"14","Mike Evans",TB,"4","20","15.1","2.0"
"15","Cooper Kupp",LAR,"9","26","15.6","3.2"
"16","D.J. Moore",CAR,"10","40","16.2","4.6"
"17","Marvin Jones Jr.",DET,"9","29","16.9","2.6"
"18","Corey Davis",TEN,"11","34","18.4","4.5"
"19","Chris Godwin",TB,"12","30","20.1","2.8"
"20","Brandin Cooks",HOU,"12","25","20.2","2.9"
"21","Amari Cooper",DAL,"14","31","21.6","2.5"
"22","Cole Beasley",BUF,"15","37","23.5","3.9"
"23","Tyler Lockett",SEA,"14","29","24.3","2.5"
"24","Emmanuel Sanders",NO,"16","34","25.4","2.5"
"25","Robby Anderson",CAR,"19","46","25.7","2.6"
"26","Antonio Brown",TB,"19","39","28.7","3.1"
"27","Curtis Samuel",CAR,"23","52","29.5","2.1"
"28","JuJu Smith-Schuster",PIT,"17","38","30.3","4.2"
"29","Tee Higgins",CIN,"17","48","30.8","5.9"
"30","T.Y. Hilton",IND,"16","39","31.2","4.7"
"31","Keke Coutee",HOU,"20","40","31.9","3.7"
"32","Russell Gage",ATL,"21","58","32.4","3.3"
"33","Marquise Brown",BAL,"23","51","33.3","3.6"
"34","CeeDee Lamb",DAL,"24","43","33.7","4.0"
"35","Chase Claypool",PIT,"16","40","34.1","3.5"
"36","Jamison Crowder",NYJ,"22","63","36.8","3.9"
"37","D.J. Chark Jr.",JAC,"23","44","38.5","3.1"
"38","Nelson Agholor",LV,"15","47","38.8","3.4"
"39","Tim Patrick",DEN,"34","44","39.1","2.6"
"40","Allen Lazard",GB,"31","61","41.5","3.5"
"41","Sterling Shepard",NYG,"35","51","44.1","2.5"
"42","Jakobi Meyers",NE,"22","58","45.3","3.0"
"43","Chad Hansen",HOU,"21","100","45.7","10.5"
"44","Darnell Mooney",CHI,"36","59","47.7","4.8"
"45","Darius Slayton",NYG,"42","63","49.0","3.3"
"46","Jerry Jeudy",DEN,"39","62","50.0","4.4"
"47","Mike Williams",LAC,"20","80","50.8","11.8"
"48","Sammy Watkins",KC,"40","59","51.1","4.4"
"49","Marquez Valdes-Scantling",GB,"45","62","52.6","3.8"
"50","Christian Kirk",ARI,"46","72","53.2","4.6"
"51","Keenan Allen",LAC,"3","77","25.6","21.8"
"52","Michael Gallup",DAL,"44","66","51.0","5.4"
"53","Laviska Shenault Jr.",JAC,"43","66","54.6","4.8"
"54","Michael Pittman Jr.",IND,"41","68","54.4","5.2"
"55","Denzel Mims",NYJ,"36","68","54.5","5.7"
"56","Gabriel Davis",BUF,"30","90","61.1","10.1"
"57","A.J. Green",CIN,"42","87","55.6","10.1"
"58","Jalen Reagor",PHI,"43","74","56.9","7.2"
"59","KJ Hamler",DEN,"51","79","60.8","5.3"
"60","Keelan Cole Sr.",JAC,"47","74","62.4","4.6"
"61","Breshad Perriman",NYJ,"44","80","64.7","5.1"
"62","Tyron Johnson",LAC,"43","96","68.5","10.9"
"63","Mecole Hardman",KC,"41","97","64.4","8.4"
"64","Greg Ward",PHI,"44","87","65.6","7.0"
"65","Jalen Guyton",LAC,"44","87","66.7","7.3"
"66","Kendrick Bourne",SF,"36","84","68.0","5.6"
"67","Hunter Renfrow",LV,"55","91","70.3","6.3"
"68","Anthony Miller",CHI,"62","90","71.3","6.4"
"69","Cam Sims",WAS,"46","88","71.8","8.6"
"70","Zach Pascal",IND,"61","81","72.1","5.1"
"71","Josh Reynolds",LAR,"62","100","75.0","6.0"
"72","Damiere Byrd",NE,"65","89","72.6","5.2"
"73","Danny Amendola",DET,"56","90","75.2","6.5"
"74","James Washington",PIT,"66","97","79.5","8.1"
"75","Willie Snead IV",BAL,"64","93","78.5","5.5"
"76","Alshon Jeffery",PHI,"62","93","80.3","6.3"
"77","Larry Fitzgerald",ARI,"73","89","82.2","3.5"
"78","Richie James Jr.",SF,"65","92","81.6","4.7"
"79","John Brown",BUF,"31","109","73.9","17.0"
"80","Mohamed Sanu",DET,"59","100","80.6","8.5"
"81","David Moore",SEA,"70","94","84.3","5.4"
"82","N'Keal Harry",NE,"77","93","84.8","4.0"
"83","Demarcus Robinson",KC,"76","99","86.2","5.3"
"84","Henry Ruggs III",LV,"54","116","81.1","12.1"
"85","Lil'Jordan Humphrey",NO,"62","98","85.2","7.1"
"86","Marquez Callaway",NO,"59","108","77.6","12.0"
"87","Steven Sims",WAS,"63","110","87.5","9.3"
"88","Cordarrelle Patterson",CHI,"73","106","90.5","7.5"
"89","Isaiah Ford",MIA,"58","115","88.3","9.1"
"90","Jakeem Grant",MIA,"43","106","82.5","15.8"
"91","Mack Hollins",MIA,"54","116","88.1","10.0"
"92","Marvin Hall",CLE,"50","167","75.0","23.7"
"93","Travis Fulgham",PHI,"80","119","92.4","7.0"
"94","Quintez Cephus",DET,"66","108","92.7","4.6"
"95","Scotty Miller",TB,"87","108","96.4","3.4"
"96","Brandon Powell",ATL,"89","111","96.4","4.6"
"97","Miles Boykin",BAL,"89","102","96.4","3.3"
"98","Chris Conley",JAC,"78","115","95.8","6.0"
"99","Van Jefferson",LAR,"82","113","101.2","5.4"
"100","Juwan Johnson",NO,"52","112","101.3","8.3"
"101","Dez Bryant",BAL,"95","121","107.7","7.0"
"102","Malcolm Perry",MIA,"94","130","106.6","8.1"
"103","Bryan Edwards",LV,"86","138","107.7","9.3"
"104","Isaiah Wright",WAS,"81","119","99.1","7.2"
"105","Freddie Swain",SEA,"101","116","107.8","4.1"
"106","Christian Blake",ATL,"74","113","104.6","3.8"
"107","Braxton Berrios",NYJ,"99","137","109.7","7.8"
"108","Alex Erickson",CIN,"68","109","93.9","10.9"
"109","Cam Batson",TEN,"96","113","106.2","4.4"
"110","Isaiah McKenzie",BUF,"103","133","108.4","7.3"
"111","Chad Beebe",MIN,"101","115","107.1","4.3"
"112","KeeSean Johnson",ARI,"102","122","108.8","5.6"
"113","Terry McLaurin",WAS,"13","149","85.3","37.8"
"114","Austin Mack",NYG,"88","125","114.9","9.1"
"115","DeSean Jackson",PHI,"84","140","108.5","16.6"
"116","Derrick Willies",CLE,"95","134","104.8","10.7"
"117","Devin Duvernay",BAL,"91","140","116.2","10.3"
"118","Quez Watkins",PHI,"108","125","119.7","4.7"
"119","Ja'Marcus Bradley",CLE,"85","140","116.3","10.9"
"120","Cedrick Wilson",DAL,"98","132","119.2","5.4"
"121","Zay Jones",LV,"99","136","117.0","9.2"
"122","Mike Thomas",CIN,"102","126","118.0","4.3"
"123","Steven Mitchell Jr.",HOU,"94","143","122.8","9.7"
"124","Robert Foster",WAS,"99","136","118.5","7.1"
"125","Equanimeous St. Brown",GB,"104","128","122.5","3.6"
"126","DaeSean Hamilton",DEN,"105","130","123.1","5.5"
"127","Laquon Treadwell",ATL,"118","133","128.1","3.4"
"128","Noah Brown",DAL,"119","133","125.3","3.7"
"129","Jamal Agnew",DET,"112","135","125.9","5.5"
"130","K.J. Hill",LAC,"114","136","126.5","6.7"
"131","C.J. Board",NYG,"118","135","127.1","4.4"
"132","Javon Wims",CHI,"105","136","129.3","5.6"
"133","Gunner Olszewski",NE,"126","150","135.8","6.7"
"134","Olabisi Johnson",MIN,"101","146","139.3","6.6"
"135","Lynn Bowden Jr.",MIA,"23","127","66.7","44.1"
"136","Ray-Ray McCloud",PIT,"110","139","134.1","3.8"
"137","Antonio Gandy-Golden",WAS,"93","153","123.7","17.9"
"138","Tyler Johnson",TB,"130","140","136.1","2.7"
"139","Kalif Raymond",TEN,"110","150","138.1","7.5"
"140","Pharoh Cooper",CAR,"131","142","139.8","2.4"
"141","Dontrelle Inman",WAS,"118","138","131.2","4.6"
"142","River Cracraft",SF,"125","152","144.4","6.1"
"143","Brandon Zylstra",CAR,"139","146","143.1","2.7"
"144","Austin Carr",NO,"106","144","135.5","8.0"
"145","Stanley Morgan Jr.",CIN,"134","159","145.4","6.3"
"146","Malik Taylor",GB,"132","156","146.1","7.3"
"147","Riley Ridley",CHI,"136","152","147.4","4.0"
"148","Tommylee Lewis",FA,"117","142","134.8","5.2"
"149","Ashton Dulin",IND,"124","149","142.3","4.8"
"150","Byron Pringle",KC,"134","148","143.0","3.0"
"151","Isaiah Coulter",HOU,"128","152","145.7","4.5"
"152","Nick Westbrook-Ikhine",TEN,"132","157","152.5","4.2"
"153","Jeff Smith",NYJ,"142","153","147.0","4.2"
"154","Trent Taylor",SF,"98","159","142.6","22.8"
"155","Diontae Spencer",DEN,"148","157","150.5","3.0"
"156","Trent Sherfield",ARI,"142","160","151.7","6.0"
"157","James Proche",BAL,"142","157","153.7","2.1"
"158","Joe Reed",LAC,"109","160","138.3","21.5"
"159","Jake Kumerow",BUF,"113","171","138.3","24.2"
"160","DeMichael Harris",IND,"142","170","157.3","9.8"
"161","Antonio Callaway",FA,"101","169","146.0","31.8"
"162","Tyrie Cleveland",DEN,"151","158","154.0","2.7"
"163","Julian Edelman",NE,"129","161","149.3","14.4"
"164","Chris Moore",BAL,"154","165","159.0","4.9"
"165","JJ Arcega-Whiteside",PHI,"123","164","143.5","20.5"
"166","Vyncint Smith",NYJ,"126","163","144.5","18.5"
"167","John Hightower",PHI,"143","160","153.3","7.4"
"168","Marcus Kemp",MIA,"153","156","154.7","1.3"
"169","Andre Roberts",BUF,"153","167","159.3","5.3"
"170","Donte Moncrief",NE,"147","172","163.2","5.2"
"171","Seth Roberts",GB,"154","162","159.3","3.8"
"172","Nsimba Webster",LAR,"155","166","161.7","4.8"
"173","Jaydon Mickens",TB,"157","169","163.0","4.9"
"174","Hakeem Butler",PHI,"160","173","167.7","5.6"
