Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2020-12-27,DEN,LAC,47.0,0.4651162790697674,22.25,2020,16,0.22170000000000006,18.700000000000003,0.0257,14.500000000000002,0.1088,34.800000000000004,0.0728,18.1,0.0317,5.9
2020-12-27,CLE,NYJ,44.0,0.7368421052631579,25.25,2020,16,0.2874,34.864999999999995,0.0523,16.899999999999995,0.046,8.680000000000001,0.127,25.12,0.0917,8.3
2020-12-27,CIN,HOU,45.5,0.2631578947368421,19.0,2020,16,0.09169999999999999,21.699999999999996,0.013,20.45,0.23420000000000002,35.295,0.0123,8.900000000000002,0.0257,5.7
2020-12-27,IND,PIT,42.5,0.5238095238095238,21.25,2020,16,0.10200000000000001,29.39999999999999,0.022,17.599999999999994,0.09050000000000001,30.599999999999998,0.022,14.000000000000004,0.038,6.0
2020-12-27,CHI,JAC,47.0,0.8076923076923077,27.5,2020,16,0.3285,19.499999999999996,0.095,18.3,0.22250000000000003,42.785,0.0528,16.1,0.1193,8.3
2020-12-27,CAR,WAS,42.0,0.5454545454545454,21.5,2020,16,0.037200000000000004,16.300000000000004,0.025,16.2,0.20309999999999997,45.00000000000001,0.0085,7.87,0.065,6.0
2020-12-27,NYG,BAL,43.5,0.2222222222222222,17.0,2020,16,0.0314,22.899999999999995,0.0087,14.5,0.084,32.324999999999996,0.029500000000000005,14.700000000000001,0.009000000000000001,5.3
2020-12-27,ATL,KC,53.5,0.18181818181818185,21.25,2020,16,0.0471,22.6,0.0667,17.399999999999995,0.37060000000000004,47.17,0.0618,12.7,0.0133,4.5
2020-12-27,LAR,SEA,47.5,0.5,23.25,2020,16,0.1733,22.76,0.035,17.299999999999994,0.20670000000000002,45.199999999999996,0.032,15.899999999999999,0.0187,6.3
2020-12-27,PHI,DAL,50.5,0.6296296296296297,26.75,2020,16,0.1225,23.9,0.1637,22.100000000000005,0.1023,35.589999999999996,0.134,19.400000000000002,0.0553,6.2
2020-12-27,TEN,GB,53.5,0.4,25.25,2020,16,,,,,,,,,,
2020-12-27,LAC,DEN,47.0,0.5744680851063829,24.75,2020,16,0.3384,30.699999999999992,0.0607,19.3,0.1627,35.001,0.137,13.199999999999998,0.0307,6.6
2020-12-27,NYJ,CLE,44.0,0.29411764705882354,18.75,2020,16,0.0277,19.000000000000004,0.0117,13.6,0.1585,35.1,0.0055,9.174999999999999,0.0327,4.9
2020-12-27,HOU,CIN,45.5,0.7727272727272727,26.5,2020,16,0.1453,20.900020000000005,0.0843,21.89999999999999,0.2847,41.100007,0.050300000000000004,15.9,0.139,6.7
2020-12-27,PIT,IND,42.5,0.4761904761904762,21.25,2020,16,0.029400000000000003,23.979999999999997,0.023,16.3,0.1584,51.49000000000001,0.0148,11.0,0.0423,6.1
2020-12-27,JAC,CHI,47.0,0.2222222222222222,19.5,2020,16,0.0441,22.65,0.0073,13.399999999999999,0.0927,36.21,0.019200000000000002,11.5,0.0223,5.8
2020-12-27,WAS,CAR,42.0,0.5,20.5,2020,16,0.1076,34.36,0.02,20.499999999999996,0.0952,32.705,0.0828,14.4,0.0647,6.9
2020-12-27,BAL,NYG,43.5,0.8181818181818182,26.5,2020,16,0.08770000000000001,26.999999999999996,0.0763,22.7,0.0827,34.2,0.0685,14.700000000000001,0.0947,8.4
2020-12-27,KC,ATL,53.5,0.8571428571428571,32.25,2020,16,0.1725,23.9,0.1533,25.0,0.4378,43.34,0.2223,22.7,0.0553,6.8
2020-12-27,SEA,LAR,47.5,0.5454545454545454,24.25,2020,16,0.08,22.599999999999998,0.0537,18.5,0.1877,41.245,0.015,14.099999999999998,0.0247,5.9
2020-12-27,DAL,PHI,50.5,0.4,23.75,2020,16,0.0557,24.180000000000003,0.042,15.099999999999996,0.23710000000000003,42.5,0.0237,11.399999999999997,0.0597,5.9
2020-12-27,GB,TEN,53.5,0.6296296296296297,28.25,2020,16,,,,,,,,,,
